"","date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type","measuring_period","max_incidence","scaling_type"
"469",2021-12-31,4891.14819721997,0,10443.796231091,7674.77574248965,5105.01986752626,10244.531617453,7038.09355032617,4591.18854586406,9484.99855478828,0.939915123560779,0.80992954540475,1.06990070171681,0.952359190200116,0.927551774917156,0.80992954540475,1.06990070171681,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"470",2022-01-01,6168.58515724776,1254.00093730704,11083.1693771885,7478.33127586863,4991.3295281819,9965.33302355536,6800.1960299207,4411.22076935378,9189.17129048763,0.924743154373797,0.796372457402436,1.05311385134516,0.937223608074497,0.912345213153552,0.796372457402436,1.05311385134516,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"471",2022-01-02,8804.60488670956,3831.19535020364,13778.0144232155,7172.56755954582,4739.29457025648,9605.84054883515,6716.18018650727,4350.66795444055,9081.69241857398,0.920281699766764,0.791699164273333,1.04886423526019,0.932905056982032,0.907743155517468,0.791699164273333,1.04886423526019,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"472",2022-01-03,10967.354360395,5203.91753556123,16730.7911852289,6929.35936136438,4555.36138497631,9303.35733775246,6607.34583859681,4234.59327977402,8980.09839741961,0.929480093938267,0.796743373657365,1.06221681421917,0.942365812625654,0.916681869493358,0.796743373657365,1.06221681421917,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"473",2022-01-04,10911.0103161232,4810.25079724487,17011.7698350016,6806.25354561434,4467.95746552226,9144.54962570642,6593.68741642267,4166.08666769343,9021.28816515191,0.947302146472123,0.810003236482727,1.08460105646152,0.960503076840831,0.934191312539347,0.810003236482727,1.08460105646152,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"474",2022-01-05,9081.30620526783,3170.17006925615,14992.4423412795,6670.18730602589,4340.00672582452,9000.36788622726,6701.42959463189,4231.73727439151,9171.12191487227,0.96882644164285,0.832733803468276,1.10491907981742,0.982332338455098,0.9554127567001,0.832733803468276,1.10491907981742,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"475",2022-01-06,6471.86465759118,770.776576345128,12172.9527388372,6618.82445353464,4249.05203974948,8988.59686731981,6669.57571937668,4194.00246670029,9145.14897205307,0.986594998099815,0.855690829079333,1.1174991671203,1.00032707238097,0.972956534186553,0.855690829079333,1.1174991671203,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"476",2022-01-07,4076.30830285564,0,9205.53806631616,6686.14788548101,4272.12730578718,9100.16846517484,6594.57572777356,4118.1897728761,9070.96168267103,0.993980149843694,0.871319865295385,1.116640434392,1.00781470667522,0.98023989990391,0.871319865295385,1.116640434392,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"477",2022-01-08,2888.25977082357,0,8002.10325672056,6662.59649347564,4232.4539481633,9092.73903878797,6617.21455772363,4152.78051794066,9081.6485975066,0.992827585800754,0.874239759755127,1.11141541184638,1.00667543623499,0.979074331912259,0.874239759755127,1.11141541184638,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"478",2022-01-09,3499.56381772065,0,8974.66833757227,6605.46522584867,4165.72698310466,9045.20346859269,6539.89683560576,4047.68852825651,9032.10514295502,0.98879935320793,0.866868360503135,1.11073034591273,1.00263637292749,0.97505716477069,0.866868360503135,1.11073034591273,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"479",2022-01-10,4894.95370562585,0,10822.9566514861,6625.35470230319,4193.30053826329,9057.40886634309,6448.04948804801,3920.50588952054,8975.59308657548,0.98517637910706,0.858481152172611,1.11187160604151,0.999014298721927,0.971433649466287,0.858481152172611,1.11187160604151,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"480",2022-01-11,5931.15211911041,191.568488156539,11670.7357500643,6565.17451553368,4116.27708241956,9014.07194864781,6565.09824556806,4016.59115573161,9113.60533540452,0.987755375287795,0.857137890923045,1.11837285965255,1.00164806089918,0.973958383219232,0.857137890923045,1.11837285965255,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"481",2022-01-12,6559.95092686124,1052.08330938744,12067.818544335,6479.33154760987,4001.54550184956,8957.11759337018,6679.51902471561,4119.33361900632,9239.7044304249,0.999999190826377,0.871148204946062,1.12885017670669,1.01401396451021,0.986080609984625,0.871148204946062,1.12885017670669,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"482",2022-01-13,7006.90929359419,1432.86135867302,12580.9572285154,6555.46913126466,4057.9136084074,9053.02465412192,6727.4056351007,4164.95864124521,9289.85262895618,1.01598221600836,0.89072478127936,1.14123965073737,1.03012071669973,1.00194007863043,0.89072478127936,1.14123965073737,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"483",2022-01-14,7497.5863840251,2651.02146262071,12344.1513054295,6642.67947309298,4126.61400608433,9158.74494010163,6898.24463063891,4317.74364285454,9478.74561842329,1.02875775407085,0.904410221337283,1.15310528680441,1.04295571380914,1.01465576847075,0.904410221337283,1.15310528680441,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"484",2022-01-15,8156.58423046507,2958.8986492307,13354.2698116994,6687.58185527971,4163.70468930992,9211.45902124949,7052.71578329748,4484.00897525637,9621.42259133858,1.03781676446476,0.912756164235137,1.16287736469439,1.05200947789081,1.02371912294897,0.912756164235137,1.16287736469439,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"485",2022-01-16,8704.67633560609,3295.56921079443,14113.7834604177,6834.60274460018,4296.90334361931,9372.30214558106,7122.32692814835,4568.05438494617,9676.59947135053,1.04365107976318,0.916163236582627,1.17113892294374,1.05778876771385,1.02960720650063,0.916163236582627,1.17113892294374,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"486",2022-01-17,8761.67906973541,2801.17384120905,14722.1842982618,6976.63972234956,4443.94578817246,9509.33365652667,7086.62588935092,4496.25747125113,9676.9943074507,1.03637618479006,0.90468090510992,1.16807146447021,1.05035278631663,1.02249191859267,0.90468090510992,1.16807146447021,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"487",2022-01-18,8081.17442516441,1755.63224799049,14406.7166023383,7070.33340642545,4548.26391134104,9592.40290150986,7110.85044271723,4458.37734152714,9763.32354390731,1.02373630716562,0.889733417784622,1.15773919654663,1.03752354888259,1.0100400259282,0.889733417784622,1.15773919654663,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"488",2022-01-19,6951.80688230097,1005.99202194629,12897.6217426556,7072.32441472543,4532.41303904407,9612.23579040678,7271.13107781014,4598.08635985032,9944.17579576996,1.01992366072143,0.891062079009816,1.14878524243304,1.03361171288144,1.00632560216374,0.891062079009816,1.14878524243304,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"489",2022-01-20,5795.98654357707,0,11852.3479936186,7097.74992486103,4507.11712256909,9688.38272715296,7409.31875962283,4726.75917907083,10091.8783401748,1.02712968322619,0.904670458732986,1.1495889077194,1.04081166637984,1.01353698743873,0.904670458732986,1.1495889077194,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"490",2022-01-21,5036.12351142473,0,10877.1393293737,7223.45745788801,4602.69791842675,9844.21699734927,7424.22059462471,4752.05210423068,10096.3890850187,1.03231132448052,0.915141739690155,1.14948090927089,1.04596419473324,1.01874691985407,0.915141739690155,1.14948090927089,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
"491",2022-01-22,4988.46054605299,0,11080.1677029026,7348.65314687032,4711.94131395944,9985.36497978119,7497.94326637077,4858.49662023501,10137.3899125065,1.03071718082614,0.915320330284652,1.14611403136762,1.04427934158321,1.01724245196359,0.915320330284652,1.14611403136762,"ARA Werdhölzli","IAV","2021/22",57854,"Minimum measurement is 1000 cases"
