"","date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type","measuring_period"
"20",2021-09-02,9.0626516306961e-06,0,18.3599821558896,6.04857174209629e-06,0,11.806919257533,3.90254512515798e-06,0,11.2682051762053,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"21",2021-09-03,0,0,18.6550672619861,5.42598401796467e-06,0,11.6974647358648,3.03130043604694e-06,0,10.4164401550076,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"22",2021-09-04,0,0,11.1114636779664,4.39242208160292e-06,0,11.2122736861945,2.28052598614086e-06,0,9.86906744599872,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"23",2021-09-05,0,0,8.80159502089095,3.56138715614533e-06,0,10.611102523663,2.45080617528391e-06,0,9.91667714772109,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"24",2021-09-06,0,0,38.3791164035987,2.71334571911852e-06,0,10.068853229537,3.72190271898192e-06,0,9.85076339655137,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"25",2021-09-07,0,0,52.5387171769786,2.74273923688401e-06,0,9.82114803439587,8.30263495984814e-06,0,9.80610460458906,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"26",2021-09-08,0,0,11.4552467566364,3.78488445307954e-06,0,9.70806708562897,1.91271206865434e-05,0,9.77533616700954,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"27",2021-09-09,0,0,19.1723732226499,7.58921181433843e-06,0,9.662339464533,3.42043616652006e-05,0,9.49411965244588,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"28",2021-09-10,0,0,18.1857390639571,1.61825513649923e-05,0,9.65064359451171,5.12761435906163e-05,0,9.04833702043933,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"29",2021-09-11,0,0,10.6560043176315,2.86227818950295e-05,0,9.47513784784412,6.99740908359876e-05,0,8.78967530093236,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"30",2021-09-12,0,0,8.07506229376777,4.39677821944385e-05,0,9.10104472607178,9.21251364911218e-05,0,8.88092258866885,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"31",2021-09-13,0,0,29.5266999144736,6.15116576942546e-05,0,8.77113992158874,0.000118837689484105,0,9.43266522598236,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"32",2021-09-14,0,0,39.0692696999719,8.20088812611532e-05,0,8.72409700232832,0.000135713588430824,0,9.96778974977254,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"33",2021-09-15,5.55478075135246e-05,0,12.9671877942703,0.000106707882838582,0,9.04744523585645,0.000149046496272005,0,10.4078977432947,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"34",2021-09-16,0.000119177218774926,0,19.8580213634562,0.000124853329948771,0,9.53948567789993,0.000161522044058301,0,10.7026637984715,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"35",2021-09-17,0.00018322864841929,0,20.8235673193625,0.000140155131171724,0,10.0256691897473,0.000160422186620019,0,10.3931085901753,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"36",2021-09-18,0.000240042511081702,0,12.5198033154311,0.000154251018299106,0,10.3862022093298,0.000154168778533179,0,10.1663268117116,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"37",2021-09-19,0.000281959221397248,0,8.32718692621258,0.000157115407906216,0,10.2897282373519,0.000149763028851041,0,10.4394412690233,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"38",2021-09-20,0.000301319194001015,0,41.3388605854979,0.000154199618698613,0,10.1410382735793,0.000136133952289556,0,10.7789994710259,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"39",2021-09-21,0.000290462843528088,0,57.0054596081291,0.000151468444440339,0,10.2961454889205,0.000117169928171873,0,11.0168451633059,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"40",2021-09-22,0.000241730584613552,0,12.6194891094565,0.000140622145115178,0,10.4791664065078,0.00010107389783143,0,11.0919474976537,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"41",2021-09-23,0.000147462831892494,0,18.8340832118307,0.000124258336606895,0,10.680811149049,7.83983499382329e-05,0,11.0125989699664,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
"42",2021-09-24,0,0,17.7860544689321,0.000110014320417622,0,10.8817027225943,5.8629715869732e-05,0,10.6315467820317,NA,NA,NA,NA,NA,NA,NA,"ARA Basel","IAV","2021/22"
