"date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type","measuring_period"
2021-10-12,0,0,0,2.04505337747935e-05,2.04505337747935e-05,2.04505337747935e-05,6.77617563663832e-05,6.77617563663832e-05,6.77617563663832e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-13,0,0,0,2.72287339008562e-05,2.72287339008562e-05,2.72287339008562e-05,9.10456075693222e-05,9.10456075693222e-05,9.10456075693222e-05,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-14,0,0,0,4.30174545540296e-05,4.30174545540296e-05,4.30174545540296e-05,0.000119041399985363,0.000119041399985363,0.000119041399985363,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-15,0,0,0,6.13753848376124e-05,6.13753848376124e-05,6.13753848376124e-05,0.000153041565049526,0.000153041565049526,0.000153041565049526,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-16,0,0,0,8.10485135640441e-05,8.10485135640441e-05,8.10485135640441e-05,0.000175536271573822,0.000175536271573822,0.000175536271573822,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-17,0,0,0,0.000105684446110769,0.000105684446110769,0.000105684446110769,0.000180813762360585,0.000180813762360585,0.000180813762360585,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-18,0,0,0,0.000136194296428591,0.000136194296428591,0.000136194296428591,0.00018829742303737,0.00018829742303737,0.00018829742303737,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-19,0,0,0,0.000157982267305694,0.000157982267305694,0.000157982267305694,0.000201404541766469,0.000201404541766469,0.000201404541766469,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-20,0.000148206137304395,0.000148206137304395,0.000148206137304395,0.000166605822559443,0.000166605822559443,0.000166605822559443,0.000209912674997022,0.000209912674997022,0.000209912674997022,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-21,0.000316027792781431,0.000316027792781431,0.000316027792781431,0.000178205967684424,0.000178205967684424,0.000178205967684424,0.000212905546673859,0.000212905546673859,0.000212905546673859,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-22,0.000462054428066645,0.000462054428066645,0.000462054428066645,0.000194686662191772,0.000194686662191772,0.000194686662191772,0.000212732392889451,0.000212732392889451,0.000212732392889451,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-23,0.000544875504795571,0.000544875504795571,0.000544875504795571,0.000207064709457641,0.000207064709457641,0.000207064709457641,0.00031024638570497,0.00031024638570497,0.00031024638570497,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-24,0.000523080484603749,0.000523080484603749,0.000523080484603749,0.000215150380774151,0.000215150380774151,0.000215150380774151,0.000553766981563563,0.000553766981563563,0.000553766981563563,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-25,0.000355258829126713,0.000355258829126713,0.000355258829126713,0.000218753947433419,0.000218753947433419,0.000218753947433419,0.000852104582898762,0.000852104582898762,0.000852104582898762,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-26,0,0,0,0.000316021703404252,0.000316021703404252,0.000316021703404252,0.00132908085866776,0.00132908085866776,0.00132908085866776,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-27,0,0,0,0.000542667878730454,0.000542667878730454,0.000542667878730454,0.00216482229000462,0.00216482229000462,0.00216482229000462,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-28,0,0,0,0.000804854648816635,0.000804854648816635,0.000804854648816635,0.00330962986241849,0.00330962986241849,0.00330962986241849,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-29,0,0,0,0.00123088961329247,0.00123088961329247,0.00123088961329247,0.00465923661234062,0.00465923661234062,0.00465923661234062,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-30,0,0,0,0.00196920410579093,0.00196920410579093,0.00196920410579093,0.00608661950392919,0.00608661950392919,0.00608661950392919,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-10-31,0,0,0,0.00295614590272154,0.00295614590272154,0.00295614590272154,0.00764638225645603,0.00764638225645603,0.00764638225645603,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-01,0,0,0,0.00412806278049385,0.00412806278049385,0.00412806278049385,0.00950070416582526,0.00950070416582526,0.00950070416582526,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-02,0.000682693671485714,0.000682693671485714,0.000682693671485714,0.00540690348864201,0.00540690348864201,0.00540690348864201,0.01148775078529,0.01148775078529,0.01148775078529,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
2021-11-03,0.00312083083153073,0.00312083083153073,0.00312083083153073,0.00684232673829856,0.00684232673829856,0.00684232673829856,0.013396886930976,0.013396886930976,0.013396886930976,NA,NA,NA,NA,NA,NA,NA,"All Switzerland","ILI corrected for percent positivity","2021/22"
