"date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type","measuring_period"
2021-08-23,NA,NA,NA,NA,NA,NA,3.73210536263549e-07,3.73210536263549e-07,3.73210536263549e-07,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-08-24,NA,NA,NA,NA,NA,NA,6.9130465940012e-07,6.9130465940012e-07,6.9130465940012e-07,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-08-25,NA,NA,NA,NA,NA,NA,1.73843343840138e-06,1.73843343840138e-06,1.73843343840138e-06,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-08-26,0,0,0,4.40886669710134e-07,4.40886669710134e-07,4.40886669710134e-07,4.10585662854247e-06,4.10585662854247e-06,4.10585662854247e-06,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-08-27,0,0,0,7.74184320251957e-07,7.74184320251957e-07,7.74184320251957e-07,7.6160678810651e-06,7.6160678810651e-06,7.6160678810651e-06,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-08-28,0,0,0,1.78569811783207e-06,1.78569811783207e-06,1.78569811783207e-06,1.17583072996417e-05,1.17583072996417e-05,1.17583072996417e-05,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-08-29,0,0,0,3.83609607592013e-06,3.83609607592013e-06,3.83609607592013e-06,1.51986555692238e-05,1.51986555692238e-05,1.51986555692238e-05,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-08-30,0,0,0,6.67789635303997e-06,6.67789635303997e-06,6.67789635303997e-06,1.73819735909367e-05,1.73819735909367e-05,1.73819735909367e-05,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-08-31,0,0,0,1.00636171077154e-05,1.00636171077154e-05,1.00636171077154e-05,1.90489011121486e-05,1.90489011121486e-05,1.90489011121486e-05,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-09-01,0,0,0,1.30728972441155e-05,1.30728972441155e-05,1.30728972441155e-05,2.09266607445482e-05,2.09266607445482e-05,2.09266607445482e-05,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-09-02,0,0,0,1.52835494290819e-05,1.52835494290819e-05,1.52835494290819e-05,2.24255863608191e-05,2.24255863608191e-05,2.24255863608191e-05,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
2021-09-03,1.51030252732518e-05,1.51030252732518e-05,1.51030252732518e-05,1.71953524651472e-05,1.71953524651472e-05,1.71953524651472e-05,2.24950035779623e-05,2.24950035779623e-05,2.24950035779623e-05,NA,NA,NA,NA,NA,NA,NA,"BASEL","A","2021/22"
