"date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type","measuring_period"
2021-09-15,0,0,0,8.37087315670257e-05,8.37087315670257e-05,8.37087315670257e-05,0.000149269871491864,0.000149269871491864,0.000149269871491864,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-16,0,0,0,0.000109018261847367,0.000109018261847367,0.000109018261847367,0.000145276942304006,0.000145276942304006,0.000145276942304006,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-17,0.000100263452057381,0.000100263452057381,0.000100263452057381,0.00012860278425455,0.00012860278425455,0.00012860278425455,0.000139426356352828,0.000139426356352828,0.000139426356352828,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-18,0.000214001043916939,0.000214001043916939,0.000214001043916939,0.000136670014194262,0.000136670014194262,0.000136670014194262,0.000140295431001229,0.000140295431001229,0.000140295431001229,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-19,0.000313075601285893,0.000313075601285893,0.000313075601285893,0.000137748549867536,0.000137748549867536,0.000137748549867536,0.000149287500889579,0.000149287500889579,0.000149287500889579,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-20,0.000369349949871458,0.000369349949871458,0.000369349949871458,0.000136366989475403,0.000136366989475403,0.000136366989475403,0.000161714734195836,0.000161714734195836,0.000161714734195836,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-21,0.000354686915380853,0.000354686915380853,0.000354686915380853,0.000140005392270732,0.000140005392270732,0.000140005392270732,0.000174118878867658,0.000174118878867658,0.000174118878867658,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-22,0.000240949323521295,0.000240949323521295,0.000240949323521295,0.000150523520903495,0.000150523520903495,0.000150523520903495,0.000247071572422831,0.000247071572422831,0.000247071572422831,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-23,0,0,0,0.000164019528670374,0.000164019528670374,0.000164019528670374,0.000439041877216379,0.000439041877216379,0.000439041877216379,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-24,0,0,0,0.000176591568868051,0.000176591568868051,0.000176591568868051,0.000739633239890399,0.000739633239890399,0.000739633239890399,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-25,0,0,0,0.000245492213685785,0.000245492213685785,0.000245492213685785,0.00111164443974272,0.00111164443974272,0.00111164443974272,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-26,0,0,0,0.000415688296378887,0.000415688296378887,0.000415688296378887,0.00142935229953639,0.00142935229953639,0.00142935229953639,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-27,0,0,0,0.000664849361843115,0.000664849361843115,0.000664849361843115,0.00163416945768797,0.00163416945768797,0.00163416945768797,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-28,0,0,0,0.000970644954974231,0.000970644954974231,0.000970644954974231,0.00179272558968586,0.00179272558968586,0.00179272558968586,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-29,0,0,0,0.00124550366167824,0.00124550366167824,0.00124550366167824,0.00197273729714136,0.00197273729714136,0.00197273729714136,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-09-30,0,0,0,0.00144820330021027,0.00144820330021027,0.00144820330021027,0.00211587502449164,0.00211587502449164,0.00211587502449164,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-01,0.00139615866244329,0.00139615866244329,0.00139615866244329,0.00162593726398975,0.00162593726398975,0.00162593726398975,0.00212064814697702,0.00212064814697702,0.00212064814697702,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-02,0.00298016268565812,0.00298016268565812,0.00298016268565812,0.00182589894643615,0.00182589894643615,0.00182589894643615,0.00199184981952832,0.00199184981952832,0.00199184981952832,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-03,0.0043600731206929,0.0043600731206929,0.0043600731206929,0.00199697218529287,0.00199697218529287,0.00199697218529287,0.001763781990282,0.001763781990282,0.001763781990282,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-04,0.00514395101859606,0.00514395101859606,0.00514395101859606,0.00205565079707487,0.00205565079707487,0.00205565079707487,0.00195058606437536,0.00195058606437536,0.00195058606437536,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-05,0.00493985743041602,0.00493985743041602,0.00493985743041602,0.00200054314335892,0.00200054314335892,0.00200054314335892,0.0029866774811791,0.0029866774811791,0.0029866774811791,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-06,0.00335585340720119,0.00335585340720119,0.00335585340720119,0.00183025758572176,0.00183025758572176,0.00183025758572176,0.00480903977243522,0.00480903977243522,0.00480903977243522,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-07,0,0,0,0.00204155349957425,0.00204155349957425,0.00204155349957425,0.0072534654672211,0.0072534654672211,0.0072534654672211,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-08,0,0,0,0.0030429256961977,0.0030429256961977,0.0030429256961977,0.0115198177224581,0.0115198177224581,0.0115198177224581,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-09,0,0,0,0.00470058569097464,0.00470058569097464,0.00470058569097464,0.0188640039059276,0.0188640039059276,0.0188640039059276,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-10,0,0,0,0.00688074499928756,0.00688074499928756,0.00688074499928756,0.0289923243694079,0.0289923243694079,0.0289923243694079,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-11,0,0,0,0.0107045242333885,0.0107045242333885,0.0107045242333885,0.0411775590882628,0.0411775590882628,0.0411775590882628,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-12,0,0,0,0.0171195026565477,0.0171195026565477,0.0171195026565477,0.0530512252202921,0.0530512252202921,0.0530512252202921,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-13,0,0,0,0.0257315797606755,0.0257315797606755,0.0257315797606755,0.0634280047075918,0.0634280047075918,0.0634280047075918,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-14,0,0,0,0.0361466550376819,0.0361466550376819,0.0361466550376819,0.0734828355775789,0.0734828355775789,0.0734828355775789,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-15,0.0198621279658355,0.0198621279658355,0.0198621279658355,0.046652343577723,0.046652343577723,0.046652343577723,0.0844343182648523,0.0844343182648523,0.0844343182648523,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-16,0.0448376377047911,0.0448376377047911,0.0448376377047911,0.056372175317711,0.056372175317711,0.056372175317711,0.093293543130794,0.093293543130794,0.093293543130794,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-17,0.0719645419679582,0.0719645419679582,0.0719645419679582,0.0661659220196902,0.0661659220196902,0.0661659220196902,0.0966059945267594,0.0966059945267594,0.0966059945267594,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-18,0.0982808535064284,0.0982808535064284,0.0982808535064284,0.0768933554457049,0.0768933554457049,0.0768933554457049,0.0949989053584748,0.0949989053584748,0.0949989053584748,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-19,0.120824585071293,0.120824585071293,0.120824585071293,0.0859746747890134,0.0859746747890134,0.0859746747890134,0.0895853816357569,0.0895853816357569,0.0895853816357569,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-20,0.136633749413644,0.136633749413644,0.136633749413644,0.0905854827398364,0.0905854827398364,0.0905854827398364,0.0825377652846009,0.0825377652846009,0.0825377652846009,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-21,0.142746359284571,0.142746359284571,0.142746359284571,0.0912186563056619,0.0912186563056619,0.0912186563056619,0.0745470261744241,0.0745470261744241,0.0745470261744241,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-22,0.137176450250699,0.137176450250699,0.137176450250699,0.0883670724939777,0.0883670724939777,0.0883670724939777,0.064463962644793,0.064463962644793,0.064463962644793,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-23,0.121842149140772,0.121842149140772,0.121842149140772,0.0837033380607716,0.0837033380607716,0.0837033380607716,0.0514623369239462,0.0514623369239462,0.0514623369239462,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-24,0.099637605599067,0.099637605599067,0.099637605599067,0.0778458782702621,0.0778458782702621,0.0778458782702621,0.0382399216674682,0.0382399216674682,0.0382399216674682,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-25,0.0734569692698607,0.0734569692698607,0.0734569692698607,0.0697062978922834,0.0697062978922834,0.0697062978922834,0.0277306246600169,0.0277306246600169,0.0277306246600169,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-26,0.0461943897974297,0.0461943897974297,0.0461943897974297,0.0581962016966696,0.0581962016966696,0.0581962016966696,0.0196981533790255,0.0196981533790255,0.0196981533790255,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-27,0.0207440168260506,0.0207440168260506,0.0207440168260506,0.045637072585248,0.045637072585248,0.045637072585248,0.0137078610586024,0.0137078610586024,0.0137078610586024,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-28,0,0,0,0.0349919695214721,0.0349919695214721,0.0349919695214721,0.0093457699468995,0.0093457699468995,0.0093457699468995,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-29,0,0,0,0.0261348613676151,0.0261348613676151,0.0261348613676151,0.00646255049298511,0.00646255049298511,0.00646255049298511,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-30,0,0,0,0.0189397169859502,0.0189397169859502,0.0189397169859502,0.00509156440183513,0.00509156440183513,0.00509156440183513,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-10-31,0,0,0,0.0132261262358321,0.0132261262358321,0.0132261262358321,0.00546048856414921,0.00546048856414921,0.00546048856414921,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-01,0,0,0,0.00908964027314794,0.00908964027314794,0.00908964027314794,0.00667891722157479,0.00667891722157479,0.00667891722157479,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-02,0,0,0,0.00681816990496976,0.00681816990496976,0.00681816990496976,0.00745435080739905,0.00745435080739905,0.00745435080739905,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-03,0,0,0,0.00669962593836956,0.00669962593836956,0.00669962593836956,0.00784064049334966,0.00784064049334966,0.00784064049334966,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-04,0,0,0,0.00744305329818461,0.00744305329818461,0.00744305329818461,0.00816053571273958,0.00816053571273958,0.00816053571273958,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-05,0.0079688105221725,0.0079688105221725,0.0079688105221725,0.00774647375369313,0.00774647375369313,0.00774647375369313,0.00851500017391039,0.00851500017391039,0.00851500017391039,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-06,0.014776310102046,0.014776310102046,0.014776310102046,0.00788126337862865,0.00788126337862865,0.00788126337862865,0.00862329732958292,0.00862329732958292,0.00862329732958292,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-07,0.0195255232005654,0.0195255232005654,0.0195255232005654,0.0081187982467247,0.0081187982467247,0.0081187982467247,0.0083159904394512,0.0083159904394512,0.0083159904394512,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-08,0.0213194742786757,0.0213194742786757,0.0213194742786757,0.00847814974317129,0.00847814974317129,0.00847814974317129,0.00753884658449927,0.00753884658449927,0.00753884658449927,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-09,0.0192611877973216,0.0192611877973216,0.0192611877973216,0.008680228558655,0.008680228558655,0.008680228558655,0.00903549340133438,0.00903549340133438,0.00903549340133438,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-10,0.012453688217448,0.012453688217448,0.012453688217448,0.00854916972515419,0.00854916972515419,0.00854916972515419,0.0153916058127419,0.0153916058127419,0.0153916058127419,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-11,0,0,0,0.00790910827464725,0.00790910827464725,0.00790910827464725,0.0264210212262352,0.0264210212262352,0.0264210212262352,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-12,0,0,0,0.00944104704362436,0.00944104704362436,0.00944104704362436,0.0410799056008429,0.0410799056008429,0.0410799056008429,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-13,0,0,0,0.0154257383745893,0.0154257383745893,0.0154257383745893,0.0610761812931038,0.0608756345047738,0.0612767280814337,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-14,0,0,0,0.0250869415585408,0.0250869415585408,0.0250869415585408,0.089023736665345,0.0879945402943034,0.0900529330363866,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-15,0,0,0,0.0376484158864775,0.0376484158864775,0.0376484158864775,0.124539326756225,0.122022554421768,0.127056099090683,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-16,0,0,0,0.0550580713285537,0.0547713806952796,0.0553447619618278,0.166377447287471,0.16203692636256,0.170717968212381,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-17,0,0,0,0.0793983576303017,0.0783281837226304,0.0804685315379729,0.203464920234006,0.197648715266253,0.20928112520176,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-18,0,0,0,0.110094843745787,0.107859276860734,0.112330410630841,0.228386692770647,0.221705996716341,0.235067388824954,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-19,0.0655288051281137,0.0655288051281137,0.0655288051281137,0.146573098629076,0.142905112001794,0.150241085256359,0.246200701315473,0.23887515784172,0.253526244789227,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-20,0.147040716505118,0.147040716505118,0.147040716505118,0.180231239918452,0.17530949515142,0.185152984685485,0.262576699240762,0.254446341941556,0.270707056539968,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-21,0.234081848270142,0.234081848270142,0.234081848270142,0.205350776035779,0.199553500471135,0.211148051600422,0.274236824757135,0.265392856395853,0.283080793118417,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-22,0.316198314562314,0.316198314562314,0.316198314562314,0.225682362110491,0.219133338878884,0.232231385342098,0.273650128192652,0.264553279515417,0.282746976869888,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-23,0.382936229520762,0.382936229520762,0.382936229520762,0.244976653272025,0.237544972220141,0.25240833432391,0.259933933476727,0.250732145023835,0.269135721929619,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-24,0.423841707284614,0.423841707284614,0.423841707284614,0.259958237218977,0.251730043803059,0.268186430634896,0.2339013612572,0.224444881914406,0.243357840599995,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-25,0.428460861993,0.340808607935342,0.516113116050658,0.264231654854649,0.255586416579756,0.272876893129542,0.210319249067466,0.200645405162798,0.219993092972134,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-26,0.390518666423282,0.390518666423282,0.390518666423282,0.256867491115536,0.248012725917917,0.265722256313156,0.199875927482449,0.189878416949581,0.209873438015318,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-27,0.320455527905764,0.320455527905764,0.320455527905764,0.236936330938136,0.227933157546173,0.2459395043301,0.197256362915696,0.184329778318029,0.210182947513363,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-28,0.232890712408983,0.232890712408983,0.232890712408983,0.217193071688273,0.208020579087041,0.226365564289506,0.196472551806251,0.176434817898475,0.216510285714027,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-29,0.142443485901478,0.142443485901478,0.142443485901478,0.207849266252227,0.197963713455057,0.217734819049398,0.199014272054198,0.163883848435283,0.234144695673112,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-11-30,0.0637331143517876,0.0637331143517876,0.0637331143517876,0.204160482847179,0.191381345873671,0.216939619820687,0.212327628060384,0.148016770578724,0.276638485542043,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-01,0.0113788637284489,0.0113788637284489,0.0113788637284489,0.201382289690309,0.182444208750446,0.220320370630172,0.239706200061441,0.132762699329952,0.34664970079293,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-02,0,0,0.0876522540576581,0.201632630655631,0.169159022833792,0.234106238477469,0.283612375126725,0.127219871178113,0.440004879075336,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-03,0.0391782965147946,0.0391782965147946,0.0391782965147946,0.211784450777934,0.153904693621118,0.26966420793475,0.328396833691941,0.135358245326584,0.521435422057298,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-04,0.118345556140446,0.118345556140446,0.118345556140446,0.234225820015566,0.141382952845692,0.32706868718544,0.358347215533946,0.148667594462393,0.568026836605498,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-05,0.221896089124384,0.221896089124384,0.221896089124384,0.271344808326873,0.137601085062597,0.40508853159115,0.377569576387346,0.156964942108815,0.598174210665877,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-06,0.334224205714036,0.334224205714036,0.334224205714036,0.309716560976809,0.14314127772319,0.476291844230428,0.392604247524733,0.153164639442266,0.632043855607201,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-07,0.439724216156832,0.439724216156832,0.439724216156832,0.337086790661484,0.151207584089132,0.522965997233836,0.406253735223229,0.142020452751477,0.670487017694981,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-08,0.522790430700201,0.0426030620482483,1.00297779935215,0.357599418485978,0.156335829299364,0.558863007672592,0.414344991250624,0.129881413036687,0.698808569464562,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-09,0.567817159591571,0,1.21443207175207,0.375398365555373,0.153615615307055,0.59718111580369,0.412618545962228,0.112052676942888,0.713184414981569,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-10,0.564206540779559,0,1.26857928164076,0.391841651998763,0.145935418615304,0.637747885382222,0.397916350618341,0.0804382623443786,0.715394438892303,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-11,0.52139202301753,0,1.21416060502444,0.403107268496999,0.137225041144434,0.668989495849563,0.383732744989833,0.0513780241448085,0.716087465834857,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-12,0.453814882760037,0,1.03178136344964,0.405569091982795,0.123563498457285,0.687574685508304,0.384029256947062,0.0487135407371226,0.719344973157001,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-13,0.375916396461632,0.0306172632269155,0.721215529696349,0.395600999388865,0.0990369327514745,0.692165066026255,0.396344682273925,0.063592469408206,0.729096895139644,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-14,0.302137840576868,0,0.753227457817988,0.38487536184204,0.076677922208088,0.693072801475992,0.416775149146284,0.0779821301905538,0.755568168102014,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-15,0.246920491560299,0,0.860787320370083,0.385816013472409,0.0734640600938594,0.698167966850958,0.439935795354249,0.087254591669809,0.792616999038688,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-16,0.224705625866476,0,0.940300810735042,0.395924025717575,0.0818574997857648,0.709990551649386,0.465542510230891,0.107420039991899,0.823664980469883,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-17,0.245572840333267,0,0.992714168557738,0.412700470015142,0.0916301317061904,0.733770808324094,0.497828480677082,0.146565613153514,0.849091348200649,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-18,0.302155013331802,0,1.04929634155627,0.432123374308859,0.0991687180587101,0.765078030559008,0.540979100104074,0.202442287243277,0.879515912964871,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-19,0.382723343616523,0,1.1055968982678,0.454322757786515,0.11545652013504,0.79318899543799,0.585119774951549,0.25258559714406,0.917653952759038,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-20,0.475549029941874,0,1.40359644462014,0.483027678751772,0.146898746103886,0.819156611399658,0.617544241018437,0.288541584181786,0.946546897855087,1.18678056811588,NA,NA,3.45406595803386,0.118842696470768,NA,NA,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-21,0.568903271062298,0,1.52756909092476,0.521967195508293,0.194285574286385,0.8496488167302,0.638829411466953,0.319468388738467,0.958190434195438,1.17038730864303,0.128400944000233,3.33705000875539,3.33705000875539,0.128400944000233,1.09434828642237,1.2464263308637,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-22,0.65105726573224,0,1.46641671022433,0.562408665301513,0.239835516423045,0.884981814179981,0.651368863921012,0.350025250959126,0.952712476882898,1.13603290674907,0.131902103479134,3.19665839298592,3.19665839298592,0.131902103479134,1.01606417021445,1.25600164328369,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-23,0.710282212706143,0,1.45406730267876,0.593791558521207,0.275110127930471,0.912472989111943,0.660779101858953,0.375229918804905,0.946328284913,1.09996711321327,0.132265808667443,3.06954758057235,3.06954758057235,0.132265808667443,0.934213982226769,1.26572024419977,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-24,0.738057236703496,0.0492448492682748,1.42686962413872,0.617103103187543,0.306834690283061,0.927371516092025,0.669331481466979,0.395193274031963,0.943469688901995,1.07157446584444,0.131958756828052,2.97322128204887,2.97322128204887,0.131958756828052,0.90284296691756,1.24030596477132,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-25,0.73869316630397,0.134738261747568,1.34264807086037,0.633330527320689,0.338397372819721,0.928263681821657,0.674198295483976,0.412800183796735,0.935596407171217,1.05153709956238,0.131761736127582,2.90533391943916,2.90533391943916,0.131761736127582,0.919824045694662,1.1832501534301,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-26,0.719708756052284,0.308714337950575,1.13070317415399,0.646516474511711,0.3658164362483,0.927216512775122,0.672556690965413,0.426211141934298,0.918902239996529,1.03480789026155,0.130814324436164,2.85295665336193,2.85295665336193,0.130814324436164,0.936168806040213,1.1334469744829,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-27,0.688622760493156,0.400840785873676,0.976404735112635,0.65828536703651,0.388577140079242,0.927993593993778,0.672115427137655,0.436631933664573,0.907598920610737,1.0205084677371,0.129274094816874,2.81210652977869,2.81210652977869,0.129274094816874,0.933510646097223,1.10750628937697,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-28,0.652953934171301,0.233560223632722,1.07234764470988,0.665997100942505,0.4083878331998,0.923606368685209,0.682204171364935,0.455171022884296,0.909237319845574,1.01470188497977,0.129302371975606,2.79204352298852,2.79204352298852,0.129302371975606,0.946851288752334,1.0825524812072,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-29,0.620221031631439,0.184620239477444,1.05582182378543,0.667011572277113,0.423505131393687,0.910518013160538,0.702260594898409,0.489023539313412,0.915497650483406,1.02293685454575,0.133197976997198,2.79972806820885,2.79972806820885,0.133197976997198,0.947028832040928,1.09884487705056,"ZUERICH(WERDHOELZLI)","A","2021/22"
2021-12-30,0.597942807418286,0,1.24900699805603,0.668342214702297,0.435705430723915,0.900978998680678,0.730738844109123,0.54190248592593,0.919575202292316,1.04373228719138,0.141585298586494,2.82748799032932,2.82748799032932,0.141585298586494,0.976947557465538,1.11051701691722,"ZUERICH(WERDHOELZLI)","A","2021/22"
