"sample_date","wwtp","measuring_period","measurement_type","value"
2022-05-08,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-05-08,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-05-08,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-05-10,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-05-10,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-05-10,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-05-10,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-05-12,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-05-12,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-05-12,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-05-12,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-05-15,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-05-15,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-05-15,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-05-15,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-05-17,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-05-17,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-05-17,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-05-17,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-05-19,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-05-19,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-05-19,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-05-19,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-05-22,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-05-22,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-05-22,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-05-22,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-05-26,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-05-26,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-05-26,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-05-26,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-05-30,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-05-30,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-05-30,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-05-30,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-06-01,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-06-01,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-06-01,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-06-01,"ARA Basel","2021/22","IBV_gc_per_day",0
2022-06-05,"ARA Basel","2021/22","IAV_gc_per_mL_WW",0
2022-06-05,"ARA Basel","2021/22","IBV_gc_per_mL_WW",0
2022-06-05,"ARA Basel","2021/22","IAV_gc_per_day",0
2022-06-05,"ARA Basel","2021/22","IBV_gc_per_day",0
