"sample_date","wwtp","measuring_period","target","measurement_type","value"
2021-12-27,"STEP Aire","2021/22","respv4","IAV_gc_per_day",2584604848200.2
2021-12-27,"STEP Aire","2021/22","respv4","IBV_gc_per_day",0
2021-12-24,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",22.88611829
2021-12-24,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",0
2021-12-24,"STEP Aire","2021/22","respv4","IAV_gc_per_day",3204354080137.77
2021-12-24,"STEP Aire","2021/22","respv4","IBV_gc_per_day",0
2021-12-24,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",11.39995432
2021-12-24,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",0
2021-12-24,"STEP Aire","2021/22","respv4","IAV_gc_per_day",1596141804206.16
2021-12-24,"STEP Aire","2021/22","respv4","IBV_gc_per_day",0
2021-12-20,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",4.679684929
2021-12-20,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",4.679684929
2021-12-20,"STEP Aire","2021/22","respv4","IAV_gc_per_day",719941448217.076
2021-12-20,"STEP Aire","2021/22","respv4","IBV_gc_per_day",719941448217.076
2021-12-20,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",4.557914228
2021-12-20,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",4.557914228
2021-12-20,"STEP Aire","2021/22","respv4","IAV_gc_per_day",701207756492.432
2021-12-20,"STEP Aire","2021/22","respv4","IBV_gc_per_day",701207756492.432
2021-12-17,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",4.815551151
2021-12-17,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",2.407725428
2021-12-17,"STEP Aire","2021/22","respv4","IAV_gc_per_day",734419706039.01
2021-12-17,"STEP Aire","2021/22","respv4","IBV_gc_per_day",367202205024.28
2021-12-17,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",2.236500289
2021-12-17,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",4.473087114
2021-12-17,"STEP Aire","2021/22","respv4","IAV_gc_per_day",341088659075.39
2021-12-17,"STEP Aire","2021/22","respv4","IBV_gc_per_day",682190515756.14
2021-12-13,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",4.614310548
2021-12-13,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",0
2021-12-13,"STEP Aire","2021/22","respv4","IAV_gc_per_day",752833994527.296
2021-12-13,"STEP Aire","2021/22","respv4","IBV_gc_per_day",0
2021-12-13,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",0
2021-12-13,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",2.314499518
2021-12-13,"STEP Aire","2021/22","respv4","IAV_gc_per_day",0
2021-12-13,"STEP Aire","2021/22","respv4","IBV_gc_per_day",377615225360.736
2021-12-10,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",0
2021-12-10,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",0
2021-12-10,"STEP Aire","2021/22","respv4","IAV_gc_per_day",0
2021-12-10,"STEP Aire","2021/22","respv4","IBV_gc_per_day",0
2021-12-10,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",6.422012954
2021-12-10,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",2.140591709
2021-12-10,"STEP Aire","2021/22","respv4","IAV_gc_per_day",2004111160541.83
2021-12-10,"STEP Aire","2021/22","respv4","IBV_gc_per_day",668012314035.921
2021-12-06,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",0
2021-12-06,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",0
2021-12-06,"STEP Aire","2021/22","respv4","IAV_gc_per_day",0
2021-12-06,"STEP Aire","2021/22","respv4","IBV_gc_per_day",0
2021-12-06,"STEP Aire","2021/22","respv4","IAV_gc_per_mL_WW",0
2021-12-06,"STEP Aire","2021/22","respv4","IBV_gc_per_mL_WW",0
2021-12-06,"STEP Aire","2021/22","respv4","IAV_gc_per_day",0
2021-12-06,"STEP Aire","2021/22","respv4","IBV_gc_per_day",0
2022-03-04,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",29.3841241
2022-03-04,"STEP Aire","2021/22","iabv","IAV_gc_per_day",4309328719885.5
2022-02-28,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",17.82498905
2022-02-28,"STEP Aire","2021/22","iabv","IAV_gc_per_day",2654301294446.45
2022-02-28,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",34.31355437
2022-02-28,"STEP Aire","2021/22","iabv","IAV_gc_per_day",5109597067682.33
2022-02-25,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",8.447711847
2022-02-25,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1209602516236.39
2022-02-25,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",14.90663758
2022-02-25,"STEP Aire","2021/22","iabv","IAV_gc_per_day",2134436715167.46
2022-02-22,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",23.59903201
2022-02-22,"STEP Aire","2021/22","iabv","IAV_gc_per_day",3607489627240.66
2022-02-22,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",23.47348995
2022-02-22,"STEP Aire","2021/22","iabv","IAV_gc_per_day",3588298514696.7
2022-02-18,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",17.11765519
2022-02-18,"STEP Aire","2021/22","iabv","IAV_gc_per_day",2427642976700.99
2022-02-18,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",21.85799542
2022-02-18,"STEP Aire","2021/22","iabv","IAV_gc_per_day",3099922768459.82
2022-02-14,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",6.808818926
2022-02-14,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1183713170285.1
2022-02-14,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",7.588578644
2022-02-14,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1319274397259.4
2022-02-11,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",13.08451648
2022-02-11,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1949004152278.4
2022-02-11,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",9.962250567
2022-02-11,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1483927033207.48
2022-02-07,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",0
2022-02-07,"STEP Aire","2021/22","iabv","IAV_gc_per_day",0
2022-02-04,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",9.19778317
2022-02-04,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1214245345187.55
2022-02-04,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",7.47249283
2022-02-04,"STEP Aire","2021/22","iabv","IAV_gc_per_day",986481140952.45
2022-01-31,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",6.621244934
2022-01-31,"STEP Aire","2021/22","iabv","IAV_gc_per_day",961530568070.546
2022-01-28,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",5.035803306
2022-01-28,"STEP Aire","2021/22","iabv","IAV_gc_per_day",681802445402.646
2022-01-28,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",7.346497696
2022-01-28,"STEP Aire","2021/22","iabv","IAV_gc_per_day",994649669559.136
2022-01-24,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",7.522738428
2022-01-24,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1059246707092.97
2022-01-24,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",9.419615145
2022-01-24,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1326338330106.87
2022-01-21,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",2.514889087
2022-01-21,"STEP Aire","2021/22","iabv","IAV_gc_per_day",353621069412.157
2022-01-21,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",5.089677577
2022-01-21,"STEP Aire","2021/22","iabv","IAV_gc_per_day",715664653779.547
2022-04-28,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",17.33497335
2022-04-28,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1986293251363.05
2022-04-28,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",10.8268498
2022-04-28,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1240572930633.4
2022-04-28,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",2.256581687
2022-04-28,"STEP Aire","2021/22","iabv","IAV_gc_per_day",258565899441.521
2022-04-25,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",2.325954901
2022-04-25,"STEP Aire","2021/22","iabv","IAV_gc_per_day",298226959541.517
2022-04-25,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",6.323423516
2022-04-25,"STEP Aire","2021/22","iabv","IAV_gc_per_day",810770392950.972
2022-04-22,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",4.430572815
2022-04-22,"STEP Aire","2021/22","iabv","IAV_gc_per_day",511407728317.005
2022-04-22,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",8.883615987
2022-04-22,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1025409142531.45
2022-04-18,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",13.78187208
2022-04-18,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1432184582809.44
2022-04-18,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",15.4463278
2022-04-18,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1605151492320.4
2022-04-15,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",18.72025543
2022-04-15,"STEP Aire","2021/22","iabv","IAV_gc_per_day",2094834023127.86
2022-04-15,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",9.200345124
2022-04-15,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1029537020065.85
2022-04-11,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",13.52233355
2022-04-11,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1917223495386.1
2022-04-08,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",28.62975205
2022-04-08,"STEP Aire","2021/22","iabv","IAV_gc_per_day",6284459612991.4
2022-04-08,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",16.25225554
2022-04-08,"STEP Aire","2021/22","iabv","IAV_gc_per_day",3567500109074.32
2022-04-04,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",17.53586404
2022-04-04,"STEP Aire","2021/22","iabv","IAV_gc_per_day",2240978209127.76
2022-04-04,"STEP Aire","2021/22","iabv","IAV_gc_per_mL_WW",11.1946293
2022-04-04,"STEP Aire","2021/22","iabv","IAV_gc_per_day",1430606456764.2
2022-02-25,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",8.578940062
2022-02-25,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-25,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",1488423585042.84
2022-02-25,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-02-25,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",22.82139004
2022-02-25,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",2.074299543
2022-02-25,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",3959451276441.12
2022-02-25,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",359885526642.206
2022-02-21,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",6.402097163
2022-02-21,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-21,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",1652479824291.62
2022-02-21,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-02-21,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",10.50609214
2022-02-21,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-21,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",2711784100034.4
2022-02-21,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-02-18,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",4.131622761
2022-02-18,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",2.065774466
2022-02-18,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",704272081423.482
2022-02-18,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",352129748304.797
2022-02-18,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",6.132018062
2022-02-18,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-18,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",1045257365850.57
2022-02-18,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-02-14,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",0
2022-02-14,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",6.321809839
2022-02-14,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",0
2022-02-14,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",1000052804918.42
2022-02-14,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",0
2022-02-14,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-14,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",0
2022-02-14,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-02-07,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",4.121753297
2022-02-07,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",2.06083991
2022-02-07,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",1238369236418.76
2022-02-07,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",619173580229.93
2022-02-07,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",2.073853017
2022-02-07,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-07,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",623083331788.994
2022-02-07,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-02-06,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",0
2022-02-06,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-06,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",0
2022-02-06,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-02-06,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",10.98695489
2022-02-06,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-06,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",1560435936573.48
2022-02-06,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-02-04,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",8.12731109
2022-02-04,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-04,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",1227957349143.51
2022-02-04,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-02-04,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",0
2022-02-04,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-02-04,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",0
2022-02-04,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-01-28,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",6.078710184
2022-01-28,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-01-28,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",987160354795.688
2022-01-28,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-01-28,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",10.38752644
2022-01-28,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",2.077355958
2022-01-28,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",1686896393407.66
2022-01-28,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",337355028034.384
2022-11-13,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",3.755544829
2022-11-13,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-13,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",511973251500.379
2022-11-13,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-13,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",13.06913302
2022-11-13,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-13,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",1781644696362.74
2022-11-13,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-12,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",0
2022-11-12,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-12,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",0
2022-11-12,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-10,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",2.523122208
2022-11-10,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-10,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",495983524906.929
2022-11-10,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-08,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",0
2022-11-08,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-08,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",0
2022-11-08,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-08,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",6.945167104
2022-11-08,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-08,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",964199752286.831
2022-11-08,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-06,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",14.79358519
2022-11-06,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-06,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",2046918902694.98
2022-11-06,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-06,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",9.336693318
2022-11-06,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-06,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",1291874403386.6
2022-11-06,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-05,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",7.342143017
2022-11-05,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-05,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",1636821476304.39
2022-11-05,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-05,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",0
2022-11-05,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-05,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",0
2022-11-05,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-04,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",0
2022-11-04,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-04,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",0
2022-11-04,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-04,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",2.416886594
2022-11-04,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-04,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",451299474015.179
2022-11-04,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-03,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",6.341924216
2022-11-03,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-03,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",985626529416.829
2022-11-03,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-03,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",2.24990632
2022-11-03,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-03,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",349667905538.812
2022-11-03,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-11-02,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",6.73007218
2022-11-02,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",2.24327033
2022-11-02,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",954148849555.156
2022-11-02,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",318037273206.588
2022-11-02,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",4.295100924
2022-11-02,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",2.147510568
2022-11-02,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",608933380764.705
2022-11-02,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",304461034452.789
2022-11-01,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",4.575593148
2022-11-01,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",6.863525552
2022-11-01,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",640371874198.344
2022-11-01,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",960576821228.875
2022-11-01,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",4.370937898
2022-11-01,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-11-01,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",611729584167.747
2022-11-01,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-10-31,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",6.831619155
2022-10-31,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",2.277116674
2022-10-31,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",961299039391.796
2022-10-31,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",320420389608.098
2022-10-31,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",2.204766595
2022-10-31,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-10-31,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",310239777974.951
2022-10-31,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-10-30,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",0
2022-10-30,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-10-30,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",0
2022-10-30,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-10-30,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_mL_WW",4.204347255
2022-10-30,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_mL_WW",0
2022-10-30,"ARA Werdhölzli","2022/23","respv4","IAV_gc_per_day",583931150445.497
2022-10-30,"ARA Werdhölzli","2022/23","respv4","IBV_gc_per_day",0
2022-04-25,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",10.4321443
2022-04-25,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-04-25,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",3393461056430.99
2022-04-25,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-04-25,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",20.9303939
2022-04-25,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-04-25,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",6808425435163.01
2022-04-25,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-04-22,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",28.287492
2022-04-22,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-04-22,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",4064626433758.86
2022-04-22,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-04-22,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",10.21858475
2022-04-22,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-04-22,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",1468307253624.86
2022-04-22,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-04-18,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",16.41327993
2022-04-18,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-04-18,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",2222783315894.05
2022-04-18,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-04-18,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",35.32393875
2022-04-18,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-04-18,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",4783776432256.54
2022-04-18,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-04-15,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",22.42095688
2022-04-15,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-04-15,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",3181955208566.98
2022-04-15,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-04-15,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",14.86032208
2022-04-15,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
2022-04-15,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_day",2108959019747.2
2022-04-15,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_day",0
2022-04-11,"ARA Werdhölzli","2021/22","respv4","IAV_gc_per_mL_WW",39.0270993
2022-04-11,"ARA Werdhölzli","2021/22","respv4","IBV_gc_per_mL_WW",0
