"region","data_type","date","median_R_mean","median_R_highHPD","median_R_lowHPD"
"ZH","infection_norm_n1",2021-02-14,0.957400795176259,2.12931712473844,0.25053330343965
"ZH","infection_norm_n1",2021-02-15,0.978875410909258,2.17293927144994,0.257518600763913
"ZH","infection_norm_n1",2021-02-16,1.00273757271108,2.21652171473576,0.26691459867656
"ZH","infection_norm_n1",2021-02-17,1.03414275481775,2.2680331046695,0.281300501303819
"ZH","infection_norm_n1",2021-02-18,1.07507619482382,2.33007268074297,0.30196276259141
"ZH","infection_norm_n1",2021-02-19,1.12301916577286,2.3977272306849,0.328234309541325
"ZH","infection_norm_n1",2021-02-20,1.17077918837089,2.45884085344836,0.357091197168895
"ZH","infection_norm_n1",2021-02-21,1.21211545278029,2.50324659018303,0.385677445819789
"ZH","infection_norm_n1",2021-02-22,1.24552039590035,2.52889842646468,0.413173750239853
"ZH","infection_norm_n1",2021-02-23,1.26857534418515,2.5336004185203,0.437734292267554
"ZH","infection_norm_n1",2021-02-24,1.27635424535811,2.51225727577064,0.455658472012815
"ZH","infection_norm_n1",2021-02-25,1.26662944881429,2.4639360476545,0.464533917398254
"ZH","infection_norm_n1",2021-02-26,1.2448558062621,2.39864493297047,0.466437794681632
"ZH","infection_norm_n1",2021-02-27,1.22066351988112,2.33195670827993,0.466165979974381
"ZH","infection_norm_n1",2021-02-28,1.1977257357842,2.27032085966622,0.465320950878579
"ZH","infection_norm_n1",2021-03-01,1.17343068366707,2.21047632414035,0.462083665703451
"ZH","infection_norm_n1",2021-03-02,1.14724095130171,2.15147205516814,0.456157289885718
"ZH","infection_norm_n1",2021-03-03,1.12435946641707,2.1002581062666,0.450853435294119
"ZH","infection_norm_n1",2021-03-04,1.11008161874148,2.06397330693275,0.449553085322975
"ZH","infection_norm_n1",2021-03-05,1.10377424288189,2.04135007283713,0.452055223108097
"ZH","infection_norm_n1",2021-03-06,1.10337959192606,2.02877697477213,0.457440464220524
"ZH","infection_norm_n1",2021-03-07,1.1118179682431,2.02930017084486,0.468036920864374
"ZH","infection_norm_n1",2021-03-08,1.13301936082534,2.04735091258905,0.486875762880142
