"sample_date","wwtp","measuring_period","measurement_type","mean","min","max","n_measurements"
2022-02-21,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-02-21,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-02-22,"STEP Aire","2021/22","IAV_gc_per_day",3597894070968.68,3588298514696.7,3607489627240.66,2
2022-02-22,"STEP Aire","2021/22","IAV_gc_per_mL_WW",23.53626098,23.47348995,23.59903201,2
2022-02-25,"ARA Werdhölzli","2021/22","IAV_gc_per_day",2723937430741.98,1488423585042.84,3959451276441.12,2
2022-02-25,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",15.700165051,8.578940062,22.82139004,2
2022-02-25,"ARA Werdhölzli","2021/22","IBV_gc_per_day",179942763321.103,0,359885526642.206,2
2022-02-25,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",1.0371497715,0,2.074299543,2
2022-02-25,"STEP Aire","2021/22","IAV_gc_per_day",1853658757913.7,1209602516236.39,2653109034918.21,4
2022-02-25,"STEP Aire","2021/22","IAV_gc_per_mL_WW",12.94571963875,8.447711847,18.52897983,4
2022-02-25,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-02-25,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-02-28,"STEP Aire","2021/22","IAV_gc_per_day",3881949181064.39,2654301294446.45,5109597067682.33,2
2022-02-28,"STEP Aire","2021/22","IAV_gc_per_mL_WW",26.06927171,17.82498905,34.31355437,2
2022-03-04,"STEP Aire","2021/22","IAV_gc_per_day",4748263168845.45,3895187684076.45,6040273102574.4,3
2022-03-04,"STEP Aire","2021/22","IAV_gc_per_mL_WW",32.3770970566667,26.56021059,41.18695648,3
2022-03-04,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-04,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-03-07,"ARA Werdhölzli","2021/22","IAV_gc_per_day",5021884071061.85,5021884071061.85,5021884071061.85,1
2022-03-07,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",34.69943168,34.69943168,34.69943168,1
2022-03-07,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,1
2022-03-07,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,1
2022-03-11,"STEP Aire","2021/22","IAV_gc_per_day",7181464988679.36,5250104308558.8,9112825668799.92,2
2022-03-11,"STEP Aire","2021/22","IAV_gc_per_mL_WW",49.97957372,36.53822385,63.42092359,2
2022-03-11,"STEP Aire","2021/22","IBV_gc_per_day",168666911875.536,0,337333823751.072,2
2022-03-11,"STEP Aire","2021/22","IBV_gc_per_mL_WW",1.173841322,0,2.347682644,2
2022-03-14,"ARA Werdhölzli","2021/22","IAV_gc_per_day",7123281744784.6,6681905143640.63,7564658345928.56,2
2022-03-14,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",50.08969489,46.98601037,53.19337941,2
2022-03-14,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-14,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-03-18,"ARA Werdhölzli","2021/22","IAV_gc_per_day",3613387303311.36,3356699933990.17,3870074672632.56,2
2022-03-18,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",23.89268104,22.19539566,25.58996642,2
2022-03-18,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-18,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-03-18,"STEP Aire","2021/22","IAV_gc_per_day",4047316615422.99,2307475658254.2,5787157572591.78,2
2022-03-18,"STEP Aire","2021/22","IAV_gc_per_mL_WW",27.446505645,15.6479341,39.24507719,2
2022-03-18,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-18,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-03-21,"ARA Werdhölzli","2021/22","IAV_gc_per_day",6048792553634.12,5867194413960.89,6230390693307.35,2
2022-03-21,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",44.310039235,42.97975379,45.64032468,2
2022-03-21,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-21,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-03-21,"STEP Aire","2021/22","IAV_gc_per_day",2381336110501.29,973658851639.14,3789013369363.44,2
2022-03-21,"STEP Aire","2021/22","IAV_gc_per_mL_WW",16.9258814325,6.920499045,26.93126382,2
2022-03-21,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-21,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-03-25,"ARA Werdhölzli","2021/22","IAV_gc_per_day",4212099867135.26,3526252669080.54,4897947065189.98,2
2022-03-25,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",30.42683585,25.47249935,35.38117235,2
2022-03-25,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-25,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-03-25,"STEP Aire","2021/22","IAV_gc_per_day",3290903341641.16,2920327176433.44,3661479506848.88,2
2022-03-25,"STEP Aire","2021/22","IAV_gc_per_mL_WW",24.839255945,22.04220138,27.63631051,2
2022-03-25,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-25,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-03-28,"ARA Werdhölzli","2021/22","IAV_gc_per_day",2875914362871.41,2188257732677.38,3563570993065.43,2
2022-03-28,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",20.277863755,15.42924669,25.12648082,2
2022-03-28,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-28,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-03-28,"STEP Aire","2021/22","IAV_gc_per_day",2377758316052.49,2309432290236.82,2446084341868.16,2
2022-03-28,"STEP Aire","2021/22","IAV_gc_per_mL_WW",18.45383601,17.92355618,18.98411584,2
2022-03-28,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-03-28,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-04-02,"ARA Werdhölzli","2021/22","IAV_gc_per_day",3408737239698.03,3066997614899.91,3750476864496.15,2
2022-04-02,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",11.37317262,10.2329663,12.51337894,2
2022-04-02,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-04-02,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-04-02,"STEP Aire","2021/22","IAV_gc_per_day",2928106442110.71,2551353764345.68,3304859119875.74,2
2022-04-02,"STEP Aire","2021/22","IAV_gc_per_mL_WW",20.00578317,17.43168536,22.57988098,2
2022-04-02,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-04-02,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-04-04,"ARA Werdhölzli","2021/22","IAV_gc_per_day",7237642669497.04,7098265399195.02,7377019939799.06,2
2022-04-04,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",38.850564345,38.10240837,39.59872032,2
2022-04-04,"STEP Aire","2021/22","IAV_gc_per_day",1835792332945.98,1430606456764.2,2240978209127.76,2
2022-04-04,"STEP Aire","2021/22","IAV_gc_per_mL_WW",14.36524667,11.1946293,17.53586404,2
2022-04-05,"ARA Werdhölzli","2021/22","IAV_gc_per_day",7437954733240,6290497273519.55,8585412192960.44,2
2022-04-05,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",45.35095764,38.3546399,52.34727538,2
