"","date","region_nr","measuring_period","pathogen","total_cnslt"
"562",2022-09-05,5,"2022/23","RSV",0
"563",2022-09-05,6,"2022/23","RSV",0
"564",2022-09-12,1,"2022/23","RSV",0.75
"565",2022-09-12,2,"2022/23","RSV",0
"566",2022-09-12,3,"2022/23","RSV",0
"567",2022-09-12,4,"2022/23","RSV",0
"568",2022-09-12,5,"2022/23","RSV",0
"569",2022-09-12,6,"2022/23","RSV",0
"570",2022-09-19,1,"2022/23","RSV",0.642857142857143
"571",2022-09-19,2,"2022/23","RSV",0
"572",2022-09-19,3,"2022/23","RSV",0
"573",2022-09-19,4,"2022/23","RSV",0
"574",2022-09-19,5,"2022/23","RSV",0
"575",2022-09-19,6,"2022/23","RSV",0
"576",2022-09-26,1,"2022/23","RSV",0
"577",2022-09-26,2,"2022/23","RSV",0
"578",2022-09-26,3,"2022/23","RSV",0
"579",2022-09-26,4,"2022/23","RSV",0
"580",2022-09-26,5,"2022/23","RSV",0
"581",2022-09-26,6,"2022/23","RSV",0
"582",2022-10-03,1,"2022/23","RSV",1.75
"583",2022-10-03,2,"2022/23","RSV",0
"584",2022-10-03,3,"2022/23","RSV",0
"585",2022-10-03,4,"2022/23","RSV",0
"586",2022-10-03,5,"2022/23","RSV",0
"587",2022-10-03,6,"2022/23","RSV",0.692307692307692
"588",2022-10-10,1,"2022/23","RSV",0.928571428571428
"589",2022-10-10,2,"2022/23","RSV",0
"590",2022-10-10,3,"2022/23","RSV",0
"591",2022-10-10,4,"2022/23","RSV",0
"592",2022-10-10,5,"2022/23","RSV",0
"593",2022-10-10,6,"2022/23","RSV",0
"594",2022-10-17,1,"2022/23","RSV",4
"595",2022-10-17,2,"2022/23","RSV",0.736842105263158
"596",2022-10-17,3,"2022/23","RSV",1.8
"597",2022-10-17,4,"2022/23","RSV",4.25
"598",2022-10-17,5,"2022/23","RSV",0
"599",2022-10-17,6,"2022/23","RSV",0
"600",2022-10-24,1,"2022/23","RSV",2.73684210526316
"601",2022-10-24,2,"2022/23","RSV",0.45
"602",2022-10-24,3,"2022/23","RSV",1.4
"603",2022-10-24,4,"2022/23","RSV",0
"604",2022-10-24,5,"2022/23","RSV",1.75
"605",2022-10-24,6,"2022/23","RSV",1
"606",2022-10-31,1,"2022/23","RSV",3.46666666666667
"607",2022-10-31,2,"2022/23","RSV",1.75
"608",2022-10-31,3,"2022/23","RSV",0
"609",2022-10-31,4,"2022/23","RSV",0
"610",2022-10-31,5,"2022/23","RSV",0
"611",2022-10-31,6,"2022/23","RSV",0
"612",2022-11-07,1,"2022/23","RSV",4.33333333333333
"613",2022-11-07,2,"2022/23","RSV",2.35714285714286
"614",2022-11-07,3,"2022/23","RSV",0
"615",2022-11-07,4,"2022/23","RSV",1.77777777777778
"616",2022-11-07,5,"2022/23","RSV",9.75
"617",2022-11-07,6,"2022/23","RSV",0
"618",2022-11-14,1,"2022/23","RSV",0.888888888888889
"619",2022-11-14,2,"2022/23","RSV",1.82608695652174
"620",2022-11-14,3,"2022/23","RSV",3
"621",2022-11-14,4,"2022/23","RSV",3.6
"622",2022-11-14,5,"2022/23","RSV",7
"623",2022-11-14,6,"2022/23","RSV",0.333333333333333
"624",2022-11-21,1,"2022/23","RSV",1.6
"625",2022-11-21,2,"2022/23","RSV",5.84615384615385
"626",2022-11-21,3,"2022/23","RSV",2.25
"627",2022-11-21,4,"2022/23","RSV",0
"628",2022-11-21,5,"2022/23","RSV",5
"629",2022-11-21,6,"2022/23","RSV",0.727272727272727
"630",2022-11-28,1,"2022/23","RSV",4
"631",2022-11-28,2,"2022/23","RSV",9.33333333333333
"632",2022-11-28,3,"2022/23","RSV",0
"633",2022-11-28,4,"2022/23","RSV",0
"634",2022-11-28,5,"2022/23","RSV",2.8
"635",2022-11-28,6,"2022/23","RSV",0
"636",2022-12-05,1,"2022/23","RSV",4.33333333333333
"637",2022-12-05,2,"2022/23","RSV",8.5
"638",2022-12-05,3,"2022/23","RSV",1.71428571428571
"639",2022-12-05,4,"2022/23","RSV",11.6
"640",2022-12-05,5,"2022/23","RSV",6.33333333333333
"641",2022-12-05,6,"2022/23","RSV",2.82352941176471
"642",2022-12-12,1,"2022/23","RSV",1.33333333333333
"643",2022-12-12,2,"2022/23","RSV",3.14285714285714
"644",2022-12-12,3,"2022/23","RSV",5.5
"645",2022-12-12,4,"2022/23","RSV",7.5
"646",2022-12-12,5,"2022/23","RSV",0
"647",2022-12-12,6,"2022/23","RSV",8
"648",2022-12-19,1,"2022/23","RSV",2.41379310344828
"649",2022-12-19,2,"2022/23","RSV",16.8888888888889
"650",2022-12-19,3,"2022/23","RSV",6.63157894736842
"651",2022-12-19,4,"2022/23","RSV",22.6363636363636
"652",2022-12-19,5,"2022/23","RSV",30.3529411764706
"653",2022-12-19,6,"2022/23","RSV",4.28571428571429
"654",2022-12-26,1,"2022/23","RSV",0
"655",2022-12-26,2,"2022/23","RSV",5.5625
"656",2022-12-26,3,"2022/23","RSV",4.4
"657",2022-12-26,4,"2022/23","RSV",0
"658",2022-12-26,5,"2022/23","RSV",9.5
"659",2022-12-26,6,"2022/23","RSV",0
"660",2023-01-02,1,"2022/23","RSV",0
"661",2023-01-02,2,"2022/23","RSV",6.47058823529412
"662",2023-01-02,3,"2022/23","RSV",5.66666666666667
"663",2023-01-02,4,"2022/23","RSV",0
"664",2023-01-02,5,"2022/23","RSV",4.33333333333333
"665",2023-01-02,6,"2022/23","RSV",0
"666",2023-01-09,1,"2022/23","RSV",4.66666666666667
"667",2023-01-09,2,"2022/23","RSV",0
"668",2023-01-09,3,"2022/23","RSV",5.8
"669",2023-01-09,4,"2022/23","RSV",0
"670",2023-01-09,5,"2022/23","RSV",11.8
"671",2023-01-09,6,"2022/23","RSV",1.85714285714286
"672",2023-01-16,1,"2022/23","RSV",4.66666666666667
"673",2023-01-16,2,"2022/23","RSV",2.92307692307692
"674",2023-01-16,3,"2022/23","RSV",3
"675",2023-01-16,4,"2022/23","RSV",0
"676",2023-01-16,5,"2022/23","RSV",11.25
"677",2023-01-16,6,"2022/23","RSV",1.75
"678",2023-01-23,1,"2022/23","RSV",0
"679",2023-01-23,2,"2022/23","RSV",0
"680",2023-01-23,3,"2022/23","RSV",0
"681",2023-01-23,4,"2022/23","RSV",0
"682",2023-01-23,5,"2022/23","RSV",4.3
"683",2023-01-23,6,"2022/23","RSV",0
"684",2023-01-30,1,"2022/23","RSV",0
"685",2023-01-30,2,"2022/23","RSV",0
"686",2023-01-30,3,"2022/23","RSV",0
"687",2023-01-30,4,"2022/23","RSV",0
"688",2023-01-30,5,"2022/23","RSV",0
"689",2023-01-30,6,"2022/23","RSV",0
"690",2023-02-06,1,"2022/23","RSV",0
"691",2023-02-06,2,"2022/23","RSV",1.84
"692",2023-02-06,3,"2022/23","RSV",0
"693",2023-02-06,4,"2022/23","RSV",3
"694",2023-02-06,5,"2022/23","RSV",0
"695",2023-02-06,6,"2022/23","RSV",0
"696",2023-02-13,1,"2022/23","RSV",0
"697",2023-02-13,2,"2022/23","RSV",0
"698",2023-02-13,3,"2022/23","RSV",0
"699",2023-02-13,4,"2022/23","RSV",0
"700",2023-02-13,5,"2022/23","RSV",0
"701",2023-02-13,6,"2022/23","RSV",0
"702",2023-02-20,1,"2022/23","RSV",3.35714285714286
"703",2023-02-20,2,"2022/23","RSV",0
"704",2023-02-20,3,"2022/23","RSV",0
"705",2023-02-20,4,"2022/23","RSV",0
"706",2023-02-20,5,"2022/23","RSV",0
"707",2023-02-20,6,"2022/23","RSV",0
"708",2023-02-27,1,"2022/23","RSV",0
"709",2023-02-27,2,"2022/23","RSV",0
"710",2023-02-27,3,"2022/23","RSV",0
"711",2023-02-27,4,"2022/23","RSV",1.15384615384615
"712",2023-02-27,5,"2022/23","RSV",5.75
"713",2023-02-27,6,"2022/23","RSV",0
"714",2023-03-06,1,"2022/23","RSV",1.52941176470588
"715",2023-03-06,2,"2022/23","RSV",0
"716",2023-03-06,3,"2022/23","RSV",0
"717",2023-03-06,4,"2022/23","RSV",0
"718",2023-03-06,5,"2022/23","RSV",2.69230769230769
"719",2023-03-06,6,"2022/23","RSV",0
"720",2023-03-13,1,"2022/23","RSV",0
"721",2023-03-13,2,"2022/23","RSV",0
"722",2023-03-13,3,"2022/23","RSV",0
"723",2023-03-13,4,"2022/23","RSV",0
"724",2023-03-13,5,"2022/23","RSV",6.94736842105263
"725",2023-03-13,6,"2022/23","RSV",0
"726",2023-03-20,1,"2022/23","RSV",0
"727",2023-03-20,2,"2022/23","RSV",0
"728",2023-03-20,3,"2022/23","RSV",0
"729",2023-03-20,4,"2022/23","RSV",0
"730",2023-03-20,5,"2022/23","RSV",0
"731",2023-03-20,6,"2022/23","RSV",0
"732",2023-03-27,1,"2022/23","RSV",0
"733",2023-03-27,2,"2022/23","RSV",1.9
"734",2023-03-27,3,"2022/23","RSV",0
"735",2023-03-27,4,"2022/23","RSV",0
"736",2023-03-27,5,"2022/23","RSV",0
"737",2023-03-27,6,"2022/23","RSV",0
"738",2023-04-03,1,"2022/23","RSV",0
"739",2023-04-03,2,"2022/23","RSV",0
"740",2023-04-03,3,"2022/23","RSV",0
"741",2023-04-03,4,"2022/23","RSV",0
"742",2023-04-03,5,"2022/23","RSV",0
"743",2023-04-03,6,"2022/23","RSV",0
"744",2023-04-10,1,"2022/23","RSV",0
"745",2023-04-10,2,"2022/23","RSV",0.923076923076923
"746",2023-04-10,3,"2022/23","RSV",0
"747",2023-04-10,4,"2022/23","RSV",0
"748",2023-04-10,5,"2022/23","RSV",0
"749",2023-04-10,6,"2022/23","RSV",0
"750",2023-04-17,1,"2022/23","RSV",0
"751",2023-04-17,2,"2022/23","RSV",0
"752",2023-04-17,3,"2022/23","RSV",0
"753",2023-04-17,4,"2022/23","RSV",0
"754",2023-04-17,5,"2022/23","RSV",0
"755",2023-04-17,6,"2022/23","RSV",0
"756",2020-10-05,1,"2020/21","IVA",0
"757",2020-10-05,2,"2020/21","IVA",0
"758",2020-10-05,3,"2020/21","IVA",0
"759",2020-10-05,5,"2020/21","IVA",0
"760",2020-10-05,6,"2020/21","IVA",0
"761",2020-10-12,1,"2020/21","IVA",0
"762",2020-10-12,2,"2020/21","IVA",0
"763",2020-10-12,3,"2020/21","IVA",0
"764",2020-10-12,4,"2020/21","IVA",0
"765",2020-10-12,5,"2020/21","IVA",0
"766",2020-10-12,6,"2020/21","IVA",0
"767",2020-10-19,1,"2020/21","IVA",0
"768",2020-10-19,2,"2020/21","IVA",0
"769",2020-10-19,3,"2020/21","IVA",0
"770",2020-10-19,4,"2020/21","IVA",0
"771",2020-10-19,5,"2020/21","IVA",0
"772",2020-10-19,6,"2020/21","IVA",0
"773",2020-10-26,1,"2020/21","IVA",0
"774",2020-10-26,2,"2020/21","IVA",0
"775",2020-10-26,3,"2020/21","IVA",0
"776",2020-10-26,4,"2020/21","IVA",0
"777",2020-10-26,5,"2020/21","IVA",0
"778",2020-10-26,6,"2020/21","IVA",0
"779",2020-11-02,1,"2020/21","IVA",0
"780",2020-11-02,2,"2020/21","IVA",0
"781",2020-11-02,3,"2020/21","IVA",0
"782",2020-11-02,4,"2020/21","IVA",0
"783",2020-11-02,5,"2020/21","IVA",0
"784",2020-11-02,6,"2020/21","IVA",0
"785",2020-11-09,1,"2020/21","IVA",0
"786",2020-11-09,2,"2020/21","IVA",0
"787",2020-11-09,3,"2020/21","IVA",0
"788",2020-11-09,4,"2020/21","IVA",0
"789",2020-11-09,5,"2020/21","IVA",0
"790",2020-11-09,6,"2020/21","IVA",0
"791",2020-11-16,1,"2020/21","IVA",0
"792",2020-11-16,2,"2020/21","IVA",0
"793",2020-11-16,3,"2020/21","IVA",0
"794",2020-11-16,4,"2020/21","IVA",0
"795",2020-11-16,5,"2020/21","IVA",0
"796",2020-11-16,6,"2020/21","IVA",0
"797",2020-11-23,1,"2020/21","IVA",0
"798",2020-11-23,2,"2020/21","IVA",0
"799",2020-11-23,3,"2020/21","IVA",0
"800",2020-11-23,4,"2020/21","IVA",0
"801",2020-11-23,5,"2020/21","IVA",0
"802",2020-11-23,6,"2020/21","IVA",0
"803",2020-11-30,1,"2020/21","IVA",0
"804",2020-11-30,2,"2020/21","IVA",0
"805",2020-11-30,3,"2020/21","IVA",0
"806",2020-11-30,4,"2020/21","IVA",0
"807",2020-11-30,5,"2020/21","IVA",0
"808",2020-11-30,6,"2020/21","IVA",0
"809",2020-12-07,1,"2020/21","IVA",0
"810",2020-12-07,2,"2020/21","IVA",0
"811",2020-12-07,3,"2020/21","IVA",0
"812",2020-12-07,4,"2020/21","IVA",0
"813",2020-12-07,5,"2020/21","IVA",0
"814",2020-12-07,6,"2020/21","IVA",0
"815",2020-12-14,1,"2020/21","IVA",0
"816",2020-12-14,2,"2020/21","IVA",0
"817",2020-12-14,3,"2020/21","IVA",0
"818",2020-12-14,4,"2020/21","IVA",0
"819",2020-12-14,5,"2020/21","IVA",0
"820",2020-12-14,6,"2020/21","IVA",0
"821",2020-12-21,1,"2020/21","IVA",0
"822",2020-12-21,2,"2020/21","IVA",0
"823",2020-12-21,3,"2020/21","IVA",0
"824",2020-12-21,4,"2020/21","IVA",0
"825",2020-12-21,5,"2020/21","IVA",0
"826",2020-12-21,6,"2020/21","IVA",0
"827",2020-12-28,1,"2020/21","IVA",0
"828",2020-12-28,2,"2020/21","IVA",0
"829",2020-12-28,3,"2020/21","IVA",0
"830",2020-12-28,4,"2020/21","IVA",0
"831",2020-12-28,5,"2020/21","IVA",0
"832",2020-12-28,6,"2020/21","IVA",0
"833",NA,1,"2020/21","IVA",0
"834",NA,2,"2020/21","IVA",0
"835",NA,4,"2020/21","IVA",0
"836",NA,5,"2020/21","IVA",0
"837",NA,6,"2020/21","IVA",0
"838",2021-01-04,1,"2020/21","IVA",0
"839",2021-01-04,2,"2020/21","IVA",0
"840",2021-01-04,2,"2020/21","IVA",0
"841",2021-01-04,3,"2020/21","IVA",0
"842",2021-01-04,4,"2020/21","IVA",0
"843",2021-01-04,5,"2020/21","IVA",0
"844",2021-01-04,6,"2020/21","IVA",0
"845",2021-01-11,1,"2020/21","IVA",0
"846",2021-01-11,2,"2020/21","IVA",0
"847",2021-01-11,3,"2020/21","IVA",0
"848",2021-01-11,4,"2020/21","IVA",0
"849",2021-01-11,5,"2020/21","IVA",0
"850",2021-01-11,6,"2020/21","IVA",0
"851",2021-01-18,1,"2020/21","IVA",0
"852",2021-01-18,2,"2020/21","IVA",0
"853",2021-01-18,3,"2020/21","IVA",0
"854",2021-01-18,4,"2020/21","IVA",0
"855",2021-01-18,5,"2020/21","IVA",0
"856",2021-01-18,6,"2020/21","IVA",0
"857",2021-01-25,1,"2020/21","IVA",0
"858",2021-01-25,2,"2020/21","IVA",0
"859",2021-01-25,3,"2020/21","IVA",0
"860",2021-01-25,4,"2020/21","IVA",0
"861",2021-01-25,5,"2020/21","IVA",0
"862",2021-01-25,6,"2020/21","IVA",0
"863",2021-02-01,1,"2020/21","IVA",0
"864",2021-02-01,2,"2020/21","IVA",0
"865",2021-02-01,3,"2020/21","IVA",0
"866",2021-02-01,4,"2020/21","IVA",0
"867",2021-02-01,5,"2020/21","IVA",0
"868",2021-02-01,6,"2020/21","IVA",0
"869",2021-02-08,1,"2020/21","IVA",0
"870",2021-02-08,2,"2020/21","IVA",0
"871",2021-02-08,3,"2020/21","IVA",0
"872",2021-02-08,4,"2020/21","IVA",0
"873",2021-02-08,5,"2020/21","IVA",0
"874",2021-02-08,6,"2020/21","IVA",0
"875",2021-02-15,1,"2020/21","IVA",0
"876",2021-02-15,2,"2020/21","IVA",0
"877",2021-02-15,5,"2020/21","IVA",0
"878",2021-02-15,6,"2020/21","IVA",0
"879",2021-02-22,1,"2020/21","IVA",0
"880",2021-02-22,2,"2020/21","IVA",0
"881",2021-02-22,4,"2020/21","IVA",0
"882",2021-02-22,5,"2020/21","IVA",0
"883",2021-02-22,6,"2020/21","IVA",0
"884",2021-03-01,1,"2020/21","IVA",0
"885",2021-03-01,2,"2020/21","IVA",0
"886",2021-03-01,3,"2020/21","IVA",0
"887",2021-03-01,4,"2020/21","IVA",0
"888",2021-03-01,5,"2020/21","IVA",0
"889",2021-03-01,6,"2020/21","IVA",0
"890",2021-03-08,1,"2020/21","IVA",0
"891",2021-03-08,2,"2020/21","IVA",0
"892",2021-03-08,3,"2020/21","IVA",0
"893",2021-03-08,4,"2020/21","IVA",0
"894",2021-03-08,5,"2020/21","IVA",0
"895",2021-03-08,6,"2020/21","IVA",0
"896",2021-03-15,1,"2020/21","IVA",0
"897",2021-03-15,2,"2020/21","IVA",0
"898",2021-03-15,4,"2020/21","IVA",0
"899",2021-03-15,5,"2020/21","IVA",0
"900",2021-03-15,6,"2020/21","IVA",0
"901",2021-03-22,1,"2020/21","IVA",0
"902",2021-03-22,2,"2020/21","IVA",0
"903",2021-03-22,3,"2020/21","IVA",0
"904",2021-03-22,4,"2020/21","IVA",0
"905",2021-03-22,5,"2020/21","IVA",0
"906",2021-03-22,6,"2020/21","IVA",0
"907",2021-03-29,1,"2020/21","IVA",0
"908",2021-03-29,2,"2020/21","IVA",0
"909",2021-03-29,4,"2020/21","IVA",0
"910",2021-03-29,5,"2020/21","IVA",0
"911",2021-04-05,1,"2020/21","IVA",0
"912",2021-04-05,2,"2020/21","IVA",0
"913",2021-04-05,3,"2020/21","IVA",0
"914",2021-04-05,4,"2020/21","IVA",0
"915",2021-04-05,5,"2020/21","IVA",0
"916",2021-04-05,6,"2020/21","IVA",0
"917",2021-04-12,1,"2020/21","IVA",0
"918",2021-04-12,2,"2020/21","IVA",0
"919",2021-04-12,4,"2020/21","IVA",0
"920",2021-04-12,5,"2020/21","IVA",0
"921",2021-04-12,6,"2020/21","IVA",0
"922",2021-04-19,1,"2020/21","IVA",0
"923",2021-04-19,2,"2020/21","IVA",0
"924",2021-04-19,4,"2020/21","IVA",0
"925",2021-04-19,5,"2020/21","IVA",0
"926",2021-04-19,6,"2020/21","IVA",0
"927",2021-04-26,1,"2020/21","IVA",0
"928",2021-04-26,2,"2020/21","IVA",0
"929",2021-04-26,3,"2020/21","IVA",0
"930",2021-04-26,4,"2020/21","IVA",0
"931",2021-04-26,5,"2020/21","IVA",0
"932",2021-04-26,6,"2020/21","IVA",0
"933",2021-05-03,1,"2020/21","IVA",0
"934",2021-05-03,2,"2020/21","IVA",0
"935",2021-05-03,4,"2020/21","IVA",0
"936",2021-05-03,5,"2020/21","IVA",0
"937",2021-05-03,6,"2020/21","IVA",0
"938",2021-05-10,1,"2020/21","IVA",0
"939",2021-05-10,2,"2020/21","IVA",0
"940",2021-05-10,4,"2020/21","IVA",0
"941",2021-05-10,5,"2020/21","IVA",0
"942",2021-05-10,6,"2020/21","IVA",0
"943",2021-05-17,1,"2020/21","IVA",0
"944",2021-05-17,2,"2020/21","IVA",0
"945",2021-05-17,3,"2020/21","IVA",0
"946",2021-05-17,4,"2020/21","IVA",0
"947",2021-05-17,5,"2020/21","IVA",0
"948",2021-05-17,6,"2020/21","IVA",0
"949",2021-05-24,1,"2020/21","IVA",0
"950",2021-05-24,4,"2020/21","IVA",0
"951",2021-05-24,5,"2020/21","IVA",0
"952",2021-05-31,1,"2020/21","IVA",0
"953",2021-05-31,2,"2020/21","IVA",0
"954",2021-05-31,3,"2020/21","IVA",0
"955",2021-05-31,4,"2020/21","IVA",0
"956",2021-05-31,5,"2020/21","IVA",0
"957",2021-06-07,1,"2020/21","IVA",0
"958",2021-06-07,2,"2020/21","IVA",0
"959",2021-06-07,4,"2020/21","IVA",0
"960",2021-06-07,5,"2020/21","IVA",0
"961",2021-06-07,6,"2020/21","IVA",0
"962",2021-06-14,1,"2020/21","IVA",0
"963",2021-06-14,2,"2020/21","IVA",0
"964",2021-06-14,3,"2020/21","IVA",0
"965",2021-06-14,4,"2020/21","IVA",0
"966",2021-06-14,5,"2020/21","IVA",0
"967",2021-06-21,1,"2020/21","IVA",0
"968",2021-06-21,2,"2020/21","IVA",0
"969",2021-06-21,4,"2020/21","IVA",0
"970",2021-06-21,6,"2020/21","IVA",0
"971",2021-06-28,1,"2020/21","IVA",0
"972",2021-06-28,2,"2020/21","IVA",0
"973",2021-06-28,4,"2020/21","IVA",0
"974",2021-06-28,5,"2020/21","IVA",0
"975",2021-06-28,6,"2020/21","IVA",0
"976",2021-07-05,1,"2020/21","IVA",0
"977",2021-07-05,2,"2020/21","IVA",0
"978",2021-07-05,3,"2020/21","IVA",0
"979",2021-07-05,5,"2020/21","IVA",0
"980",2021-07-05,6,"2020/21","IVA",0
"981",2021-07-12,1,"2020/21","IVA",0
"982",2021-07-12,2,"2020/21","IVA",0
"983",2021-07-12,3,"2020/21","IVA",0
"984",2021-07-12,4,"2020/21","IVA",0
"985",2021-07-12,5,"2020/21","IVA",0
"986",2021-07-12,6,"2020/21","IVA",0
"987",2021-07-19,1,"2020/21","IVA",0
"988",2021-07-19,2,"2020/21","IVA",0
"989",2021-07-19,4,"2020/21","IVA",0
"990",2021-07-19,5,"2020/21","IVA",0
"991",2021-07-19,6,"2020/21","IVA",0
"992",2021-07-26,2,"2020/21","IVA",0
"993",2021-07-26,4,"2020/21","IVA",0
"994",2021-08-02,1,"2021/22","IVA",0
"995",2021-08-02,2,"2021/22","IVA",0
"996",2021-08-02,6,"2021/22","IVA",0
"997",2021-08-09,1,"2021/22","IVA",0
"998",2021-08-09,2,"2021/22","IVA",0
"999",2021-08-09,4,"2021/22","IVA",0
"1000",2021-08-09,6,"2021/22","IVA",0
"1001",2021-08-16,1,"2021/22","IVA",0
"1002",2021-08-16,2,"2021/22","IVA",0
"1003",2021-08-16,4,"2021/22","IVA",0
"1004",2021-08-23,1,"2021/22","IVA",0
"1005",2021-08-23,2,"2021/22","IVA",0
"1006",2021-08-23,4,"2021/22","IVA",0
"1007",2021-08-23,5,"2021/22","IVA",0
"1008",2021-08-23,6,"2021/22","IVA",0
"1009",2021-08-30,1,"2021/22","IVA",0
"1010",2021-08-30,2,"2021/22","IVA",0
"1011",2021-08-30,4,"2021/22","IVA",0
"1012",2021-08-30,5,"2021/22","IVA",0
"1013",2021-08-30,6,"2021/22","IVA",0
"1014",2021-09-06,1,"2021/22","IVA",0
"1015",2021-09-06,2,"2021/22","IVA",0
"1016",2021-09-06,4,"2021/22","IVA",0
"1017",2021-09-06,5,"2021/22","IVA",0
"1018",2021-09-06,6,"2021/22","IVA",0
"1019",2021-09-13,1,"2021/22","IVA",0
"1020",2021-09-13,2,"2021/22","IVA",0
"1021",2021-09-13,3,"2021/22","IVA",0
"1022",2021-09-13,4,"2021/22","IVA",0
"1023",2021-09-13,5,"2021/22","IVA",0
"1024",2021-09-13,6,"2021/22","IVA",0
"1025",2021-09-20,1,"2021/22","IVA",0
"1026",2021-09-20,2,"2021/22","IVA",0
"1027",2021-09-20,4,"2021/22","IVA",0
"1028",2021-09-20,5,"2021/22","IVA",0
"1029",2021-09-20,6,"2021/22","IVA",0
"1030",2021-09-27,1,"2021/22","IVA",0
"1031",2021-09-27,2,"2021/22","IVA",0
"1032",2021-09-27,4,"2021/22","IVA",0
"1033",2021-09-27,5,"2021/22","IVA",0
"1034",2021-09-27,6,"2021/22","IVA",0
"1035",2021-10-04,1,"2021/22","IVA",0
"1036",2021-10-04,2,"2021/22","IVA",0
"1037",2021-10-04,3,"2021/22","IVA",0
"1038",2021-10-04,5,"2021/22","IVA",0
"1039",2021-10-04,6,"2021/22","IVA",0
"1040",2021-10-11,1,"2021/22","IVA",0
"1041",2021-10-11,2,"2021/22","IVA",0
"1042",2021-10-11,3,"2021/22","IVA",0
"1043",2021-10-11,5,"2021/22","IVA",0
"1044",2021-10-11,6,"2021/22","IVA",0
"1045",2021-10-18,1,"2021/22","IVA",0
"1046",2021-10-18,2,"2021/22","IVA",0
"1047",2021-10-18,3,"2021/22","IVA",0
"1048",2021-10-18,4,"2021/22","IVA",0
"1049",2021-10-18,5,"2021/22","IVA",0
"1050",2021-10-18,6,"2021/22","IVA",0
"1051",2021-10-25,1,"2021/22","IVA",0
"1052",2021-10-25,2,"2021/22","IVA",0
"1053",2021-10-25,3,"2021/22","IVA",0
"1054",2021-10-25,5,"2021/22","IVA",0
"1055",2021-10-25,6,"2021/22","IVA",0
"1056",2021-11-01,1,"2021/22","IVA",0
"1057",2021-11-01,2,"2021/22","IVA",0
"1058",2021-11-01,3,"2021/22","IVA",0
"1059",2021-11-01,4,"2021/22","IVA",0
"1060",2021-11-01,5,"2021/22","IVA",0
"1061",2021-11-01,6,"2021/22","IVA",0
"1062",2021-11-08,1,"2021/22","IVA",0
"1063",2021-11-08,2,"2021/22","IVA",0
"1064",2021-11-08,3,"2021/22","IVA",0
"1065",2021-11-08,4,"2021/22","IVA",0
"1066",2021-11-08,5,"2021/22","IVA",0
"1067",2021-11-08,6,"2021/22","IVA",0
"1068",2021-11-15,1,"2021/22","IVA",0
"1069",2021-11-15,2,"2021/22","IVA",0
"1070",2021-11-15,3,"2021/22","IVA",0
"1071",2021-11-15,4,"2021/22","IVA",0
"1072",2021-11-15,5,"2021/22","IVA",0
"1073",2021-11-15,6,"2021/22","IVA",0
"1074",2021-11-22,1,"2021/22","IVA",0
"1075",2021-11-22,2,"2021/22","IVA",2.91666666666667
"1076",2021-11-22,3,"2021/22","IVA",0
"1077",2021-11-22,4,"2021/22","IVA",0
"1078",2021-11-22,5,"2021/22","IVA",0
"1079",2021-11-22,6,"2021/22","IVA",0
"1080",2021-11-29,1,"2021/22","IVA",0
"1081",2021-11-29,2,"2021/22","IVA",0
"1082",2021-11-29,3,"2021/22","IVA",0
"1083",2021-11-29,4,"2021/22","IVA",0
"1084",2021-11-29,5,"2021/22","IVA",2.5
"1085",2021-11-29,6,"2021/22","IVA",0
"1086",2021-12-06,1,"2021/22","IVA",0
"1087",2021-12-06,2,"2021/22","IVA",0
"1088",2021-12-06,3,"2021/22","IVA",0
"1089",2021-12-06,4,"2021/22","IVA",0
"1090",2021-12-06,5,"2021/22","IVA",0
"1091",2021-12-06,6,"2021/22","IVA",0
"1092",2021-12-13,1,"2021/22","IVA",0
"1093",2021-12-13,2,"2021/22","IVA",0
"1094",2021-12-13,3,"2021/22","IVA",0
"1095",2021-12-13,4,"2021/22","IVA",0
"1096",2021-12-13,5,"2021/22","IVA",0
"1097",2021-12-13,6,"2021/22","IVA",0
"1098",2021-12-20,1,"2021/22","IVA",2.64
"1099",2021-12-20,2,"2021/22","IVA",0
"1100",2021-12-20,3,"2021/22","IVA",0
"1101",2021-12-20,4,"2021/22","IVA",0
"1102",2021-12-20,5,"2021/22","IVA",0
"1103",2021-12-20,6,"2021/22","IVA",0
"1104",2021-12-27,1,"2021/22","IVA",0.6
"1105",2021-12-27,2,"2021/22","IVA",1.6
"1106",2021-12-27,3,"2021/22","IVA",0
"1107",2021-12-27,5,"2021/22","IVA",0
"1108",2021-12-27,6,"2021/22","IVA",0
"1109",2022-01-03,1,"2021/22","IVA",0
"1110",2022-01-03,1,"2021/22","IVA",1.56521739130435
"1111",2022-01-03,2,"2021/22","IVA",0
"1112",2022-01-03,3,"2021/22","IVA",0
"1113",2022-01-03,4,"2021/22","IVA",0
"1114",2022-01-03,5,"2021/22","IVA",0
"1115",2022-01-03,5,"2021/22","IVA",0
"1116",2022-01-03,6,"2021/22","IVA",0
"1117",2022-01-10,1,"2021/22","IVA",2.30769230769231
"1118",2022-01-10,2,"2021/22","IVA",1.57894736842105
"1119",2022-01-10,3,"2021/22","IVA",0
"1120",2022-01-10,4,"2021/22","IVA",4.27272727272727
"1121",2022-01-10,5,"2021/22","IVA",9.1578947368421
"1122",2022-01-10,6,"2021/22","IVA",0
"1123",2022-01-17,1,"2021/22","IVA",0.852941176470588
"1124",2022-01-17,2,"2021/22","IVA",3
