"","date","region_nr","measuring_period","pathogen","total_cnslt"
"1125",2022-01-17,3,"2021/22","IVA",0
"1126",2022-01-17,4,"2021/22","IVA",0
"1127",2022-01-17,5,"2021/22","IVA",4.05263157894737
"1128",2022-01-17,6,"2021/22","IVA",0
"1129",2022-01-24,1,"2021/22","IVA",3
"1130",2022-01-24,2,"2021/22","IVA",4
"1131",2022-01-24,3,"2021/22","IVA",0
"1132",2022-01-24,4,"2021/22","IVA",6.33333333333333
"1133",2022-01-24,5,"2021/22","IVA",4.22727272727273
"1134",2022-01-24,6,"2021/22","IVA",0
"1135",2022-01-31,1,"2021/22","IVA",6.03448275862069
"1136",2022-01-31,2,"2021/22","IVA",1.55555555555556
"1137",2022-01-31,3,"2021/22","IVA",1.63636363636364
"1138",2022-01-31,4,"2021/22","IVA",0
"1139",2022-01-31,5,"2021/22","IVA",9.84
"1140",2022-01-31,6,"2021/22","IVA",0.666666666666667
"1141",2022-02-07,1,"2021/22","IVA",1
"1142",2022-02-07,2,"2021/22","IVA",3.5
"1143",2022-02-07,3,"2021/22","IVA",0
"1144",2022-02-07,4,"2021/22","IVA",7.25
"1145",2022-02-07,5,"2021/22","IVA",11.5
"1146",2022-02-07,6,"2021/22","IVA",0.75
"1147",2022-02-14,1,"2021/22","IVA",8.72727272727273
"1148",2022-02-14,2,"2021/22","IVA",4.36363636363636
"1149",2022-02-14,3,"2021/22","IVA",0.8
"1150",2022-02-14,4,"2021/22","IVA",0
"1151",2022-02-14,5,"2021/22","IVA",0
"1152",2022-02-14,6,"2021/22","IVA",0
"1153",2022-02-21,1,"2021/22","IVA",2.85714285714286
"1154",2022-02-21,2,"2021/22","IVA",0
"1155",2022-02-21,3,"2021/22","IVA",0
"1156",2022-02-21,4,"2021/22","IVA",0
"1157",2022-02-21,5,"2021/22","IVA",3.8125
"1158",2022-02-21,6,"2021/22","IVA",0
"1159",2022-02-28,1,"2021/22","IVA",5.33333333333333
"1160",2022-02-28,2,"2021/22","IVA",5.7
"1161",2022-02-28,3,"2021/22","IVA",0
"1162",2022-02-28,4,"2021/22","IVA",0
"1163",2022-02-28,5,"2021/22","IVA",4.57142857142857
"1164",2022-02-28,6,"2021/22","IVA",0
"1165",2022-03-07,1,"2021/22","IVA",15.9090909090909
"1166",2022-03-07,2,"2021/22","IVA",7.14285714285714
"1167",2022-03-07,3,"2021/22","IVA",1.16666666666667
"1168",2022-03-07,4,"2021/22","IVA",0
"1169",2022-03-07,5,"2021/22","IVA",42.3703703703704
"1170",2022-03-07,6,"2021/22","IVA",5.2
"1171",2022-03-14,1,"2021/22","IVA",24.7272727272727
"1172",2022-03-14,2,"2021/22","IVA",18.0869565217391
"1173",2022-03-14,3,"2021/22","IVA",2
"1174",2022-03-14,4,"2021/22","IVA",0
"1175",2022-03-14,5,"2021/22","IVA",22.4444444444444
"1176",2022-03-14,6,"2021/22","IVA",7.8
"1177",2022-03-21,1,"2021/22","IVA",29.3333333333333
"1178",2022-03-21,2,"2021/22","IVA",11.0344827586207
"1179",2022-03-21,3,"2021/22","IVA",4.36363636363636
"1180",2022-03-21,4,"2021/22","IVA",0.666666666666667
"1181",2022-03-21,5,"2021/22","IVA",31.5
"1182",2022-03-21,6,"2021/22","IVA",2.3
"1183",2022-03-28,1,"2021/22","IVA",22.9444444444444
"1184",2022-03-28,2,"2021/22","IVA",10.5263157894737
"1185",2022-03-28,3,"2021/22","IVA",11.5
"1186",2022-03-28,4,"2021/22","IVA",0
"1187",2022-03-28,5,"2021/22","IVA",25.6666666666667
"1188",2022-03-28,6,"2021/22","IVA",8.46153846153846
"1189",2022-04-04,1,"2021/22","IVA",22.7272727272727
"1190",2022-04-04,2,"2021/22","IVA",14.2307692307692
"1191",2022-04-04,3,"2021/22","IVA",0
"1192",2022-04-04,4,"2021/22","IVA",0
"1193",2022-04-04,5,"2021/22","IVA",6.35294117647059
"1194",2022-04-04,6,"2021/22","IVA",2.86363636363636
"1195",2022-04-11,1,"2021/22","IVA",12.2352941176471
"1196",2022-04-11,2,"2021/22","IVA",10.6666666666667
"1197",2022-04-11,3,"2021/22","IVA",12
"1198",2022-04-11,4,"2021/22","IVA",1.75
"1199",2022-04-11,5,"2021/22","IVA",3.11111111111111
"1200",2022-04-11,6,"2021/22","IVA",8.57142857142857
"1201",2022-04-18,1,"2021/22","IVA",3.45454545454545
"1202",2022-04-18,2,"2021/22","IVA",2.11764705882353
"1203",2022-04-18,4,"2021/22","IVA",0
"1204",2022-04-18,5,"2021/22","IVA",2.71428571428571
"1205",2022-04-18,6,"2021/22","IVA",0
"1206",2022-04-25,1,"2021/22","IVA",1.07142857142857
"1207",2022-04-25,2,"2021/22","IVA",3.46666666666667
"1208",2022-04-25,3,"2021/22","IVA",0
"1209",2022-04-25,4,"2021/22","IVA",0
"1210",2022-04-25,5,"2021/22","IVA",0
"1211",2022-04-25,6,"2021/22","IVA",0
"1212",2022-05-02,1,"2021/22","IVA",2.53333333333333
"1213",2022-05-02,2,"2021/22","IVA",0
"1214",2022-05-02,3,"2021/22","IVA",0
"1215",2022-05-02,5,"2021/22","IVA",5.33333333333333
"1216",2022-05-02,6,"2021/22","IVA",0
"1217",2022-05-09,1,"2021/22","IVA",0
"1218",2022-05-09,2,"2021/22","IVA",0.647058823529412
"1219",2022-05-09,4,"2021/22","IVA",8
"1220",2022-05-09,5,"2021/22","IVA",0.916666666666667
"1221",2022-05-09,6,"2021/22","IVA",0
"1222",2022-05-16,1,"2021/22","IVA",0
"1223",2022-05-16,2,"2021/22","IVA",0
"1224",2022-05-16,3,"2021/22","IVA",0
"1225",2022-05-16,4,"2021/22","IVA",0
"1226",2022-05-16,5,"2021/22","IVA",0
"1227",2022-05-16,6,"2021/22","IVA",0
"1228",2022-05-23,1,"2021/22","IVA",0
"1229",2022-05-23,2,"2021/22","IVA",0
"1230",2022-05-23,3,"2021/22","IVA",0
"1231",2022-05-23,4,"2021/22","IVA",0
"1232",2022-05-23,5,"2021/22","IVA",0
"1233",2022-05-23,6,"2021/22","IVA",0
"1234",2022-05-30,1,"2021/22","IVA",0
"1235",2022-05-30,2,"2021/22","IVA",2.76923076923077
"1236",2022-05-30,4,"2021/22","IVA",0
"1237",2022-05-30,5,"2021/22","IVA",0
"1238",2022-05-30,6,"2021/22","IVA",0
"1239",2022-06-06,1,"2021/22","IVA",0
"1240",2022-06-06,2,"2021/22","IVA",0
"1241",2022-06-06,4,"2021/22","IVA",0
"1242",2022-06-06,5,"2021/22","IVA",0
"1243",2022-06-06,6,"2021/22","IVA",0
"1244",2022-06-13,1,"2021/22","IVA",0
"1245",2022-06-13,2,"2021/22","IVA",0
"1246",2022-06-13,3,"2021/22","IVA",0
"1247",2022-06-13,4,"2021/22","IVA",0
"1248",2022-06-13,5,"2021/22","IVA",0
"1249",2022-06-13,6,"2021/22","IVA",0
"1250",2022-06-20,1,"2021/22","IVA",0
"1251",2022-06-20,2,"2021/22","IVA",0.7
"1252",2022-06-20,3,"2021/22","IVA",0
"1253",2022-06-20,4,"2021/22","IVA",0
"1254",2022-06-20,5,"2021/22","IVA",0
"1255",2022-06-20,6,"2021/22","IVA",0
"1256",2022-06-27,1,"2021/22","IVA",0
"1257",2022-06-27,2,"2021/22","IVA",0
"1258",2022-06-27,3,"2021/22","IVA",0
"1259",2022-06-27,4,"2021/22","IVA",0
"1260",2022-06-27,5,"2021/22","IVA",1.5
"1261",2022-06-27,6,"2021/22","IVA",0
"1262",2022-07-04,1,"2021/22","IVA",0
"1263",2022-07-04,2,"2021/22","IVA",0
"1264",2022-07-04,4,"2021/22","IVA",0
"1265",2022-07-04,5,"2021/22","IVA",4.625
"1266",2022-07-04,6,"2021/22","IVA",0
"1267",2022-07-11,1,"2021/22","IVA",0
"1268",2022-07-11,2,"2021/22","IVA",0
"1269",2022-07-11,3,"2021/22","IVA",0
"1270",2022-07-11,4,"2021/22","IVA",0
"1271",2022-07-11,5,"2021/22","IVA",2.5
"1272",2022-07-11,6,"2021/22","IVA",0
"1273",2022-07-18,1,"2021/22","IVA",0
"1274",2022-07-18,2,"2021/22","IVA",0
"1275",2022-07-18,4,"2021/22","IVA",0
"1276",2022-07-18,5,"2021/22","IVA",0
"1277",2022-07-18,6,"2021/22","IVA",0
"1278",2022-07-25,1,"2021/22","IVA",0
"1279",2022-07-25,2,"2021/22","IVA",0
"1280",2022-07-25,4,"2021/22","IVA",0
"1281",2022-07-25,5,"2021/22","IVA",0
"1282",2022-07-25,6,"2021/22","IVA",0
"1283",2022-08-01,1,"2022/23","IVA",0
"1284",2022-08-01,2,"2022/23","IVA",0.777777777777778
"1285",2022-08-01,3,"2022/23","IVA",0
"1286",2022-08-01,4,"2022/23","IVA",0
"1287",2022-08-01,5,"2022/23","IVA",0
"1288",2022-08-01,6,"2022/23","IVA",0
"1289",2022-08-08,1,"2022/23","IVA",0
"1290",2022-08-08,2,"2022/23","IVA",1.66666666666667
"1291",2022-08-08,3,"2022/23","IVA",0
"1292",2022-08-08,4,"2022/23","IVA",0
"1293",2022-08-08,5,"2022/23","IVA",0
"1294",2022-08-08,6,"2022/23","IVA",0
"1295",2022-08-15,1,"2022/23","IVA",1.6
"1296",2022-08-15,2,"2022/23","IVA",0
"1297",2022-08-15,3,"2022/23","IVA",0
"1298",2022-08-15,4,"2022/23","IVA",0
"1299",2022-08-15,5,"2022/23","IVA",3.71428571428571
"1300",2022-08-15,6,"2022/23","IVA",0
"1301",2022-08-22,1,"2022/23","IVA",0
"1302",2022-08-22,2,"2022/23","IVA",0.571428571428571
"1303",2022-08-22,3,"2022/23","IVA",0
"1304",2022-08-22,4,"2022/23","IVA",0
"1305",2022-08-22,5,"2022/23","IVA",0
"1306",2022-08-22,6,"2022/23","IVA",0
"1307",2022-08-29,1,"2022/23","IVA",0.333333333333333
"1308",2022-08-29,2,"2022/23","IVA",0
"1309",2022-08-29,3,"2022/23","IVA",0
"1310",2022-08-29,4,"2022/23","IVA",0
"1311",2022-08-29,5,"2022/23","IVA",3.5
"1312",2022-08-29,6,"2022/23","IVA",0
"1313",2022-09-05,1,"2022/23","IVA",0
"1314",2022-09-05,2,"2022/23","IVA",1.875
"1315",2022-09-05,3,"2022/23","IVA",0
"1316",2022-09-05,4,"2022/23","IVA",0
"1317",2022-09-05,5,"2022/23","IVA",0
"1318",2022-09-05,6,"2022/23","IVA",0
"1319",2022-09-12,1,"2022/23","IVA",0
"1320",2022-09-12,2,"2022/23","IVA",0.619047619047619
"1321",2022-09-12,3,"2022/23","IVA",2
"1322",2022-09-12,4,"2022/23","IVA",0
"1323",2022-09-12,5,"2022/23","IVA",0
"1324",2022-09-12,6,"2022/23","IVA",0
"1325",2022-09-19,1,"2022/23","IVA",0
"1326",2022-09-19,2,"2022/23","IVA",0
"1327",2022-09-19,3,"2022/23","IVA",0
"1328",2022-09-19,4,"2022/23","IVA",0
"1329",2022-09-19,5,"2022/23","IVA",0
"1330",2022-09-19,6,"2022/23","IVA",0
"1331",2022-09-26,1,"2022/23","IVA",0
"1332",2022-09-26,2,"2022/23","IVA",0
"1333",2022-09-26,3,"2022/23","IVA",0
"1334",2022-09-26,4,"2022/23","IVA",0
"1335",2022-09-26,5,"2022/23","IVA",0
"1336",2022-09-26,6,"2022/23","IVA",0
"1337",2022-10-03,1,"2022/23","IVA",0
"1338",2022-10-03,2,"2022/23","IVA",1.38461538461538
"1339",2022-10-03,3,"2022/23","IVA",0
"1340",2022-10-03,4,"2022/23","IVA",0
"1341",2022-10-03,5,"2022/23","IVA",0
"1342",2022-10-03,6,"2022/23","IVA",0.692307692307692
"1343",2022-10-10,1,"2022/23","IVA",0.928571428571428
"1344",2022-10-10,2,"2022/23","IVA",0
"1345",2022-10-10,3,"2022/23","IVA",0
"1346",2022-10-10,4,"2022/23","IVA",0
"1347",2022-10-10,5,"2022/23","IVA",0
"1348",2022-10-10,6,"2022/23","IVA",0.916666666666667
"1349",2022-10-17,1,"2022/23","IVA",0
"1350",2022-10-17,2,"2022/23","IVA",0
"1351",2022-10-17,3,"2022/23","IVA",0
"1352",2022-10-17,4,"2022/23","IVA",0
"1353",2022-10-17,5,"2022/23","IVA",0
"1354",2022-10-17,6,"2022/23","IVA",0
"1355",2022-10-24,1,"2022/23","IVA",0
"1356",2022-10-24,2,"2022/23","IVA",0
"1357",2022-10-24,3,"2022/23","IVA",0
"1358",2022-10-24,4,"2022/23","IVA",0
"1359",2022-10-24,5,"2022/23","IVA",1.75
"1360",2022-10-24,6,"2022/23","IVA",0
"1361",2022-10-31,1,"2022/23","IVA",0
"1362",2022-10-31,2,"2022/23","IVA",0
"1363",2022-10-31,3,"2022/23","IVA",0
"1364",2022-10-31,4,"2022/23","IVA",0
"1365",2022-10-31,5,"2022/23","IVA",1
"1366",2022-10-31,6,"2022/23","IVA",1.5
"1367",2022-11-07,1,"2022/23","IVA",1.44444444444444
"1368",2022-11-07,2,"2022/23","IVA",0
"1369",2022-11-07,3,"2022/23","IVA",0
"1370",2022-11-07,4,"2022/23","IVA",0
"1371",2022-11-07,5,"2022/23","IVA",0
"1372",2022-11-07,6,"2022/23","IVA",0
"1373",2022-11-14,1,"2022/23","IVA",2.66666666666667
"1374",2022-11-14,2,"2022/23","IVA",0
"1375",2022-11-14,3,"2022/23","IVA",3
"1376",2022-11-14,4,"2022/23","IVA",0
"1377",2022-11-14,5,"2022/23","IVA",1.75
"1378",2022-11-14,6,"2022/23","IVA",0
"1379",2022-11-21,1,"2022/23","IVA",1.6
"1380",2022-11-21,2,"2022/23","IVA",1.46153846153846
"1381",2022-11-21,3,"2022/23","IVA",1.125
"1382",2022-11-21,4,"2022/23","IVA",1.5
"1383",2022-11-21,5,"2022/23","IVA",0
"1384",2022-11-21,6,"2022/23","IVA",0.727272727272727
"1385",2022-11-28,1,"2022/23","IVA",5
"1386",2022-11-28,2,"2022/23","IVA",1.33333333333333
"1387",2022-11-28,3,"2022/23","IVA",3.66666666666667
"1388",2022-11-28,4,"2022/23","IVA",5.2
"1389",2022-11-28,5,"2022/23","IVA",0
"1390",2022-11-28,6,"2022/23","IVA",3.71428571428571
"1391",2022-12-05,1,"2022/23","IVA",2.88888888888889
"1392",2022-12-05,2,"2022/23","IVA",7.08333333333333
"1393",2022-12-05,3,"2022/23","IVA",12
"1394",2022-12-05,4,"2022/23","IVA",0
"1395",2022-12-05,5,"2022/23","IVA",19
"1396",2022-12-05,6,"2022/23","IVA",2.82352941176471
"1397",2022-12-12,1,"2022/23","IVA",6.66666666666667
"1398",2022-12-12,2,"2022/23","IVA",12.5714285714286
"1399",2022-12-12,3,"2022/23","IVA",55
"1400",2022-12-12,4,"2022/23","IVA",15
"1401",2022-12-12,5,"2022/23","IVA",45.1
"1402",2022-12-12,6,"2022/23","IVA",8
"1403",2022-12-19,1,"2022/23","IVA",16.8965517241379
"1404",2022-12-19,2,"2022/23","IVA",39.4074074074074
"1405",2022-12-19,3,"2022/23","IVA",79.578947368421
"1406",2022-12-19,4,"2022/23","IVA",22.6363636363636
"1407",2022-12-19,5,"2022/23","IVA",45.5294117647059
"1408",2022-12-19,6,"2022/23","IVA",8.57142857142857
"1409",2022-12-26,1,"2022/23","IVA",5.625
"1410",2022-12-26,2,"2022/23","IVA",44.5
"1411",2022-12-26,3,"2022/23","IVA",13.2
"1412",2022-12-26,4,"2022/23","IVA",20
"1413",2022-12-26,5,"2022/23","IVA",28.5
"1414",2022-12-26,6,"2022/23","IVA",11.5
"1415",2023-01-02,1,"2022/23","IVA",7
"1416",2023-01-02,2,"2022/23","IVA",29.1176470588235
"1417",2023-01-02,3,"2022/23","IVA",11.3333333333333
"1418",2023-01-02,4,"2022/23","IVA",10.5
"1419",2023-01-02,5,"2022/23","IVA",21.6666666666667
"1420",2023-01-02,6,"2022/23","IVA",10
"1421",2023-01-09,1,"2022/23","IVA",9.33333333333333
"1422",2023-01-09,2,"2022/23","IVA",15
"1423",2023-01-09,3,"2022/23","IVA",11.6
"1424",2023-01-09,4,"2022/23","IVA",0
"1425",2023-01-09,5,"2022/23","IVA",23.6
"1426",2023-01-09,6,"2022/23","IVA",1.85714285714286
"1427",2023-01-16,1,"2022/23","IVA",11.6666666666667
"1428",2023-01-16,2,"2022/23","IVA",11.6923076923077
"1429",2023-01-16,3,"2022/23","IVA",6
"1430",2023-01-16,4,"2022/23","IVA",11
"1431",2023-01-16,5,"2022/23","IVA",28.125
"1432",2023-01-16,6,"2022/23","IVA",3.5
"1433",2023-01-23,1,"2022/23","IVA",3.25
"1434",2023-01-23,2,"2022/23","IVA",9.14285714285714
"1435",2023-01-23,3,"2022/23","IVA",4.125
"1436",2023-01-23,4,"2022/23","IVA",0
"1437",2023-01-23,5,"2022/23","IVA",12.9
"1438",2023-01-23,6,"2022/23","IVA",0
"1439",2023-01-30,1,"2022/23","IVA",0
"1440",2023-01-30,2,"2022/23","IVA",12
"1441",2023-01-30,3,"2022/23","IVA",2.5
"1442",2023-01-30,4,"2022/23","IVA",2.44444444444444
"1443",2023-01-30,5,"2022/23","IVA",4.36363636363636
"1444",2023-01-30,6,"2022/23","IVA",2.66666666666667
"1445",2023-02-06,1,"2022/23","IVA",17.1428571428571
"1446",2023-02-06,2,"2022/23","IVA",12.88
"1447",2023-02-06,3,"2022/23","IVA",0
"1448",2023-02-06,4,"2022/23","IVA",0
"1449",2023-02-06,5,"2022/23","IVA",0
"1450",2023-02-06,6,"2022/23","IVA",1.28571428571429
"1451",2023-02-13,1,"2022/23","IVA",0
"1452",2023-02-13,2,"2022/23","IVA",11.7391304347826
"1453",2023-02-13,3,"2022/23","IVA",0
"1454",2023-02-13,4,"2022/23","IVA",2.57142857142857
"1455",2023-02-13,5,"2022/23","IVA",0
"1456",2023-02-13,6,"2022/23","IVA",2.42857142857143
"1457",2023-02-20,1,"2022/23","IVA",23.5
"1458",2023-02-20,2,"2022/23","IVA",13.3636363636364
"1459",2023-02-20,3,"2022/23","IVA",4.625
"1460",2023-02-20,4,"2022/23","IVA",0
"1461",2023-02-20,5,"2022/23","IVA",0
"1462",2023-02-20,6,"2022/23","IVA",2.66666666666667
"1463",2023-02-27,1,"2022/23","IVA",3.1
"1464",2023-02-27,2,"2022/23","IVA",0
"1465",2023-02-27,3,"2022/23","IVA",0
"1466",2023-02-27,4,"2022/23","IVA",2.30769230769231
"1467",2023-02-27,5,"2022/23","IVA",2.875
"1468",2023-02-27,6,"2022/23","IVA",3.63636363636364
"1469",2023-03-06,1,"2022/23","IVA",6.11764705882353
"1470",2023-03-06,2,"2022/23","IVA",7.52
"1471",2023-03-06,3,"2022/23","IVA",0
"1472",2023-03-06,4,"2022/23","IVA",0
"1473",2023-03-06,5,"2022/23","IVA",10.7692307692308
"1474",2023-03-06,6,"2022/23","IVA",0
"1475",2023-03-13,1,"2022/23","IVA",0
"1476",2023-03-13,2,"2022/23","IVA",9.04761904761905
"1477",2023-03-13,3,"2022/23","IVA",0
"1478",2023-03-13,4,"2022/23","IVA",0
"1479",2023-03-13,5,"2022/23","IVA",2.31578947368421
"1480",2023-03-13,6,"2022/23","IVA",0
"1481",2023-03-20,1,"2022/23","IVA",1.64705882352941
"1482",2023-03-20,2,"2022/23","IVA",3.47368421052632
"1483",2023-03-20,3,"2022/23","IVA",0
"1484",2023-03-20,4,"2022/23","IVA",0
"1485",2023-03-20,5,"2022/23","IVA",2.70588235294118
"1486",2023-03-20,6,"2022/23","IVA",1.85714285714286
"1487",2023-03-27,1,"2022/23","IVA",0
"1488",2023-03-27,2,"2022/23","IVA",1.9
"1489",2023-03-27,3,"2022/23","IVA",0
"1490",2023-03-27,4,"2022/23","IVA",0
"1491",2023-03-27,5,"2022/23","IVA",0
"1492",2023-03-27,6,"2022/23","IVA",0
"1493",2023-04-03,1,"2022/23","IVA",0
"1494",2023-04-03,2,"2022/23","IVA",0
"1495",2023-04-03,3,"2022/23","IVA",0
"1496",2023-04-03,4,"2022/23","IVA",0
"1497",2023-04-03,5,"2022/23","IVA",0
"1498",2023-04-03,6,"2022/23","IVA",0
"1499",2023-04-10,1,"2022/23","IVA",0
"1500",2023-04-10,2,"2022/23","IVA",0
"1501",2023-04-10,3,"2022/23","IVA",0
"1502",2023-04-10,4,"2022/23","IVA",0
"1503",2023-04-10,5,"2022/23","IVA",1.55555555555556
"1504",2023-04-10,6,"2022/23","IVA",0
"1505",2023-04-17,1,"2022/23","IVA",0
"1506",2023-04-17,2,"2022/23","IVA",0
"1507",2023-04-17,3,"2022/23","IVA",0
"1508",2023-04-17,4,"2022/23","IVA",0
"1509",2023-04-17,5,"2022/23","IVA",0
"1510",2023-04-17,6,"2022/23","IVA",0
"1511",2020-10-05,1,"2020/21","IVB",0
"1512",2020-10-05,2,"2020/21","IVB",0
"1513",2020-10-05,3,"2020/21","IVB",0
"1514",2020-10-05,5,"2020/21","IVB",0
"1515",2020-10-05,6,"2020/21","IVB",0
"1516",2020-10-12,1,"2020/21","IVB",0
"1517",2020-10-12,2,"2020/21","IVB",0
"1518",2020-10-12,3,"2020/21","IVB",0
"1519",2020-10-12,4,"2020/21","IVB",0
"1520",2020-10-12,5,"2020/21","IVB",0
"1521",2020-10-12,6,"2020/21","IVB",0
"1522",2020-10-19,1,"2020/21","IVB",0
"1523",2020-10-19,2,"2020/21","IVB",0
"1524",2020-10-19,3,"2020/21","IVB",0
"1525",2020-10-19,4,"2020/21","IVB",0
"1526",2020-10-19,5,"2020/21","IVB",0
"1527",2020-10-19,6,"2020/21","IVB",0
"1528",2020-10-26,1,"2020/21","IVB",0
"1529",2020-10-26,2,"2020/21","IVB",0
"1530",2020-10-26,3,"2020/21","IVB",0
"1531",2020-10-26,4,"2020/21","IVB",0
"1532",2020-10-26,5,"2020/21","IVB",0
"1533",2020-10-26,6,"2020/21","IVB",0
"1534",2020-11-02,1,"2020/21","IVB",0
"1535",2020-11-02,2,"2020/21","IVB",0
"1536",2020-11-02,3,"2020/21","IVB",0
"1537",2020-11-02,4,"2020/21","IVB",0
"1538",2020-11-02,5,"2020/21","IVB",0
"1539",2020-11-02,6,"2020/21","IVB",0
"1540",2020-11-09,1,"2020/21","IVB",0
"1541",2020-11-09,2,"2020/21","IVB",0
"1542",2020-11-09,3,"2020/21","IVB",0
"1543",2020-11-09,4,"2020/21","IVB",0
"1544",2020-11-09,5,"2020/21","IVB",0
"1545",2020-11-09,6,"2020/21","IVB",0
"1546",2020-11-16,1,"2020/21","IVB",0
"1547",2020-11-16,2,"2020/21","IVB",0
"1548",2020-11-16,3,"2020/21","IVB",0
"1549",2020-11-16,4,"2020/21","IVB",0
"1550",2020-11-16,5,"2020/21","IVB",0
"1551",2020-11-16,6,"2020/21","IVB",0
"1552",2020-11-23,1,"2020/21","IVB",0
"1553",2020-11-23,2,"2020/21","IVB",0
"1554",2020-11-23,3,"2020/21","IVB",0
"1555",2020-11-23,4,"2020/21","IVB",0
"1556",2020-11-23,5,"2020/21","IVB",0
"1557",2020-11-23,6,"2020/21","IVB",0
"1558",2020-11-30,1,"2020/21","IVB",0
"1559",2020-11-30,2,"2020/21","IVB",0
"1560",2020-11-30,3,"2020/21","IVB",0
"1561",2020-11-30,4,"2020/21","IVB",0
"1562",2020-11-30,5,"2020/21","IVB",0
"1563",2020-11-30,6,"2020/21","IVB",0
"1564",2020-12-07,1,"2020/21","IVB",0
"1565",2020-12-07,2,"2020/21","IVB",0
"1566",2020-12-07,3,"2020/21","IVB",0
"1567",2020-12-07,4,"2020/21","IVB",0
"1568",2020-12-07,5,"2020/21","IVB",0
"1569",2020-12-07,6,"2020/21","IVB",0
"1570",2020-12-14,1,"2020/21","IVB",0
"1571",2020-12-14,2,"2020/21","IVB",0
"1572",2020-12-14,3,"2020/21","IVB",0
"1573",2020-12-14,4,"2020/21","IVB",0
"1574",2020-12-14,5,"2020/21","IVB",0
"1575",2020-12-14,6,"2020/21","IVB",0
"1576",2020-12-21,1,"2020/21","IVB",0
"1577",2020-12-21,2,"2020/21","IVB",0
"1578",2020-12-21,3,"2020/21","IVB",0
"1579",2020-12-21,4,"2020/21","IVB",0
"1580",2020-12-21,5,"2020/21","IVB",0
"1581",2020-12-21,6,"2020/21","IVB",0
"1582",2020-12-28,1,"2020/21","IVB",0
"1583",2020-12-28,2,"2020/21","IVB",0
"1584",2020-12-28,3,"2020/21","IVB",0
"1585",2020-12-28,4,"2020/21","IVB",0
"1586",2020-12-28,5,"2020/21","IVB",0
"1587",2020-12-28,6,"2020/21","IVB",0
"1588",NA,1,"2020/21","IVB",0
"1589",NA,2,"2020/21","IVB",0
"1590",NA,4,"2020/21","IVB",0
"1591",NA,5,"2020/21","IVB",0
"1592",NA,6,"2020/21","IVB",0
"1593",2021-01-04,1,"2020/21","IVB",0
"1594",2021-01-04,2,"2020/21","IVB",0
"1595",2021-01-04,2,"2020/21","IVB",0
"1596",2021-01-04,3,"2020/21","IVB",0
"1597",2021-01-04,4,"2020/21","IVB",0
"1598",2021-01-04,5,"2020/21","IVB",0
"1599",2021-01-04,6,"2020/21","IVB",0
"1600",2021-01-11,1,"2020/21","IVB",0
"1601",2021-01-11,2,"2020/21","IVB",0
"1602",2021-01-11,3,"2020/21","IVB",0
"1603",2021-01-11,4,"2020/21","IVB",0
"1604",2021-01-11,5,"2020/21","IVB",0
"1605",2021-01-11,6,"2020/21","IVB",0
"1606",2021-01-18,1,"2020/21","IVB",0
"1607",2021-01-18,2,"2020/21","IVB",0
"1608",2021-01-18,3,"2020/21","IVB",0
"1609",2021-01-18,4,"2020/21","IVB",0
"1610",2021-01-18,5,"2020/21","IVB",0
"1611",2021-01-18,6,"2020/21","IVB",0
"1612",2021-01-25,1,"2020/21","IVB",0
"1613",2021-01-25,2,"2020/21","IVB",0
"1614",2021-01-25,3,"2020/21","IVB",0
"1615",2021-01-25,4,"2020/21","IVB",0
"1616",2021-01-25,5,"2020/21","IVB",0
"1617",2021-01-25,6,"2020/21","IVB",0
"1618",2021-02-01,1,"2020/21","IVB",0
"1619",2021-02-01,2,"2020/21","IVB",0
"1620",2021-02-01,3,"2020/21","IVB",0
"1621",2021-02-01,4,"2020/21","IVB",0
"1622",2021-02-01,5,"2020/21","IVB",0
"1623",2021-02-01,6,"2020/21","IVB",0
"1624",2021-02-08,1,"2020/21","IVB",0
"1625",2021-02-08,2,"2020/21","IVB",0
"1626",2021-02-08,3,"2020/21","IVB",0
"1627",2021-02-08,4,"2020/21","IVB",0
"1628",2021-02-08,5,"2020/21","IVB",2.09090909090909
"1629",2021-02-08,6,"2020/21","IVB",0
"1630",2021-02-15,1,"2020/21","IVB",0
"1631",2021-02-15,2,"2020/21","IVB",0
"1632",2021-02-15,5,"2020/21","IVB",0
"1633",2021-02-15,6,"2020/21","IVB",0
"1634",2021-02-22,1,"2020/21","IVB",0
"1635",2021-02-22,2,"2020/21","IVB",0
"1636",2021-02-22,4,"2020/21","IVB",0
"1637",2021-02-22,5,"2020/21","IVB",0
"1638",2021-02-22,6,"2020/21","IVB",0
"1639",2021-03-01,1,"2020/21","IVB",0
"1640",2021-03-01,2,"2020/21","IVB",0
"1641",2021-03-01,3,"2020/21","IVB",0
"1642",2021-03-01,4,"2020/21","IVB",0
"1643",2021-03-01,5,"2020/21","IVB",0
"1644",2021-03-01,6,"2020/21","IVB",0
"1645",2021-03-08,1,"2020/21","IVB",0
"1646",2021-03-08,2,"2020/21","IVB",0
"1647",2021-03-08,3,"2020/21","IVB",0
"1648",2021-03-08,4,"2020/21","IVB",0
"1649",2021-03-08,5,"2020/21","IVB",0
"1650",2021-03-08,6,"2020/21","IVB",0
"1651",2021-03-15,1,"2020/21","IVB",0
"1652",2021-03-15,2,"2020/21","IVB",0
"1653",2021-03-15,4,"2020/21","IVB",0
"1654",2021-03-15,5,"2020/21","IVB",0
