"sample_date","wwtp","measuring_period","measurement_type","mean"
2022-12-27,"ARA Altenrhein","2022/23","IBV_gc_per_mL_WW",3.04210458913225
2022-12-27,"ARA Altenrhein","2022/23","RSV_gc_per_day",1316140508570.1
2022-12-27,"ARA Altenrhein","2022/23","SARSN2_gc_per_day",16694162623430.5
2022-12-27,"ARA Chur","2022/23","IAV_gc_per_day",2531689716208.88
2022-12-27,"ARA Chur","2022/23","IAV_gc_per_mL_WW",149.999390698476
2022-12-27,"ARA Chur","2022/23","IBV_gc_per_day",62940758748.3393
2022-12-27,"ARA Chur","2022/23","IBV_gc_per_mL_WW",3.72915977890386
2022-12-27,"ARA Chur","2022/23","RSV_gc_per_day",1137681056381.01
2022-12-27,"ARA Chur","2022/23","SARSN2_gc_per_day",12413914439461.6
2022-12-27,"ARA Sensetal","2022/23","IAV_gc_per_day",908347878617.291
2022-12-27,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",25.8207418805904
2022-12-27,"ARA Sensetal","2022/23","IBV_gc_per_day",111193420526.725
2022-12-27,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",3.1607896906315
2022-12-27,"ARA Sensetal","2022/23","RSV_gc_per_day",641636323827.141
2022-12-27,"ARA Sensetal","2022/23","SARSN2_gc_per_day",3932873374929.9
2022-12-27,"ARA Werdhölzli","2022/23","IAV_gc_per_day",23084257186758.2
2022-12-27,"ARA Werdhölzli","2022/23","IAV_gc_per_mL_WW",68.4111772576511
2022-12-27,"ARA Werdhölzli","2022/23","IBV_gc_per_day",2052220837399.83
2022-12-27,"ARA Werdhölzli","2022/23","IBV_gc_per_mL_WW",6.08184367135449
2022-12-27,"ARA Werdhölzli","2022/23","RSV_gc_per_day",9439444733934.99
2022-12-27,"ARA Werdhölzli","2022/23","SARSN2_gc_per_day",124770132101152
2022-12-27,"CDA Lugano","2022/23","IAV_gc_per_day",3385324898034.94
2022-12-27,"CDA Lugano","2022/23","IAV_gc_per_mL_WW",81.1264324099533
2022-12-27,"CDA Lugano","2022/23","IBV_gc_per_day",91087229560.8918
2022-12-27,"CDA Lugano","2022/23","IBV_gc_per_mL_WW",2.18282799877524
2022-12-27,"CDA Lugano","2022/23","RSV_gc_per_day",1484421913238.68
2022-12-27,"CDA Lugano","2022/23","SARSN2_gc_per_day",36892792857963.9
2022-12-27,"STEP Aire","2022/23","IAV_gc_per_day",11977325036905.2
2022-12-27,"STEP Aire","2022/23","IAV_gc_per_mL_WW",90.4242511675879
2022-12-27,"STEP Aire","2022/23","IBV_gc_per_day",2266052127331.41
2022-12-27,"STEP Aire","2022/23","IBV_gc_per_mL_WW",17.1078321820018
2022-12-27,"STEP Aire","2022/23","RSV_gc_per_day",4520303327666.65
2022-12-27,"STEP Aire","2022/23","SARSN2_gc_per_day",85964507836207.2
2022-12-29,"ARA Altenrhein","2022/23","IAV_gc_per_day",1132588014145.7
2022-12-29,"ARA Altenrhein","2022/23","IAV_gc_per_mL_WW",57.323009117608
2022-12-29,"ARA Altenrhein","2022/23","IBV_gc_per_day",63807251241.1589
2022-12-29,"ARA Altenrhein","2022/23","IBV_gc_per_mL_WW",3.22943877118933
2022-12-29,"ARA Altenrhein","2022/23","RSV_gc_per_day",739156403103.136
2022-12-29,"ARA Altenrhein","2022/23","SARSN2_gc_per_day",15723408327063.4
2022-12-29,"ARA Chur","2022/23","IAV_gc_per_day",374870855682.189
2022-12-29,"ARA Chur","2022/23","IAV_gc_per_mL_WW",36.8785888521583
2022-12-29,"ARA Chur","2022/23","IBV_gc_per_day",0
2022-12-29,"ARA Chur","2022/23","IBV_gc_per_mL_WW",0
2022-12-29,"ARA Chur","2022/23","RSV_gc_per_day",944564543776.517
2022-12-29,"ARA Chur","2022/23","SARSN2_gc_per_day",8704866463969.3
2022-12-29,"ARA Sensetal","2022/23","IAV_gc_per_day",329925823090.308
2022-12-29,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",7.27526126464327
2022-12-29,"ARA Sensetal","2022/23","IBV_gc_per_day",47985968112.2076
2022-12-29,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",1.05814831886497
2022-12-29,"ARA Sensetal","2022/23","RSV_gc_per_day",0
2022-12-29,"ARA Sensetal","2022/23","SARSN2_gc_per_day",1705570475257.17
2022-12-29,"ARA Werdhölzli","2022/23","IAV_gc_per_day",20330261118310.8
2022-12-29,"ARA Werdhölzli","2022/23","IAV_gc_per_mL_WW",85.564351808111
2022-12-29,"ARA Werdhölzli","2022/23","IBV_gc_per_day",1960903595792.52
2022-12-29,"ARA Werdhölzli","2022/23","IBV_gc_per_mL_WW",8.25289179296689
2022-12-29,"ARA Werdhölzli","2022/23","RSV_gc_per_day",8015746147018.25
2022-12-29,"ARA Werdhölzli","2022/23","SARSN2_gc_per_day",130004059640020
2022-12-29,"CDA Lugano","2022/23","IAV_gc_per_day",2569144486577.29
2022-12-29,"CDA Lugano","2022/23","IAV_gc_per_mL_WW",63.3043683859967
2022-12-29,"CDA Lugano","2022/23","IBV_gc_per_day",515833957198.82
2022-12-29,"CDA Lugano","2022/23","IBV_gc_per_mL_WW",12.7102788586344
2022-12-29,"CDA Lugano","2022/23","RSV_gc_per_day",1240276143991.07
2022-12-29,"CDA Lugano","2022/23","SARSN2_gc_per_day",35215588309124.4
2022-12-29,"STEP Aire","2022/23","IAV_gc_per_day",7621779991232.29
2022-12-29,"STEP Aire","2022/23","IAV_gc_per_mL_WW",31.5404446546147
2022-12-29,"STEP Aire","2022/23","IBV_gc_per_day",421037801574.587
2022-12-29,"STEP Aire","2022/23","IBV_gc_per_mL_WW",1.74233833741465
2022-12-29,"STEP Aire","2022/23","RSV_gc_per_day",3803612261571.79
2022-12-29,"STEP Aire","2022/23","SARSN2_gc_per_day",72107038602622.6
2022-12-31,"ARA Altenrhein","2022/23","IAV_gc_per_day",1263655712836.68
2022-12-31,"ARA Altenrhein","2022/23","IAV_gc_per_mL_WW",75.1281636644877
2022-12-31,"ARA Altenrhein","2022/23","IBV_gc_per_day",52942533691.4351
2022-12-31,"ARA Altenrhein","2022/23","IBV_gc_per_mL_WW",3.14759415525773
2022-12-31,"ARA Altenrhein","2022/23","RSV_gc_per_day",802116072363.812
2022-12-31,"ARA Altenrhein","2022/23","SARSN2_gc_per_day",12711293147469
2022-12-31,"ARA Chur","2022/23","IAV_gc_per_day",1511410428566.43
2022-12-31,"ARA Chur","2022/23","IAV_gc_per_mL_WW",152.022774951361
2022-12-31,"ARA Chur","2022/23","IBV_gc_per_day",37515313489.379
2022-12-31,"ARA Chur","2022/23","IBV_gc_per_mL_WW",3.77341716851528
2022-12-31,"ARA Chur","2022/23","RSV_gc_per_day",1013999134117.68
2022-12-31,"ARA Chur","2022/23","SARSN2_gc_per_day",6516130634316.14
2022-12-31,"ARA Sensetal","2022/23","IAV_gc_per_day",440321572426.416
2022-12-31,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",14.0015763300183
2022-12-31,"ARA Sensetal","2022/23","IBV_gc_per_day",64789659228.6774
2022-12-31,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",2.06021556946952
2022-12-31,"ARA Sensetal","2022/23","RSV_gc_per_day",170183826763.104
2022-12-31,"ARA Sensetal","2022/23","SARSN2_gc_per_day",1986176930671.99
2022-12-31,"ARA Werdhölzli","2022/23","IAV_gc_per_day",10860214075702.7
2022-12-31,"ARA Werdhölzli","2022/23","IAV_gc_per_mL_WW",45.4088770334403
2022-12-31,"ARA Werdhölzli","2022/23","IBV_gc_per_day",2530838412726.07
2022-12-31,"ARA Werdhölzli","2022/23","IBV_gc_per_mL_WW",10.5819765129767
2022-12-31,"ARA Werdhölzli","2022/23","RSV_gc_per_day",6312552836107.93
2022-12-31,"ARA Werdhölzli","2022/23","SARSN2_gc_per_day",84658284809618.8
2022-12-31,"CDA Lugano","2022/23","IAV_gc_per_day",1181538135582.14
2022-12-31,"CDA Lugano","2022/23","IAV_gc_per_mL_WW",29.3973461281385
2022-12-31,"CDA Lugano","2022/23","IBV_gc_per_day",211206095183.729
2022-12-31,"CDA Lugano","2022/23","IBV_gc_per_mL_WW",5.25492872172892
2022-12-31,"CDA Lugano","2022/23","RSV_gc_per_day",926849247644.525
2022-12-31,"CDA Lugano","2022/23","SARSN2_gc_per_day",32882582381662.5
2022-12-31,"STEP Aire","2022/23","IAV_gc_per_day",9583638311464.27
2022-12-31,"STEP Aire","2022/23","IAV_gc_per_mL_WW",59.5220067788601
2022-12-31,"STEP Aire","2022/23","IBV_gc_per_day",861109454677.394
2022-12-31,"STEP Aire","2022/23","IBV_gc_per_mL_WW",5.3481737449686
2022-12-31,"STEP Aire","2022/23","RSV_gc_per_day",2027454250293.59
2022-12-31,"STEP Aire","2022/23","SARSN2_gc_per_day",47474390207145.5
2023-01-01,"ARA Chur","2022/23","IAV_gc_per_day",942947652339.295
2023-01-01,"ARA Chur","2022/23","IAV_gc_per_mL_WW",102.017489163615
2023-01-01,"ARA Chur","2022/23","IBV_gc_per_day",94794447129.1976
2023-01-01,"ARA Chur","2022/23","IBV_gc_per_mL_WW",10.2558094914203
2023-01-01,"ARA Chur","2022/23","RSV_gc_per_day",1126906829983.84
2023-01-01,"ARA Chur","2022/23","SARSN2_gc_per_day",8605640765021.22
2023-01-01,"ARA Sensetal","2022/23","IAV_gc_per_day",456637474069.346
2023-01-01,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",17.4275808743358
2023-01-01,"ARA Sensetal","2022/23","IBV_gc_per_day",27151040176.2013
2023-01-01,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",1.03622014259222
2023-01-01,"ARA Sensetal","2022/23","RSV_gc_per_day",160417148736.668
2023-01-01,"ARA Sensetal","2022/23","SARSN2_gc_per_day",1612427589095.23
2023-01-01,"ARA Werdhölzli","2022/23","IAV_gc_per_day",14732548295033.7
2023-01-01,"ARA Werdhölzli","2022/23","IAV_gc_per_mL_WW",82.189031614898
2023-01-01,"ARA Werdhölzli","2022/23","IBV_gc_per_day",2190495235862.38
2023-01-01,"ARA Werdhölzli","2022/23","IBV_gc_per_mL_WW",12.2201996957489
2023-01-01,"ARA Werdhölzli","2022/23","RSV_gc_per_day",7279437028770.97
2023-01-01,"ARA Werdhölzli","2022/23","SARSN2_gc_per_day",127570149117902
2023-01-01,"CDA Lugano","2022/23","IAV_gc_per_day",1770085426797.99
2023-01-01,"CDA Lugano","2022/23","IAV_gc_per_mL_WW",46.7065656973451
2023-01-01,"CDA Lugano","2022/23","IBV_gc_per_day",362087183015.215
2023-01-01,"CDA Lugano","2022/23","IBV_gc_per_mL_WW",9.55425571310399
2023-01-01,"CDA Lugano","2022/23","RSV_gc_per_day",1005601003256.19
2023-01-01,"CDA Lugano","2022/23","SARSN2_gc_per_day",24951319463166.6
2023-01-01,"STEP Aire","2022/23","IAV_gc_per_day",4842604078179.57
2023-01-01,"STEP Aire","2022/23","IAV_gc_per_mL_WW",36.9365557501531
2023-01-01,"STEP Aire","2022/23","IBV_gc_per_day",2397098670794.62
2023-01-01,"STEP Aire","2022/23","IBV_gc_per_mL_WW",18.2836687168751
2023-01-01,"STEP Aire","2022/23","RSV_gc_per_day",3442518811047.94
2023-01-01,"STEP Aire","2022/23","SARSN2_gc_per_day",36107490454249
2023-01-02,"ARA Altenrhein","2022/23","IAV_gc_per_day",826836809429.425
2023-01-02,"ARA Altenrhein","2022/23","IAV_gc_per_mL_WW",52.1466201708769
2023-01-02,"ARA Altenrhein","2022/23","IBV_gc_per_day",110197753422.49
2023-01-02,"ARA Altenrhein","2022/23","IBV_gc_per_mL_WW",6.94990876781594
2023-01-02,"ARA Altenrhein","2022/23","RSV_gc_per_day",479065273055.966
2023-01-02,"ARA Altenrhein","2022/23","SARSN2_gc_per_day",8949567475856.49
2023-01-02,"ARA Chur","2022/23","IAV_gc_per_day",617482190791.046
2023-01-02,"ARA Chur","2022/23","IAV_gc_per_mL_WW",61.5512550629033
2023-01-02,"ARA Chur","2022/23","IBV_gc_per_day",40134296291.4453
2023-01-02,"ARA Chur","2022/23","IBV_gc_per_mL_WW",4.00062762075811
2023-01-02,"ARA Chur","2022/23","RSV_gc_per_day",451123393636.891
2023-01-02,"ARA Chur","2022/23","SARSN2_gc_per_day",5213181283183.1
2023-01-02,"ARA Sensetal","2022/23","IAV_gc_per_day",351943101540.659
2023-01-02,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",10.4369117624228
2023-01-02,"ARA Sensetal","2022/23","IBV_gc_per_day",106100706357.761
2023-01-02,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",3.14642823041313
2023-01-02,"ARA Sensetal","2022/23","RSV_gc_per_day",70097124906.8815
2023-01-02,"ARA Sensetal","2022/23","SARSN2_gc_per_day",1585932599351.1
2023-01-02,"ARA Werdhölzli","2022/23","IAV_gc_per_day",8105738508534.41
2023-01-02,"ARA Werdhölzli","2022/23","IAV_gc_per_mL_WW",47.638780537963
2023-01-02,"ARA Werdhölzli","2022/23","IBV_gc_per_day",1546024058154.48
2023-01-02,"ARA Werdhölzli","2022/23","IBV_gc_per_mL_WW",9.08624189335573
2023-01-02,"ARA Werdhölzli","2022/23","RSV_gc_per_day",8431723289430.33
2023-01-02,"ARA Werdhölzli","2022/23","SARSN2_gc_per_day",74056967633990.3
2023-01-02,"CDA Lugano","2022/23","IAV_gc_per_day",1465882973652.42
2023-01-02,"CDA Lugano","2022/23","IAV_gc_per_mL_WW",23.5869693900434
2023-01-02,"CDA Lugano","2022/23","IBV_gc_per_day",0
2023-01-02,"CDA Lugano","2022/23","IBV_gc_per_mL_WW",0
2023-01-02,"CDA Lugano","2022/23","RSV_gc_per_day",1660958678565.35
2023-01-02,"CDA Lugano","2022/23","SARSN2_gc_per_day",22636303053701.1
2023-01-02,"STEP Aire","2022/23","IAV_gc_per_day",5279968861898.72
2023-01-02,"STEP Aire","2022/23","IAV_gc_per_mL_WW",37.7121776903921
2023-01-02,"STEP Aire","2022/23","IBV_gc_per_day",462369133470.543
2023-01-02,"STEP Aire","2022/23","IBV_gc_per_mL_WW",3.30247154406953
2023-01-02,"STEP Aire","2022/23","RSV_gc_per_day",3237192070725.09
2023-01-02,"STEP Aire","2022/23","SARSN2_gc_per_day",43019410901045.1
2023-01-03,"ARA Altenrhein","2022/23","IAV_gc_per_day",1078262542912.46
2023-01-03,"ARA Altenrhein","2022/23","IAV_gc_per_mL_WW",57.7042996314062
2023-01-03,"ARA Altenrhein","2022/23","IBV_gc_per_day",82019561774.8034
2023-01-03,"ARA Altenrhein","2022/23","IBV_gc_per_mL_WW",4.389358973285
2023-01-03,"ARA Altenrhein","2022/23","RSV_gc_per_day",827559191339.214
2023-01-03,"ARA Altenrhein","2022/23","SARSN2_gc_per_day",9237164663763.72
2023-01-03,"ARA Chur","2022/23","IAV_gc_per_day",682422915804.591
2023-01-03,"ARA Chur","2022/23","IAV_gc_per_mL_WW",59.5846429585777
2023-01-03,"ARA Chur","2022/23","IBV_gc_per_day",50468136053.2629
2023-01-03,"ARA Chur","2022/23","IBV_gc_per_mL_WW",4.40654291917078
2023-01-03,"ARA Chur","2022/23","RSV_gc_per_day",777983927699.967
2023-01-03,"ARA Chur","2022/23","SARSN2_gc_per_day",4879942745394.27
2023-01-03,"ARA Sensetal","2022/23","IAV_gc_per_day",387276569393.616
2023-01-03,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",12.5425581952138
2023-01-03,"ARA Sensetal","2022/23","IBV_gc_per_day",31755140789.0575
2023-01-03,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",1.02843996466812
2023-01-03,"ARA Sensetal","2022/23","RSV_gc_per_day",65054226370.324
2023-01-03,"ARA Sensetal","2022/23","SARSN2_gc_per_day",1082235772808.08
2023-01-03,"ARA Werdhölzli","2022/23","IAV_gc_per_day",15894519296511.6
2023-01-03,"ARA Werdhölzli","2022/23","IAV_gc_per_mL_WW",60.9398684031378
2023-01-03,"ARA Werdhölzli","2022/23","IBV_gc_per_day",2488921269133.36
2023-01-03,"ARA Werdhölzli","2022/23","IBV_gc_per_mL_WW",9.54256821343733
2023-01-03,"ARA Werdhölzli","2022/23","RSV_gc_per_day",5788613278058.25
2023-01-03,"ARA Werdhölzli","2022/23","SARSN2_gc_per_day",75203062891283.2
2023-01-03,"CDA Lugano","2022/23","IAV_gc_per_day",1222601110411.84
2023-01-03,"CDA Lugano","2022/23","IAV_gc_per_mL_WW",24.1306025818467
2023-01-03,"CDA Lugano","2022/23","IBV_gc_per_day",54845044299.892
2023-01-03,"CDA Lugano","2022/23","IBV_gc_per_mL_WW",1.08248222279027
2023-01-03,"CDA Lugano","2022/23","RSV_gc_per_day",775808200748.279
2023-01-03,"CDA Lugano","2022/23","SARSN2_gc_per_day",14362503797778.9
2023-01-03,"STEP Aire","2022/23","IAV_gc_per_day",5316519389107.96
2023-01-03,"STEP Aire","2022/23","IAV_gc_per_mL_WW",37.9239411730447
2023-01-03,"STEP Aire","2022/23","IBV_gc_per_day",1583426357626.35
2023-01-03,"STEP Aire","2022/23","IBV_gc_per_mL_WW",11.2949400996252
2023-01-03,"STEP Aire","2022/23","RSV_gc_per_day",3167186275670.51
2023-01-03,"STEP Aire","2022/23","SARSN2_gc_per_day",43793422230300.7
2023-01-05,"ARA Altenrhein","2022/23","IAV_gc_per_day",212131627539.901
2023-01-05,"ARA Altenrhein","2022/23","IAV_gc_per_mL_WW",13.8539464171827
2023-01-05,"ARA Altenrhein","2022/23","IBV_gc_per_day",17567866960.1284
2023-01-05,"ARA Altenrhein","2022/23","IBV_gc_per_mL_WW",1.14732673459564
2023-01-05,"ARA Altenrhein","2022/23","RSV_gc_per_day",258772621226.304
2023-01-05,"ARA Altenrhein","2022/23","SARSN2_gc_per_day",6576480724569.83
2023-01-05,"ARA Chur","2022/23","IAV_gc_per_day",98513207348.948
2023-01-05,"ARA Chur","2022/23","IAV_gc_per_mL_WW",9.06702322585808
2023-01-05,"ARA Chur","2022/23","IBV_gc_per_day",96132339514.6484
2023-01-05,"ARA Chur","2022/23","IBV_gc_per_mL_WW",8.84789134971453
2023-01-05,"ARA Chur","2022/23","RSV_gc_per_day",122248994335.365
2023-01-05,"ARA Chur","2022/23","SARSN2_gc_per_day",1211235207379.72
2023-01-05,"ARA Sensetal","2022/23","IAV_gc_per_day",303608859684.338
2023-01-05,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",11.3401135354401
2023-01-05,"ARA Sensetal","2022/23","IBV_gc_per_day",119810596470.418
2023-01-05,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",4.47505309343061
2023-01-05,"ARA Sensetal","2022/23","RSV_gc_per_day",59904133459.7288
2023-01-05,"ARA Sensetal","2022/23","SARSN2_gc_per_day",1430207765161.58
2023-01-05,"ARA Werdhölzli","2022/23","IAV_gc_per_day",5385720238882.61
2023-01-05,"ARA Werdhölzli","2022/23","IAV_gc_per_mL_WW",31.091253695425
2023-01-05,"ARA Werdhölzli","2022/23","IBV_gc_per_day",1078330519810.74
2023-01-05,"ARA Werdhölzli","2022/23","IBV_gc_per_mL_WW",6.2251001299524
2023-01-05,"ARA Werdhölzli","2022/23","RSV_gc_per_day",3207051913310.82
2023-01-05,"ARA Werdhölzli","2022/23","SARSN2_gc_per_day",65170732654740.7
2023-01-05,"CDA Lugano","2022/23","IAV_gc_per_day",444998139520.771
2023-01-05,"CDA Lugano","2022/23","IAV_gc_per_mL_WW",11.3124574705944
2023-01-05,"CDA Lugano","2022/23","IBV_gc_per_day",204547840871.711
2023-01-05,"CDA Lugano","2022/23","IBV_gc_per_mL_WW",5.19988410076293
2023-01-05,"CDA Lugano","2022/23","RSV_gc_per_day",766531588141.705
2023-01-05,"CDA Lugano","2022/23","SARSN2_gc_per_day",12191115272852.2
2023-01-05,"STEP Aire","2022/23","IAV_gc_per_day",1937435555911.17
2023-01-05,"STEP Aire","2022/23","IAV_gc_per_mL_WW",14.4584742978446
2023-01-05,"STEP Aire","2022/23","IBV_gc_per_day",595576338229.367
2023-01-05,"STEP Aire","2022/23","IBV_gc_per_mL_WW",4.44459953902513
2023-01-05,"STEP Aire","2022/23","RSV_gc_per_day",1339568645698.28
2023-01-05,"STEP Aire","2022/23","SARSN2_gc_per_day",22664157049508.8
2023-01-07,"ARA Altenrhein","2022/23","IAV_gc_per_day",287912814864.617
2023-01-07,"ARA Altenrhein","2022/23","IAV_gc_per_mL_WW",19.9828438967668
2023-01-07,"ARA Altenrhein","2022/23","IBV_gc_per_day",64852509219.264
2023-01-07,"ARA Altenrhein","2022/23","IBV_gc_per_mL_WW",4.5011458369839
2023-01-07,"ARA Altenrhein","2022/23","RSV_gc_per_day",428086199568.249
2023-01-07,"ARA Altenrhein","2022/23","SARSN2_gc_per_day",7479351035204.3
2023-01-07,"ARA Chur","2022/23","IAV_gc_per_day",235201463418.838
2023-01-07,"ARA Chur","2022/23","IAV_gc_per_mL_WW",24.3001821901889
2023-01-07,"ARA Chur","2022/23","IBV_gc_per_day",51762464089.8032
2023-01-07,"ARA Chur","2022/23","IBV_gc_per_mL_WW",5.34791446325067
2023-01-07,"ARA Chur","2022/23","RSV_gc_per_day",80360654823.3943
2023-01-07,"ARA Chur","2022/23","SARSN2_gc_per_day",4141471964939.22
2023-01-07,"ARA Sensetal","2022/23","IAV_gc_per_day",132220037895.513
2023-01-07,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",5.74844736731066
2023-01-07,"ARA Sensetal","2022/23","IBV_gc_per_day",108603632414.28
2023-01-07,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",4.72169177054388
2023-01-07,"ARA Sensetal","2022/23","RSV_gc_per_day",162908781823.816
2023-01-07,"ARA Sensetal","2022/23","SARSN2_gc_per_day",1549623732271.14
2023-01-07,"ARA Werdhölzli","2022/23","IAV_gc_per_day",3259858530765.07
2023-01-07,"ARA Werdhölzli","2022/23","IAV_gc_per_mL_WW",21.4489777129204
2023-01-07,"ARA Werdhölzli","2022/23","IBV_gc_per_day",2172236465315.02
2023-01-07,"ARA Werdhölzli","2022/23","IBV_gc_per_mL_WW",14.2927219362492
2023-01-07,"ARA Werdhölzli","2022/23","RSV_gc_per_day",4802202865299.8
2023-01-07,"ARA Werdhölzli","2022/23","SARSN2_gc_per_day",54435479649931
2023-01-07,"CDA Lugano","2022/23","IAV_gc_per_day",81447938962.8365
2023-01-07,"CDA Lugano","2022/23","IAV_gc_per_mL_WW",2.11432269775288
2023-01-07,"CDA Lugano","2022/23","IBV_gc_per_day",300923265091.119
2023-01-07,"CDA Lugano","2022/23","IBV_gc_per_mL_WW",7.81172486088779
2023-01-07,"CDA Lugano","2022/23","RSV_gc_per_day",374454113009.026
2023-01-07,"CDA Lugano","2022/23","SARSN2_gc_per_day",4994105187671.56
2023-01-07,"STEP Aire","2022/23","IAV_gc_per_day",2023220943595.6
2023-01-07,"STEP Aire","2022/23","IAV_gc_per_mL_WW",16.2013208167489
2023-01-07,"STEP Aire","2022/23","IBV_gc_per_day",1227206136879.28
2023-01-07,"STEP Aire","2022/23","IBV_gc_per_mL_WW",9.82708309480529
2023-01-07,"STEP Aire","2022/23","RSV_gc_per_day",1479830168601.29
2023-01-07,"STEP Aire","2022/23","SARSN2_gc_per_day",15967754453710.4
2023-01-08,"ARA Altenrhein","2022/23","IAV_gc_per_day",154943941356.135
2023-01-08,"ARA Altenrhein","2022/23","IAV_gc_per_mL_WW",9.54029563180439
2023-01-08,"ARA Altenrhein","2022/23","IBV_gc_per_day",59400969749.8782
2023-01-08,"ARA Altenrhein","2022/23","IBV_gc_per_mL_WW",3.65746996797477
2023-01-08,"ARA Altenrhein","2022/23","RSV_gc_per_day",371411249541.88
2023-01-08,"ARA Altenrhein","2022/23","SARSN2_gc_per_day",5476373462308.37
2023-01-08,"ARA Chur","2022/23","IAV_gc_per_day",293864979707.036
2023-01-08,"ARA Chur","2022/23","IAV_gc_per_mL_WW",30.0199182456876
2023-01-08,"ARA Chur","2022/23","IBV_gc_per_day",65799127382.0586
2023-01-08,"ARA Chur","2022/23","IBV_gc_per_mL_WW",6.72174148350787
2023-01-08,"ARA Chur","2022/23","RSV_gc_per_day",174647617998.141
2023-01-08,"ARA Chur","2022/23","SARSN2_gc_per_day",5206594641690.83
2023-01-08,"ARA Sensetal","2022/23","IAV_gc_per_day",259271823842.832
2023-01-08,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",5.44528550096258
2023-01-08,"ARA Sensetal","2022/23","IBV_gc_per_day",257192493373.907
2023-01-08,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",5.40161493203484
2023-01-08,"ARA Sensetal","2022/23","RSV_gc_per_day",155143760095.435
2023-01-08,"ARA Sensetal","2022/23","SARSN2_gc_per_day",2013506600279.26
2023-01-08,"ARA Werdhölzli","2022/23","IAV_gc_per_day",3550206240033.65
2023-01-08,"ARA Werdhölzli","2022/23","IAV_gc_per_mL_WW",19.2175201638734
2023-01-08,"ARA Werdhölzli","2022/23","IBV_gc_per_day",2519409587768.84
2023-01-08,"ARA Werdhölzli","2022/23","IBV_gc_per_mL_WW",13.6377441986426
2023-01-08,"ARA Werdhölzli","2022/23","RSV_gc_per_day",4508208582560.06
2023-01-08,"ARA Werdhölzli","2022/23","SARSN2_gc_per_day",48471762098621.7
2023-01-08,"CDA Lugano","2022/23","IAV_gc_per_day",771543117396.979
2023-01-08,"CDA Lugano","2022/23","IAV_gc_per_mL_WW",8.42673158724952
2023-01-08,"CDA Lugano","2022/23","IBV_gc_per_day",193209424264.786
2023-01-08,"CDA Lugano","2022/23","IBV_gc_per_mL_WW",2.1102177204293
2023-01-08,"CDA Lugano","2022/23","RSV_gc_per_day",2510935093502.86
2023-01-08,"CDA Lugano","2022/23","SARSN2_gc_per_day",18275748332448.3
2023-01-08,"STEP Aire","2022/23","IAV_gc_per_day",4726390909127.88
2023-01-08,"STEP Aire","2022/23","IAV_gc_per_mL_WW",15.0503789640995
2023-01-08,"STEP Aire","2022/23","IBV_gc_per_day",3427446363712.35
2023-01-08,"STEP Aire","2022/23","IBV_gc_per_mL_WW",10.9141134630597
2023-01-08,"STEP Aire","2022/23","RSV_gc_per_day",3050041013530.97
2023-01-08,"STEP Aire","2022/23","SARSN2_gc_per_day",27922153420731.4
2023-01-09,"ARA Altenrhein","2022/23","IAV_gc_per_day",971592249127.666
2023-01-09,"ARA Altenrhein","2022/23","IAV_gc_per_mL_WW",43.8721326256509
2023-01-09,"ARA Altenrhein","2022/23","IBV_gc_per_day",92500830356.4572
2023-01-09,"ARA Altenrhein","2022/23","IBV_gc_per_mL_WW",4.17686400959348
2023-01-09,"ARA Altenrhein","2022/23","RSV_gc_per_day",693631501796.603
2023-01-09,"ARA Altenrhein","2022/23","SARSN2_gc_per_day",7352112855696.32
2023-01-09,"ARA Chur","2022/23","IAV_gc_per_day",802389296110.624
2023-01-09,"ARA Chur","2022/23","IAV_gc_per_mL_WW",55.8689107443687
2023-01-09,"ARA Chur","2022/23","IBV_gc_per_day",77160107171.0993
2023-01-09,"ARA Chur","2022/23","IBV_gc_per_mL_WW",5.37251825449793
2023-01-09,"ARA Chur","2022/23","RSV_gc_per_day",647996991520.695
2023-01-09,"ARA Chur","2022/23","SARSN2_gc_per_day",6892229137892.61
2023-01-09,"ARA Sensetal","2022/23","IAV_gc_per_day",378658623582.684
2023-01-09,"ARA Sensetal","2022/23","IAV_gc_per_mL_WW",7.39307711317669
2023-01-09,"ARA Sensetal","2022/23","IBV_gc_per_day",101759058082.416
2023-01-09,"ARA Sensetal","2022/23","IBV_gc_per_mL_WW",1.98678312472989
2023-01-09,"ARA Sensetal","2022/23","RSV_gc_per_day",299384806623.872
2023-01-09,"ARA Sensetal","2022/23","SARSN2_gc_per_day",1090570538379.79
