"","influenza_type","date","wwtp","total_cases","measuring_period","daily_cases","date_2","is_observation"
"144",NA,2022-01-16,NA,NA,NA,1.84751598242048,NA,NA
"145",NA,2022-01-17,NA,NA,NA,1.79059830251466,NA,NA
"146",NA,2022-01-18,NA,NA,NA,1.75084032132586,NA,NA
"147",NA,2022-01-19,NA,NA,NA,1.71695071469238,NA,NA
"148","A",2022-01-20,"BASEL",11.7434671091675,"2021/22",1.6776381584525,2022-01-20,TRUE
"149",NA,2022-01-21,NA,NA,NA,1.62406030904024,NA,NA
"150",NA,2022-01-22,NA,NA,NA,1.5571707452726,NA,NA
"151",NA,2022-01-23,NA,NA,NA,1.48037202656233,NA,NA
"152",NA,2022-01-24,NA,NA,NA,1.39706671232214,NA,NA
"153",NA,2022-01-25,NA,NA,NA,1.3106573619648,NA,NA
"154",NA,2022-01-26,NA,NA,NA,1.22454653490303,NA,NA
"155","A",2022-01-27,"BASEL",7.994957533847,"2021/22",1.14213679054957,2022-01-27,TRUE
"156",NA,2022-01-28,NA,NA,NA,1.06612891707282,NA,NA
"157",NA,2022-01-29,NA,NA,NA,0.996416617663758,NA,NA
"158",NA,2022-01-30,NA,NA,NA,0.932191824269026,NA,NA
"159",NA,2022-01-31,NA,NA,NA,0.87264646883526,NA,NA
"160",NA,2022-02-01,NA,NA,NA,0.8169724833091,NA,NA
"161",NA,2022-02-02,NA,NA,NA,0.764361799637181,NA,NA
"162","A",2022-02-03,"BASEL",4.998044448363,"2021/22",0.714006349766143,2022-02-03,TRUE
"163",NA,2022-02-04,NA,NA,NA,0.666139149729863,NA,NA
"164",NA,2022-02-05,NA,NA,NA,0.625157551911185,NA,NA
"165",NA,2022-02-06,NA,NA,NA,0.59649999278019,NA,NA
"166",NA,2022-02-07,NA,NA,NA,0.585604908806963,NA,NA
"167",NA,2022-02-08,NA,NA,NA,0.597910736461585,NA,NA
"168",NA,2022-02-09,NA,NA,NA,0.638855912214142,NA,NA
"169","A",2022-02-10,"BASEL",4.997152107743,"2021/22",0.713878872534714,2022-02-10,TRUE
"170",NA,2022-02-11,NA,NA,NA,0.824853803435118,NA,NA
"171",NA,2022-02-12,NA,NA,NA,0.959397889094095,NA,NA
"172",NA,2022-02-13,NA,NA,NA,1.10156406323212,NA,NA
"173",NA,2022-02-14,NA,NA,NA,1.23540525956966,NA,NA
"174",NA,2022-02-15,NA,NA,NA,1.3449744118272,NA,NA
"175",NA,2022-02-16,NA,NA,NA,1.4143244537252,NA,NA
"176","A",2022-02-17,"BASEL",9.992558232889,"2021/22",1.42750831898414,2022-02-17,TRUE
"177",NA,2022-02-18,NA,NA,NA,1.3762046313726,NA,NA
"178",NA,2022-02-19,NA,NA,NA,1.28259477485159,NA,NA
"179",NA,2022-02-20,NA,NA,NA,1.1764858234302,NA,NA
"180",NA,2022-02-21,NA,NA,NA,1.08768485111756,NA,NA
"181",NA,2022-02-22,NA,NA,NA,1.04599893192276,NA,NA
"182",NA,2022-02-23,NA,NA,NA,1.08123513985492,NA,NA
"183","A",2022-02-24,"BASEL",8.562403842462,"2021/22",1.22320054892314,2022-02-24,TRUE
"184",NA,2022-02-25,NA,NA,NA,1.4908146782312,NA,NA
"185",NA,2022-02-26,NA,NA,NA,1.85944682726149,NA,NA
"186",NA,2022-02-27,NA,NA,NA,2.29357874059106,NA,NA
"187",NA,2022-02-28,NA,NA,NA,2.75769216279697,NA,NA
"188",NA,2022-03-01,NA,NA,NA,3.21626883845627,NA,NA
"189",NA,2022-03-02,NA,NA,NA,3.63379051214603,NA,NA
"190","A",2022-03-03,"BASEL",27.823172499103,"2021/22",3.97473892844329,2022-03-03,TRUE
"191",NA,2022-03-04,NA,NA,NA,4.21350713886378,NA,NA
"192",NA,2022-03-05,NA,NA,NA,4.36413342267795,NA,NA
"193",NA,2022-03-06,NA,NA,NA,4.45056736609491,NA,NA
"194",NA,2022-03-07,NA,NA,NA,4.49675855532378,NA,NA
"195",NA,2022-03-08,NA,NA,NA,4.52665657657367,NA,NA
"196",NA,2022-03-09,NA,NA,NA,4.56421101605371,NA,NA
"197","A",2022-03-10,"BASEL",32.433600219811,"2021/22",4.633371459973,2022-03-10,TRUE
"198",NA,2022-03-11,NA,NA,NA,4.75319402158035,NA,NA
"199",NA,2022-03-12,NA,NA,NA,4.92316092228334,NA,NA
"200",NA,2022-03-13,NA,NA,NA,5.13786091052921,NA,NA
"201",NA,2022-03-14,NA,NA,NA,5.39188273476523,NA,NA
"202",NA,2022-03-15,NA,NA,NA,5.67981514343865,NA,NA
"203",NA,2022-03-16,NA,NA,NA,5.99624688499672,NA,NA
"204","A",2022-03-17,"BASEL",44.350366955207,"2021/22",6.33576670788671,2022-03-17,TRUE
"205",NA,2022-03-18,NA,NA,NA,6.69024497251187,NA,NA
"206",NA,2022-03-19,NA,NA,NA,7.04067848709942,NA,NA
"207",NA,2022-03-20,NA,NA,NA,7.36534567183259,NA,NA
"208",NA,2022-03-21,NA,NA,NA,7.64252494689461,NA,NA
"209",NA,2022-03-22,NA,NA,NA,7.8504947324687,NA,NA
"210",NA,2022-03-23,NA,NA,NA,7.96753344873809,NA,NA
"211","A",2022-03-24,"BASEL",55.803436611202,"2021/22",7.971919515886,2022-03-24,TRUE
"212",NA,2022-03-25,NA,NA,NA,7.85254278914447,NA,NA
"213",NA,2022-03-26,NA,NA,NA,7.64073886394082,NA,NA
"214",NA,2022-03-27,NA,NA,NA,7.37845477075118,NA,NA
"215",NA,2022-03-28,NA,NA,NA,7.10763754005167,NA,NA
"216",NA,2022-03-29,NA,NA,NA,6.87023420231842,NA,NA
"217",NA,2022-03-30,NA,NA,NA,6.70819178802756,NA,NA
"218","A",2022-03-31,"BASEL",46.6442012935865,"2021/22",6.66345732765521,2022-03-31,TRUE
"219",NA,2022-04-01,NA,NA,NA,6.76474906407578,NA,NA
"220",NA,2022-04-02,NA,NA,NA,6.98787008975666,NA,NA
"221",NA,2022-04-03,NA,NA,NA,7.29539470956354,NA,NA
"222",NA,2022-04-04,NA,NA,NA,7.64989722836208,NA,NA
"223",NA,2022-04-05,NA,NA,NA,8.01395195101797,NA,NA
"224",NA,2022-04-06,NA,NA,NA,8.35013318239685,NA,NA
"225","A",2022-04-07,"BASEL",60.347106591551,"2021/22",8.62101522736443,2022-04-07,TRUE
"226",NA,2022-04-08,NA,NA,NA,8.79533670436695,NA,NA
"227",NA,2022-04-09,NA,NA,NA,8.86649348617304,NA,NA
"228",NA,2022-04-10,NA,NA,NA,8.83404575913192,NA,NA
"229",NA,2022-04-11,NA,NA,NA,8.69755370959281,NA,NA
"230",NA,2022-04-12,NA,NA,NA,8.45657752390492,NA,NA
"231",NA,2022-04-13,NA,NA,NA,8.11067738841749,NA,NA
"232","A",2022-04-14,"BASEL",53.615894426358,"2021/22",7.65941348947971,2022-04-14,TRUE
"233",NA,2022-04-15,NA,NA,NA,7.10736934513856,NA,NA
"234",NA,2022-04-16,NA,NA,NA,6.47922180023194,NA,NA
"235",NA,2022-04-17,NA,NA,NA,5.80467103129552,NA,NA
"236",NA,2022-04-18,NA,NA,NA,5.11341721486495,NA,NA
"237",NA,2022-04-19,NA,NA,NA,4.43516052747587,NA,NA
"238",NA,2022-04-20,NA,NA,NA,3.79960114566396,NA,NA
"239","A",2022-04-21,"BASEL",22.655074721754,"2021/22",3.23643924596486,2022-04-21,TRUE
"240",NA,2022-04-22,NA,NA,NA,2.76799407885713,NA,NA
"241",NA,2022-04-23,NA,NA,NA,2.38706119059095,NA,NA
"242",NA,2022-04-24,NA,NA,NA,2.07905520135938,NA,NA
"243",NA,2022-04-25,NA,NA,NA,1.82939073135552,NA,NA
"244",NA,2022-04-26,NA,NA,NA,1.62348240077242,NA,NA
"245",NA,2022-04-27,NA,NA,NA,1.44674482980318,NA,NA
"246","A",2022-04-28,"BASEL",8.992148470486,"2021/22",1.28459263864086,2022-04-28,TRUE
"247","B",2021-08-26,"BASEL",0,"2021/22",0,2021-08-26,TRUE
"248",NA,2021-08-27,NA,NA,NA,0,NA,NA
"249",NA,2021-08-28,NA,NA,NA,0,NA,NA
"250",NA,2021-08-29,NA,NA,NA,0,NA,NA
