"sample_date","wwtp","measurement_type","mean","min","max","n_measurements"
2022-04-08,"STEP Aire","IBV_gc_per_day",523596901193.45,0,1047193802386.9,2
2022-04-08,"STEP Aire","IBV_gc_per_mL_WW",2.38532035822589,0,4.77064071645179,2
2022-04-11,"ARA Werdhölzli","IAV_gc_per_day",4685485607511.59,3555746548461.18,5815224666562,2
2022-04-11,"ARA Werdhölzli","IAV_gc_per_mL_WW",26.8184631280035,20.3521397119553,33.2847865440516,2
2022-04-11,"ARA Werdhölzli","IBV_gc_per_day",2728310798853.63,1580177239607.31,3876444358099.96,2
2022-04-11,"ARA Werdhölzli","IBV_gc_per_mL_WW",15.6161193715947,9.04451076921042,22.187727973979,2
2022-04-11,"STEP Aire","IAV_gc_per_day",1917223495053.56,1917223495053.56,1917223495053.56,1
2022-04-11,"STEP Aire","IAV_gc_per_mL_WW",13.5223335476546,13.5223335476546,13.5223335476546,1
2022-04-11,"STEP Aire","IBV_gc_per_day",958555683988.25,958555683988.25,958555683988.25,1
2022-04-11,"STEP Aire","IBV_gc_per_mL_WW",6.76077135312134,6.76077135312134,6.76077135312134,1
2022-04-15,"ARA Werdhölzli","IAV_gc_per_day",2198262395286.03,1595402214410.96,2801122576161.1,2
2022-04-15,"ARA Werdhölzli","IAV_gc_per_mL_WW",15.4895789365402,11.2416554951049,19.7375023779755,2
2022-04-15,"ARA Werdhölzli","IBV_gc_per_day",2521315996713.06,2489839497199.84,2552792496226.28,2
2022-04-15,"ARA Werdhölzli","IBV_gc_per_mL_WW",17.7659060350559,17.5441137117639,17.9876983583479,2
2022-04-15,"STEP Aire","IAV_gc_per_day",1562185521786.63,1029537020107.24,2094834023466.03,2
2022-04-15,"STEP Aire","IAV_gc_per_mL_WW",13.9603002786959,9.20034512436986,18.720255433022,2
2022-04-15,"STEP Aire","IBV_gc_per_day",907510138544.618,785483256981.999,1029537020107.24,2
2022-04-15,"STEP Aire","IBV_gc_per_mL_WW",8.10986522622132,7.01938532807277,9.20034512436986,2
2022-04-18,"ARA Werdhölzli","IAV_gc_per_day",2829435486977.07,2700633809824.98,2958237164129.15,2
2022-04-18,"ARA Werdhölzli","IAV_gc_per_mL_WW",20.8928672262196,19.9417812758104,21.8439531766287,2
2022-04-18,"ARA Werdhölzli","IBV_gc_per_day",891610526653.364,600060334551.669,1183160718755.06,2
2022-04-18,"ARA Werdhölzli","IBV_gc_per_mL_WW",6.58375157751721,4.43091244002997,8.73659071500446,2
2022-04-18,"STEP Aire","IAV_gc_per_day",1518668037520.92,1432184582802.68,1605151492239.17,2
2022-04-18,"STEP Aire","IAV_gc_per_mL_WW",14.6140999395766,13.7818720799349,15.4463277992183,2
2022-04-18,"STEP Aire","IBV_gc_per_day",1872074601599.45,1834493867054.79,1909655336144.1,2
2022-04-18,"STEP Aire","IBV_gc_per_mL_WW",18.0149213957105,17.6532830410015,18.3765597504196,2
2022-04-22,"ARA Werdhölzli","IAV_gc_per_day",3359230253940.77,3201300336576.14,3517160171305.4,2
2022-04-22,"ARA Werdhölzli","IAV_gc_per_mL_WW",23.3783351270074,22.2792325780233,24.4774376759915,2
2022-04-22,"ARA Werdhölzli","IBV_gc_per_day",320080682282.075,0,640161364564.15,2
2022-04-22,"ARA Werdhölzli","IBV_gc_per_mL_WW",2.22757980025131,0,4.45515960050262,2
2022-04-22,"STEP Aire","IAV_gc_per_day",768408435435.003,511407728365.953,1025409142504.05,2
2022-04-22,"STEP Aire","IAV_gc_per_mL_WW",6.65709440109335,4.43057281542406,8.88361598676265,2
2022-04-22,"STEP Aire","IBV_gc_per_day",2690218966707.61,1534340796656.38,3846097136758.84,2
2022-04-22,"STEP Aire","IBV_gc_per_mL_WW",23.3066697281192,13.2927373721605,33.3206020840778,2
2022-04-25,"ARA Werdhölzli","IAV_gc_per_day",4422178725646.35,3007009173338.96,5837348277953.74,2
2022-04-25,"ARA Werdhölzli","IAV_gc_per_mL_WW",13.5946179488066,9.24411775648547,17.9451181411276,2
2022-04-25,"ARA Werdhölzli","IBV_gc_per_day",4787076711696.28,3007009173338.96,6567144250053.6,2
2022-04-25,"ARA Werdhölzli","IBV_gc_per_mL_WW",14.716383715954,9.24411775648547,20.1886496754225,2
2022-04-25,"STEP Aire","IAV_gc_per_day",554498676244.45,298226959508.739,810770392980.161,2
2022-04-25,"STEP Aire","IAV_gc_per_mL_WW",4.324689208486,2.32595490074435,6.32342351622766,2
2022-04-25,"STEP Aire","IBV_gc_per_day",2232256653593.18,1491254815638.19,2973258491548.17,2
2022-04-25,"STEP Aire","IBV_gc_per_mL_WW",17.4099897329775,11.6307105581802,23.1892689077749,2
2022-04-28,"STEP Aire","IAV_gc_per_day",1161810693752.21,258565899495.674,1986293251559.98,3
2022-04-28,"STEP Aire","IAV_gc_per_mL_WW",10.1394682784725,2.25658168747261,17.3349733517187,3
2022-04-28,"STEP Aire","IBV_gc_per_day",2102889668558.56,744790164889.269,2977765498146.31,3
2022-04-28,"STEP Aire","IBV_gc_per_mL_WW",18.3525450420967,6.50000580268686,25.9878472211961,3
