"","...1","date","region_nr","measuring_period","pathogen","total_cnslt","date_2","is_observation"
"1",239,2021-08-02,1,"2021/22","RSV",0.428571428571429,2021-08-02,TRUE
"2",NA,2021-08-03,1,"2021/22","RSV",0.325720322395234,NA,NA
"3",NA,2021-08-04,1,"2021/22","RSV",0.228072543266573,NA,NA
"4",NA,2021-08-05,1,"2021/22","RSV",0.140831418232982,NA,NA
"5",NA,2021-08-06,1,"2021/22","RSV",0.0692002743419943,NA,NA
"6",NA,2021-08-07,1,"2021/22","RSV",0.018382438641145,NA,NA
"7",NA,2021-08-08,1,"2021/22","RSV",0,NA,NA
"8",242,2021-08-09,1,"2021/22","RSV",0,2021-08-09,TRUE
"9",NA,2021-08-10,1,"2021/22","RSV",0.0408318380875248,NA,NA
"10",NA,2021-08-11,1,"2021/22","RSV",0.111229014151835,NA,NA
"11",NA,2021-08-12,1,"2021/22","RSV",0.204333576836973,NA,NA
"12",NA,2021-08-13,1,"2021/22","RSV",0.313287574786982,NA,NA
"13",NA,2021-08-14,1,"2021/22","RSV",0.431233056645905,NA,NA
"14",NA,2021-08-15,1,"2021/22","RSV",0.551312071057786,NA,NA
"15",246,2021-08-16,1,"2021/22","RSV",0.666666666666667,2021-08-16,TRUE
"16",NA,2021-08-17,1,"2021/22","RSV",0.771316062586335,NA,NA
"17",NA,2021-08-18,1,"2021/22","RSV",0.862788159809554,NA,NA
"18",NA,2021-08-19,1,"2021/22","RSV",0.939488029798831,NA,NA
"19",NA,2021-08-20,1,"2021/22","RSV",0.999820744016673,NA,NA
"20",NA,2021-08-21,1,"2021/22","RSV",1.04219137392559,NA,NA
"21",NA,2021-08-22,1,"2021/22","RSV",1.06500499098809,NA,NA
"22",249,2021-08-23,1,"2021/22","RSV",1.06666666666667,2021-08-23,TRUE
"23",NA,2021-08-24,1,"2021/22","RSV",1.04630430029406,NA,NA
"24",NA,2021-08-25,1,"2021/22","RSV",1.00593710268382,NA,NA
"25",NA,2021-08-26,1,"2021/22","RSV",0.948307112519706,NA,NA
"26",NA,2021-08-27,1,"2021/22","RSV",0.8761563684855,NA,NA
"27",NA,2021-08-28,1,"2021/22","RSV",0.792226909264967,NA,NA
"28",NA,2021-08-29,1,"2021/22","RSV",0.699260773541878,NA,NA
"29",254,2021-08-30,1,"2021/22","RSV",0.6,2021-08-30,TRUE
"30",NA,2021-08-31,1,"2021/22","RSV",0.49730541456591,NA,NA
"31",NA,2021-09-01,1,"2021/22","RSV",0.39451299213741,NA,NA
"32",NA,2021-09-02,1,"2021/22","RSV",0.295077494855106,NA,NA
"33",NA,2021-09-03,1,"2021/22","RSV",0.202453684859605,NA,NA
"34",NA,2021-09-04,1,"2021/22","RSV",0.120096324291516,NA,NA
"35",NA,2021-09-05,1,"2021/22","RSV",0.0514601752914451,NA,NA
"36",259,2021-09-06,1,"2021/22","RSV",0,2021-09-06,TRUE
"37",NA,2021-09-07,1,"2021/22","RSV",0,NA,NA
"38",NA,2021-09-08,1,"2021/22","RSV",0,NA,NA
"39",NA,2021-09-09,1,"2021/22","RSV",0,NA,NA
"40",NA,2021-09-10,1,"2021/22","RSV",0,NA,NA
"41",NA,2021-09-11,1,"2021/22","RSV",0,NA,NA
"42",NA,2021-09-12,1,"2021/22","RSV",0,NA,NA
"43",264,2021-09-13,1,"2021/22","RSV",0,2021-09-13,TRUE
"44",NA,2021-09-14,1,"2021/22","RSV",0.00864681616634831,NA,NA
"45",NA,2021-09-15,1,"2021/22","RSV",0.0127746824951456,NA,NA
"46",NA,2021-09-16,1,"2021/22","RSV",0.0133656056556529,NA,NA
"47",NA,2021-09-17,1,"2021/22","RSV",0.0114015923171311,NA,NA
"48",NA,2021-09-18,1,"2021/22","RSV",0.00786464914884101,NA,NA
"49",NA,2021-09-19,1,"2021/22","RSV",0.00373678282004368,NA,NA
"50",270,2021-09-20,1,"2021/22","RSV",0,2021-09-20,TRUE
"51",NA,2021-09-21,1,"2021/22","RSV",0,NA,NA
"52",NA,2021-09-22,1,"2021/22","RSV",0,NA,NA
"53",NA,2021-09-23,1,"2021/22","RSV",0,NA,NA
"54",NA,2021-09-24,1,"2021/22","RSV",0,NA,NA
"55",NA,2021-09-25,1,"2021/22","RSV",0,NA,NA
"56",NA,2021-09-26,1,"2021/22","RSV",0,NA,NA
"57",275,2021-09-27,1,"2021/22","RSV",0,2021-09-27,TRUE
"58",NA,2021-09-28,1,"2021/22","RSV",0.00159257736063353,NA,NA
"59",NA,2021-09-29,1,"2021/22","RSV",0.00299145492290885,NA,NA
"60",NA,2021-09-30,1,"2021/22","RSV",0.00399433709371419,NA,NA
"61",NA,2021-10-01,1,"2021/22","RSV",0.00439892827993776,NA,NA
"62",NA,2021-10-02,1,"2021/22","RSV",0.00400293288846777,NA,NA
"63",NA,2021-10-03,1,"2021/22","RSV",0.00260405532619245,NA,NA
"64",280,2021-10-04,1,"2021/22","RSV",0,2021-10-04,TRUE
"65",NA,2021-10-05,1,"2021/22","RSV",0,NA,NA
"66",NA,2021-10-06,1,"2021/22","RSV",0,NA,NA
"67",NA,2021-10-07,1,"2021/22","RSV",0,NA,NA
"68",NA,2021-10-08,1,"2021/22","RSV",0,NA,NA
"69",NA,2021-10-09,1,"2021/22","RSV",0,NA,NA
"70",NA,2021-10-10,1,"2021/22","RSV",0,NA,NA
"71",285,2021-10-11,1,"2021/22","RSV",0,2021-10-11,TRUE
"72",NA,2021-10-12,1,"2021/22","RSV",0.0136492668825211,NA,NA
"73",NA,2021-10-13,1,"2021/22","RSV",0.0291056864255783,NA,NA
"74",NA,2021-10-14,1,"2021/22","RSV",0.0425551136563458,NA,NA
"75",NA,2021-10-15,1,"2021/22","RSV",0.0501834036019976,NA,NA
"76",NA,2021-10-16,1,"2021/22","RSV",0.0481764112897078,NA,NA
"77",NA,2021-10-17,1,"2021/22","RSV",0.0327199917466506,NA,NA
"78",290,2021-10-18,1,"2021/22","RSV",0,2021-10-18,TRUE
"79",NA,2021-10-19,1,"2021/22","RSV",0,NA,NA
"80",NA,2021-10-20,1,"2021/22","RSV",0,NA,NA
"81",NA,2021-10-21,1,"2021/22","RSV",0,NA,NA
"82",NA,2021-10-22,1,"2021/22","RSV",0,NA,NA
"83",NA,2021-10-23,1,"2021/22","RSV",0,NA,NA
"84",NA,2021-10-24,1,"2021/22","RSV",0,NA,NA
"85",296,2021-10-25,1,"2021/22","RSV",0,2021-10-25,TRUE
"86",NA,2021-10-26,1,"2021/22","RSV",0.193505905350347,NA,NA
"87",NA,2021-10-27,1,"2021/22","RSV",0.436558125880668,NA,NA
"88",NA,2021-10-28,1,"2021/22","RSV",0.700013405698625,NA,NA
"89",NA,2021-10-29,1,"2021/22","RSV",0.954728488911876,NA,NA
"90",NA,2021-10-30,1,"2021/22","RSV",1.17156011962808,NA,NA
"91",NA,2021-10-31,1,"2021/22","RSV",1.3213650419549,NA,NA
"92",301,2021-11-01,1,"2021/22","RSV",1.375,2021-11-01,TRUE
"93",NA,2021-11-02,1,"2021/22","RSV",1.31320613375596,NA,NA
"94",NA,2021-11-03,1,"2021/22","RSV",1.15626216675505,NA,NA
"95",NA,2021-11-04,1,"2021/22","RSV",0.934331218414505,NA,NA
"96",NA,2021-11-05,1,"2021/22","RSV",0.677576408151517,NA,NA
"97",NA,2021-11-06,1,"2021/22","RSV",0.416160855383297,NA,NA
"98",NA,2021-11-07,1,"2021/22","RSV",0.180247679527056,NA,NA
"99",307,2021-11-08,1,"2021/22","RSV",0,2021-11-08,TRUE
"100",NA,2021-11-09,1,"2021/22","RSV",0,NA,NA
"101",NA,2021-11-10,1,"2021/22","RSV",0,NA,NA
"102",NA,2021-11-11,1,"2021/22","RSV",0,NA,NA
"103",NA,2021-11-12,1,"2021/22","RSV",0,NA,NA
"104",NA,2021-11-13,1,"2021/22","RSV",0.114077591700037,NA,NA
"105",NA,2021-11-14,1,"2021/22","RSV",0.263974935480398,NA,NA
"106",313,2021-11-15,1,"2021/22","RSV",0.428571428571429,2021-11-15,TRUE
"107",NA,2021-11-16,1,"2021/22","RSV",0.597670197394669,NA,NA
"108",NA,2021-11-17,1,"2021/22","RSV",0.7677065183483,NA,NA
"109",NA,2021-11-18,1,"2021/22","RSV",0.936773705324666,NA,NA
"110",NA,2021-11-19,1,"2021/22","RSV",1.10296507221611,NA,NA
"111",NA,2021-11-20,1,"2021/22","RSV",1.26437393291498,NA,NA
"112",NA,2021-11-21,1,"2021/22","RSV",1.41909360131361,NA,NA
"113",319,2021-11-22,1,"2021/22","RSV",1.56521739130435,2021-11-22,TRUE
"114",NA,2021-11-23,1,"2021/22","RSV",1.70047495003676,NA,NA
"115",NA,2021-11-24,1,"2021/22","RSV",1.82114125768925,NA,NA
"116",NA,2021-11-25,1,"2021/22","RSV",1.92312762769745,NA,NA
"117",NA,2021-11-26,1,"2021/22","RSV",2.002345373497,NA,NA
"118",NA,2021-11-27,1,"2021/22","RSV",2.05470580852352,NA,NA
"119",NA,2021-11-28,1,"2021/22","RSV",2.07612024621264,NA,NA
"120",325,2021-11-29,1,"2021/22","RSV",2.0625,2021-11-29,TRUE
"121",NA,2021-11-30,1,"2021/22","RSV",2.0116443866005,NA,NA
"122",NA,2021-12-01,1,"2021/22","RSV",1.92890473584611,NA,NA
"123",NA,2021-12-02,1,"2021/22","RSV",1.82152038084812,NA,NA
"124",NA,2021-12-03,1,"2021/22","RSV",1.69673065471776,NA,NA
"125",NA,2021-12-04,1,"2021/22","RSV",1.56177489056631,NA,NA
"126",NA,2021-12-05,1,"2021/22","RSV",1.42389242150503,NA,NA
"127",331,2021-12-06,1,"2021/22","RSV",1.29032258064516,2021-12-06,TRUE
"128",NA,2021-12-07,1,"2021/22","RSV",1.16838318461255,NA,NA
"129",NA,2021-12-08,1,"2021/22","RSV",1.06570598409134,NA,NA
"130",NA,2021-12-09,1,"2021/22","RSV",0.990001213280228,NA,NA
"131",NA,2021-12-10,1,"2021/22","RSV",0.948979106377938,NA,NA
"132",NA,2021-12-11,1,"2021/22","RSV",0.950349897583181,NA,NA
"133",NA,2021-12-12,1,"2021/22","RSV",1.00182382109467,NA,NA
"134",337,2021-12-13,1,"2021/22","RSV",1.11111111111111,2021-12-13,TRUE
"135",NA,2021-12-14,1,"2021/22","RSV",1.28154137187187,NA,NA
"136",NA,2021-12-15,1,"2021/22","RSV",1.49892168777892,NA,NA
"137",NA,2021-12-16,1,"2021/22","RSV",1.74467851327487,NA,NA
"138",NA,2021-12-17,1,"2021/22","RSV",2.00023830280234,NA,NA
"139",NA,2021-12-18,1,"2021/22","RSV",2.24702751080394,NA,NA
"140",NA,2021-12-19,1,"2021/22","RSV",2.46647259172228,NA,NA
"141",343,2021-12-20,1,"2021/22","RSV",2.64,2021-12-20,TRUE
"142",NA,2021-12-21,1,"2021/22","RSV",2.74959356851356,NA,NA
"143",NA,2021-12-22,1,"2021/22","RSV",2.77946664387487,NA,NA
"144",NA,2021-12-23,1,"2021/22","RSV",2.71438995112972,NA,NA
"145",NA,2021-12-24,1,"2021/22","RSV",2.53913421532388,NA,NA
"146",NA,2021-12-25,1,"2021/22","RSV",2.23847016150313,NA,NA
"147",NA,2021-12-26,1,"2021/22","RSV",1.79716851471325,NA,NA
"148",349,2021-12-27,1,"2021/22","RSV",1.2,2021-12-27,TRUE
"149",NA,2021-12-28,1,"2021/22","RSV",0.456877356989352,NA,NA
"150",NA,2021-12-29,1,"2021/22","RSV",0,NA,NA
"151",NA,2021-12-30,1,"2021/22","RSV",0,NA,NA
"152",NA,2021-12-31,1,"2021/22","RSV",0,NA,NA
"153",NA,2022-01-01,1,"2021/22","RSV",0,NA,NA
"154",NA,2022-01-02,1,"2021/22","RSV",0,NA,NA
"155",354,2022-01-03,1,"2021/22","RSV",0,2022-01-03,TRUE
"156",355,2022-01-03,1,"2021/22","RSV",1.56521739130435,2022-01-03,TRUE
"157",NA,2022-01-04,1,"2021/22","RSV",2.59297488050358,NA,NA
"158",NA,2022-01-05,1,"2021/22","RSV",2.95638117396416,NA,NA
"159",NA,2022-01-06,1,"2021/22","RSV",2.82575301637305,NA,NA
"160",NA,2022-01-07,1,"2021/22","RSV",2.37140715241719,NA,NA
"161",NA,2022-01-08,1,"2021/22","RSV",1.76366032678356,NA,NA
"162",NA,2022-01-09,1,"2021/22","RSV",1.1728292841591,NA,NA
"163",362,2022-01-10,1,"2021/22","RSV",0.769230769230769,2022-01-10,TRUE
"164",NA,2022-01-11,1,"2021/22","RSV",0.679641191512011,NA,NA
"165",NA,2022-01-12,1,"2021/22","RSV",0.856675619822189,NA,NA
"166",NA,2022-01-13,1,"2021/22","RSV",1.20940878780715,NA,NA
"167",NA,2022-01-14,1,"2021/22","RSV",1.64691542911274,NA,NA
"168",NA,2022-01-15,1,"2021/22","RSV",2.07827027738481,NA,NA
"169",NA,2022-01-16,1,"2021/22","RSV",2.4125480662692,NA,NA
"170",368,2022-01-17,1,"2021/22","RSV",2.55882352941176,2022-01-17,TRUE
"171",NA,2022-01-18,1,"2021/22","RSV",2.45334060081726,NA,NA
"172",NA,2022-01-19,1,"2021/22","RSV",2.14102001592616,NA,NA
"173",NA,2022-01-20,1,"2021/22","RSV",1.69395171053784,NA,NA
"174",NA,2022-01-21,1,"2021/22","RSV",1.18422562045169,NA,NA
"175",NA,2022-01-22,1,"2021/22","RSV",0.683931681467072,NA,NA
"176",NA,2022-01-23,1,"2021/22","RSV",0.265159829383383,NA,NA
"177",374,2022-01-24,1,"2021/22","RSV",0,2022-01-24,TRUE
"178",NA,2022-01-25,1,"2021/22","RSV",0,NA,NA
"179",NA,2022-01-26,1,"2021/22","RSV",0.0608252019535211,NA,NA
"180",NA,2022-01-27,1,"2021/22","RSV",0.313670047844224,NA,NA
"181",NA,2022-01-28,1,"2021/22","RSV",0.652872020831906,NA,NA
"182",NA,2022-01-29,1,"2021/22","RSV",1.03198284378233,NA,NA
"183",NA,2022-01-30,1,"2021/22","RSV",1.40455423956127,NA,NA
"184",380,2022-01-31,1,"2021/22","RSV",1.72413793103448,2022-01-31,TRUE
"185",NA,2022-02-01,1,"2021/22","RSV",1.95426840266682,NA,NA
"186",NA,2022-02-02,1,"2021/22","RSV",2.09841118531953,NA,NA
"187",NA,2022-02-03,1,"2021/22","RSV",2.17001457145293,NA,NA
"188",NA,2022-02-04,1,"2021/22","RSV",2.18252685352735,NA,NA
"189",NA,2022-02-05,1,"2021/22","RSV",2.14939632400311,NA,NA
"190",NA,2022-02-06,1,"2021/22","RSV",2.08407127534056,NA,NA
"191",386,2022-02-07,1,"2021/22","RSV",2,2022-02-07,TRUE
"192",NA,2022-02-08,1,"2021/22","RSV",1.90793296478174,NA,NA
"193",NA,2022-02-09,1,"2021/22","RSV",1.80782933384596,NA,NA
"194",NA,2022-02-10,1,"2021/22","RSV",1.69695044569279,NA,NA
"195",NA,2022-02-11,1,"2021/22","RSV",1.57255763882238,NA,NA
"196",NA,2022-02-12,1,"2021/22","RSV",1.43191225173486,NA,NA
"197",NA,2022-02-13,1,"2021/22","RSV",1.27227562293039,NA,NA
"198",392,2022-02-14,1,"2021/22","RSV",1.09090909090909,2022-02-14,TRUE
"199",NA,2022-02-15,1,"2021/22","RSV",0.888039421253621,NA,NA
"200",NA,2022-02-16,1,"2021/22","RSV",0.675755087876643,NA,NA
"201",NA,2022-02-17,1,"2021/22","RSV",0.469109991773324,NA,NA
"202",NA,2022-02-18,1,"2021/22","RSV",0.283158033938832,NA,NA
"203",NA,2022-02-19,1,"2021/22","RSV",0.132953115368335,NA,NA
"204",NA,2022-02-20,1,"2021/22","RSV",0.033549137057002,NA,NA
"205",398,2022-02-21,1,"2021/22","RSV",0,2022-02-21,TRUE
"206",NA,2022-02-22,1,"2021/22","RSV",0.0420915217736938,NA,NA
"207",NA,2022-02-23,1,"2021/22","RSV",0.148537186279232,NA,NA
"208",NA,2022-02-24,1,"2021/22","RSV",0.30278239399896,NA,NA
"209",NA,2022-02-25,1,"2021/22","RSV",0.488272545415223,NA,NA
"210",NA,2022-02-26,1,"2021/22","RSV",0.688453041010366,NA,NA
"211",NA,2022-02-27,1,"2021/22","RSV",0.886769281266733,NA,NA
"212",404,2022-02-28,1,"2021/22","RSV",1.06666666666667,2022-02-28,TRUE
"213",NA,2022-03-01,1,"2021/22","RSV",1.21345932070011,NA,NA
"214",NA,2022-03-02,1,"2021/22","RSV",1.31993625888734,NA,NA
"215",NA,2022-03-03,1,"2021/22","RSV",1.38075521975624,NA,NA
"216",NA,2022-03-04,1,"2021/22","RSV",1.39057394183469,NA,NA
"217",NA,2022-03-05,1,"2021/22","RSV",1.34405016365055,NA,NA
"218",NA,2022-03-06,1,"2021/22","RSV",1.23584162373172,NA,NA
"219",410,2022-03-07,1,"2021/22","RSV",1.06060606060606,2022-03-07,TRUE
"220",NA,2022-03-08,1,"2021/22","RSV",0.820265205497438,NA,NA
"221",NA,2022-03-09,1,"2021/22","RSV",0.545796760413657,NA,NA
"222",NA,2022-03-10,1,"2021/22","RSV",0.275442420058506,NA,NA
"223",NA,2022-03-11,1,"2021/22","RSV",0.0474438791357761,NA,NA
"224",NA,2022-03-12,1,"2021/22","RSV",0,NA,NA
"225",NA,2022-03-13,1,"2021/22","RSV",0,NA,NA
"226",416,2022-03-14,1,"2021/22","RSV",0,2022-03-14,TRUE
"227",NA,2022-03-15,1,"2021/22","RSV",0.306805062716977,NA,NA
"228",NA,2022-03-16,1,"2021/22","RSV",0.744955151618115,NA,NA
"229",NA,2022-03-17,1,"2021/22","RSV",1.25047271464,NA,NA
"230",NA,2022-03-18,1,"2021/22","RSV",1.75938019971921,NA,NA
"231",NA,2022-03-19,1,"2021/22","RSV",2.20770005479234,NA,NA
"232",NA,2022-03-20,1,"2021/22","RSV",2.53145472779596,NA,NA
"233",422,2022-03-21,1,"2021/22","RSV",2.66666666666667,2022-03-21,TRUE
"234",NA,2022-03-22,1,"2021/22","RSV",2.56988356916695,NA,NA
"235",NA,2022-03-23,1,"2021/22","RSV",2.27975413236294,NA,NA
"236",NA,2022-03-24,1,"2021/22","RSV",1.85545230314668,NA,NA
"237",NA,2022-03-25,1,"2021/22","RSV",1.35615202841021,NA,NA
"238",NA,2022-03-26,1,"2021/22","RSV",0.841027255045584,NA,NA
"239",NA,2022-03-27,1,"2021/22","RSV",0.369251929944831,NA,NA
"240",428,2022-03-28,1,"2021/22","RSV",0,2022-03-28,TRUE
"241",NA,2022-03-29,1,"2021/22","RSV",0,NA,NA
"242",NA,2022-03-30,1,"2021/22","RSV",0,NA,NA
"243",NA,2022-03-31,1,"2021/22","RSV",0,NA,NA
"244",NA,2022-04-01,1,"2021/22","RSV",0,NA,NA
"245",NA,2022-04-02,1,"2021/22","RSV",0,NA,NA
"246",NA,2022-04-03,1,"2021/22","RSV",0,NA,NA
"247",434,2022-04-04,1,"2021/22","RSV",0,2022-04-04,TRUE
"248",NA,2022-04-05,1,"2021/22","RSV",0.000935401588842637,NA,NA
"249",NA,2022-04-06,1,"2021/22","RSV",0,NA,NA
"250",NA,2022-04-07,1,"2021/22","RSV",0,NA,NA
"251",NA,2022-04-08,1,"2021/22","RSV",0,NA,NA
"252",NA,2022-04-09,1,"2021/22","RSV",0,NA,NA
"253",NA,2022-04-10,1,"2021/22","RSV",0,NA,NA
"254",440,2022-04-11,1,"2021/22","RSV",0,2022-04-11,TRUE
"255",NA,2022-04-12,1,"2021/22","RSV",0.224173843993265,NA,NA
"256",NA,2022-04-13,1,"2021/22","RSV",0.519455448928104,NA,NA
"257",NA,2022-04-14,1,"2021/22","RSV",0.84769603879157,NA,NA
"258",NA,2022-04-15,1,"2021/22","RSV",1.17074683757071,NA,NA
"259",NA,2022-04-16,1,"2021/22","RSV",1.45045906925259,NA,NA
"260",NA,2022-04-17,1,"2021/22","RSV",1.64868395782424,NA,NA
"261",446,2022-04-18,1,"2021/22","RSV",1.72727272727273,2022-04-18,TRUE
"262",NA,2022-04-19,1,"2021/22","RSV",1.66054573979829,NA,NA
"263",NA,2022-04-20,1,"2021/22","RSV",1.47269991045393,NA,NA
"264",NA,2022-04-21,1,"2021/22","RSV",1.20040129250584,NA,NA
"265",NA,2022-04-22,1,"2021/22","RSV",0.880315939220211,NA,NA
"266",NA,2022-04-23,1,"2021/22","RSV",0.549109903863233,NA,NA
"267",NA,2022-04-24,1,"2021/22","RSV",0.243449239701099,NA,NA
"268",451,2022-04-25,1,"2021/22","RSV",0,2022-04-25,TRUE
"269",NA,2022-04-26,1,"2021/22","RSV",0,NA,NA
"270",NA,2022-04-27,1,"2021/22","RSV",0,NA,NA
"271",NA,2022-04-28,1,"2021/22","RSV",0,NA,NA
"272",NA,2022-04-29,1,"2021/22","RSV",0,NA,NA
"273",NA,2022-04-30,1,"2021/22","RSV",0,NA,NA
"274",NA,2022-05-01,1,"2021/22","RSV",0,NA,NA
"275",457,2022-05-02,1,"2021/22","RSV",0,2022-05-02,TRUE
"276",NA,2022-05-03,1,"2021/22","RSV",0.0418281996900628,NA,NA
"277",NA,2022-05-04,1,"2021/22","RSV",0.0620389788929671,NA,NA
"278",NA,2022-05-05,1,"2021/22","RSV",0.0652371499629954,NA,NA
"279",NA,2022-05-06,1,"2021/22","RSV",0.0560275252544302,NA,NA
"280",NA,2022-05-07,1,"2021/22","RSV",0.0390149171215543,NA,NA
"281",NA,2022-05-08,1,"2021/22","RSV",0.01880413791865,NA,NA
"282",462,2022-05-09,1,"2021/22","RSV",0,2022-05-09,TRUE
"283",NA,2022-05-10,1,"2021/22","RSV",0,NA,NA
"284",NA,2022-05-11,1,"2021/22","RSV",0,NA,NA
"285",NA,2022-05-12,1,"2021/22","RSV",0,NA,NA
"286",NA,2022-05-13,1,"2021/22","RSV",0,NA,NA
"287",NA,2022-05-14,1,"2021/22","RSV",0,NA,NA
"288",NA,2022-05-15,1,"2021/22","RSV",0,NA,NA
"289",467,2022-05-16,1,"2021/22","RSV",0,2022-05-16,TRUE
"290",NA,2022-05-17,1,"2021/22","RSV",0.0127776537952677,NA,NA
"291",NA,2022-05-18,1,"2021/22","RSV",0.0253183622956855,NA,NA
"292",NA,2022-05-19,1,"2021/22","RSV",0.0352087619191098,NA,NA
"293",NA,2022-05-20,1,"2021/22","RSV",0.0400354890833969,NA,NA
"294",NA,2022-05-21,1,"2021/22","RSV",0.0373851802064034,NA,NA
"295",NA,2022-05-22,1,"2021/22","RSV",0.0248444717059856,NA,NA
"296",473,2022-05-23,1,"2021/22","RSV",0,2022-05-23,TRUE
"297",NA,2022-05-24,1,"2021/22","RSV",0,NA,NA
"298",NA,2022-05-25,1,"2021/22","RSV",0,NA,NA
"299",NA,2022-05-26,1,"2021/22","RSV",0,NA,NA
"300",NA,2022-05-27,1,"2021/22","RSV",0,NA,NA
"301",NA,2022-05-28,1,"2021/22","RSV",0,NA,NA
"302",NA,2022-05-29,1,"2021/22","RSV",0,NA,NA
"303",479,2022-05-30,1,"2021/22","RSV",0,2022-05-30,TRUE
"304",NA,2022-05-31,1,"2021/22","RSV",0.139974405338729,NA,NA
"305",NA,2022-06-01,1,"2021/22","RSV",0.31574170840698,NA,NA
"306",NA,2022-06-02,1,"2021/22","RSV",0.506402718070722,NA,NA
"307",NA,2022-06-03,1,"2021/22","RSV",0.691058243195926,NA,NA
"308",NA,2022-06-04,1,"2021/22","RSV",0.84880909264856,NA,NA
"309",NA,2022-06-05,1,"2021/22","RSV",0.958756075294595,NA,NA
"310",484,2022-06-06,1,"2021/22","RSV",1,2022-06-06,TRUE
"311",NA,2022-06-07,1,"2021/22","RSV",0.958611093137038,NA,NA
"312",NA,2022-06-08,1,"2021/22","RSV",0.84853725110314,NA,NA
"313",NA,2022-06-09,1,"2021/22","RSV",0.690695787802033,NA,NA
"314",NA,2022-06-10,1,"2021/22","RSV",0.50600401713744,NA,NA
"315",NA,2022-06-11,1,"2021/22","RSV",0.315379253013087,NA,NA
"316",NA,2022-06-12,1,"2021/22","RSV",0.139738809332699,NA,NA
"317",489,2022-06-13,1,"2021/22","RSV",0,2022-06-13,TRUE
"318",NA,2022-06-14,1,"2021/22","RSV",0,NA,NA
"319",NA,2022-06-15,1,"2021/22","RSV",0,NA,NA
"320",NA,2022-06-16,1,"2021/22","RSV",0,NA,NA
"321",NA,2022-06-17,1,"2021/22","RSV",0,NA,NA
"322",NA,2022-06-18,1,"2021/22","RSV",0,NA,NA
"323",NA,2022-06-19,1,"2021/22","RSV",0,NA,NA
"324",495,2022-06-20,1,"2021/22","RSV",0,2022-06-20,TRUE
"325",NA,2022-06-21,1,"2021/22","RSV",0.0236121233667508,NA,NA
"326",NA,2022-06-22,1,"2021/22","RSV",0.0347573786006821,NA,NA
"327",NA,2022-06-23,1,"2021/22","RSV",0.0361934619081354,NA,NA
"328",NA,2022-06-24,1,"2021/22","RSV",0.0306780694954523,NA,NA
"329",NA,2022-06-25,1,"2021/22","RSV",0.0209688975689744,NA,NA
"330",NA,2022-06-26,1,"2021/22","RSV",0.00982364233504309,NA,NA
"331",501,2022-06-27,1,"2021/22","RSV",0,2022-06-27,TRUE
"332",NA,2022-06-28,1,"2021/22","RSV",0,NA,NA
"333",NA,2022-06-29,1,"2021/22","RSV",0,NA,NA
"334",NA,2022-06-30,1,"2021/22","RSV",0,NA,NA
"335",NA,2022-07-01,1,"2021/22","RSV",0,NA,NA
"336",NA,2022-07-02,1,"2021/22","RSV",0,NA,NA
"337",NA,2022-07-03,1,"2021/22","RSV",0,NA,NA
"338",507,2022-07-04,1,"2021/22","RSV",0,2022-07-04,TRUE
"339",NA,2022-07-05,1,"2021/22","RSV",0.00169624332691952,NA,NA
"340",NA,2022-07-06,1,"2021/22","RSV",0.00249753618687536,NA,NA
"341",NA,2022-07-07,1,"2021/22","RSV",0.00260160019466183,NA,NA
"342",NA,2022-07-08,1,"2021/22","RSV",0.00220615696507323,NA,NA
"343",NA,2022-07-09,1,"2021/22","RSV",0.00150892811290386,NA,NA
"344",NA,2022-07-10,1,"2021/22","RSV",0.000707635252948019,NA,NA
"345",512,2022-07-11,1,"2021/22","RSV",0,2022-07-11,TRUE
"346",NA,2022-07-12,1,"2021/22","RSV",0,NA,NA
"347",NA,2022-07-13,1,"2021/22","RSV",0,NA,NA
"348",NA,2022-07-14,1,"2021/22","RSV",0,NA,NA
"349",NA,2022-07-15,1,"2021/22","RSV",0,NA,NA
"350",NA,2022-07-16,1,"2021/22","RSV",0,NA,NA
"351",NA,2022-07-17,1,"2021/22","RSV",0,NA,NA
"352",518,2022-07-18,1,"2021/22","RSV",0,2022-07-18,TRUE
"353",NA,2022-07-19,1,"2021/22","RSV",0.000135283210122415,NA,NA
"354",NA,2022-07-20,1,"2021/22","RSV",0.000208128015572947,NA,NA
"355",NA,2022-07-21,1,"2021/22","RSV",0.000228940817130241,NA,NA
"356",NA,2022-07-22,1,"2021/22","RSV",0.000208128015572947,NA,NA
"357",NA,2022-07-23,1,"2021/22","RSV",0.00015609601167971,NA,NA
"358",NA,2022-07-24,1,"2021/22","RSV",8.32512062291787e-05,NA,NA
"359",523,2022-07-25,1,"2021/22","RSV",1.35525271560688e-19,2022-07-25,TRUE
"360",528,2022-08-01,1,"2022/23","RSV",0,2022-08-01,TRUE
"361",NA,2022-08-02,1,"2022/23","RSV",0,NA,NA
"362",NA,2022-08-03,1,"2022/23","RSV",0,NA,NA
"363",NA,2022-08-04,1,"2022/23","RSV",0,NA,NA
"364",NA,2022-08-05,1,"2022/23","RSV",0,NA,NA
"365",NA,2022-08-06,1,"2022/23","RSV",0,NA,NA
"366",NA,2022-08-07,1,"2022/23","RSV",0,NA,NA
"367",534,2022-08-08,1,"2022/23","RSV",0,2022-08-08,TRUE
"368",NA,2022-08-09,1,"2022/23","RSV",0.000401580734199739,NA,NA
