"date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type"
2022-07-14,0.108793253331857,0.108793253331857,0.108793253331857,0.0611412541004263,0.0611412541004263,0.0611412541004263,0.0518654765850448,0.0518654765850448,0.0518654765850448,0.956937261809152,8.87177398745797e-08,7.04128449507075,7.04128449507075,8.87177398745797e-08,0.956937261809124,0.95693726180918,"VERNIER/AIRE","A"
2022-07-15,0.0932513599987347,0.0932513599987347,0.0932513599987347,0.0611596321582761,0.0611596321582761,0.0611596321582761,0.0453743778370444,0.0453743778370444,0.0453743778370444,0.886229054425141,1.94248058207631e-08,6.75504827879883,6.75504827879883,1.94248058207631e-08,0.886229054425118,0.886229054425164,"VERNIER/AIRE","A"
2022-07-16,0.0777094666656123,0.0777094666656123,0.0777094666656123,0.0586903516977513,0.0586903516977513,0.0586903516977513,0.0406865739243258,0.0406865739243258,0.0406865739243258,0.834220438111648,2.98488999111282e-09,6.61468951976886,6.61468951976886,2.98488999111282e-09,0.834220438111631,0.834220438111665,"VERNIER/AIRE","A"
2022-07-17,0.0621675733324898,0.0621675733324898,0.0621675733324898,0.05334200624735,0.05334200624735,0.05334200624735,0.035562295688661,0.035562295688661,0.035562295688661,0.804550379236373,3.86975145964156e-10,6.62982502132687,6.62982502132687,3.86975145964156e-10,0.804550379236362,0.804550379236384,"VERNIER/AIRE","A"
2022-07-18,0.0466256799993673,0.0466256799993673,0.0466256799993673,0.0478522026968376,0.0478522026968376,0.0478522026968376,0.030165734580473,0.030165734580473,0.030165734580473,0.786433310861534,3.8579306192303e-11,6.73377275972367,6.73377275972367,3.8579306192303e-11,0.786433310861529,0.78643331086154,"VERNIER/AIRE","A"
2022-07-19,0.0310837866662449,0.0310837866662449,0.0310837866662449,0.0437302841416494,0.0437302841416494,0.0437302841416494,0.0263765470900369,0.0263765470900369,0.0263765470900369,0.772983911410064,2.71491866317812e-12,6.87747947274802,6.87747947274802,2.71491866317812e-12,0.772983911410062,0.772983911410066,"VERNIER/AIRE","A"
2022-07-20,0.0155418933331225,0.0155418933331225,0.0155418933331225,0.0387424484187888,0.0387424484187888,0.0387424484187888,0.0244889203902461,0.0244889203902461,0.0244889203902461,0.776644301280877,2.29490395093332e-13,7.12966772678065,7.12966772678065,2.29490395093332e-13,0.776644301280876,0.776644301280878,"VERNIER/AIRE","A"
2022-07-21,0,0,0,0.0331997674334313,0.0331997674334313,0.0331997674334313,0.0246652567910318,0.0246652567910318,0.0246652567910318,0.814308022362237,5.88247075553219e-14,7.59648418560711,7.59648418560711,5.88247075553219e-14,0.814308022362237,0.814308022362237,"VERNIER/AIRE","A"
2022-07-22,0.00643674955389796,0.00643674955389796,0.00643674955389796,0.0290863469951368,0.0290863469951368,0.0290863469951368,0.025476704992589,0.025476704992589,0.025476704992589,0.877934148356476,4.97147591412876e-14,8.21185715995517,8.21185715995517,4.97147591412876e-14,0.877934148356476,0.877934148356476,"VERNIER/AIRE","A"
2022-07-23,0.0128734991077959,0.0128734991077959,0.0128734991077959,0.0266779357974852,0.0266779357974852,0.0266779357974852,0.0254919827021381,0.0254919827021381,0.0254919827021381,0.939521356295018,6.97752367524577e-14,8.76189985225665,8.76189985225665,6.97752367524577e-14,0.939521356295018,0.939521356295018,"VERNIER/AIRE","A"
2022-07-24,0.0193102486616939,0.0193102486616939,0.0193102486616939,0.0262502825340565,0.0262502825340565,0.0262502825340565,0.0250549948219883,0.0250549948219883,0.0250549948219883,0.9735860965648,8.02365303113315e-14,9.06915737786883,9.06915737786883,8.02365303113315e-14,0.9735860965648,0.9735860965648,"VERNIER/AIRE","A"
2022-07-25,0.0257469982155918,0.0257469982155918,0.0257469982155918,0.0264534228424265,0.0264534228424265,0.0264534228424265,0.0247020386477082,0.0247020386477082,0.0247020386477082,0.980921193378978,6.56869885710753e-14,9.15839497928738,9.15839497928738,6.56869885710753e-14,0.980921193378978,0.980921193378978,"VERNIER/AIRE","A"
2022-07-26,0.0321837477694898,0.0321837477694898,0.0321837477694898,0.0260372902540536,0.0260372902540536,0.0260372902540536,0.0242964491786795,0.0242964491786795,0.0242964491786795,0.978444143541053,4.72948493307536e-14,9.16767095143724,9.16767095143724,4.72948493307536e-14,0.978444143541053,0.978444143541053,"VERNIER/AIRE","A"
2022-07-27,0.0386204973233878,0.0386204973233878,0.0386204973233878,0.0254274803033421,0.0254274803033421,0.0254274803033421,0.02312397966786,0.02312397966786,0.02312397966786,0.969541943212345,2.72724094978625e-14,9.13666920555587,9.13666920555587,2.72724094978625e-14,0.969541943212345,0.969541943212345,"VERNIER/AIRE","A"
2022-07-28,0.0450572468772857,0.0450572468772857,0.0450572468772857,0.025049588524696,0.025049588524696,0.025049588524696,0.0208887066669294,0.0208887066669294,0.0208887066669294,0.946495366791728,8.629897957449e-15,9.02246998186764,9.02246998186764,8.629897957449e-15,0.946495366791728,0.946495366791728,"VERNIER/AIRE","A"
2022-07-29,0.0386204973233878,0.0386204973233878,0.0386204973233878,0.0247156394537602,0.0247156394537602,0.0247156394537602,0.0174750680657575,0.0174750680657575,0.0174750680657575,0.90256494915438,8.85541395175499e-16,8.78553055496744,8.78553055496744,8.85541395175499e-16,0.90256494915438,0.90256494915438,"VERNIER/AIRE","A"
2022-07-30,0.0321837477694898,0.0321837477694898,0.0321837477694898,0.0237703035999768,0.0237703035999768,0.0237703035999768,0.0140748978657464,0.0140748978657464,0.0140748978657464,0.848884743289749,2.58746031573803e-17,8.50100664591448,8.50100664591448,2.58746031573803e-17,0.848884743289749,0.848884743289749,"VERNIER/AIRE","A"
2022-07-31,0.0257469982155918,0.0257469982155918,0.0257469982155918,0.0219381454584457,0.0219381454584457,0.0219381454584457,0.0115403329406462,0.0115403329406462,0.0115403329406462,0.804536923947906,3.04021439245747e-19,8.30104102187659,8.30104102187659,3.04021439245747e-19,0.804536923947906,0.804536923947906,"VERNIER/AIRE","A"
2022-08-01,0.0193102486616939,0.0193102486616939,0.0193102486616939,0.0189437295242671,0.0189437295242671,0.0189437295242671,0.00934453744268932,0.00934453744268932,0.00934453744268932,0.781225713554854,2.63539898737329e-21,8.27259630332967,8.27259630332967,2.63539898737329e-21,0.781225713554854,0.781225713554854,"VERNIER/AIRE","A"
2022-08-02,0.0128734991077959,0.0128734991077959,0.0128734991077959,0.0158023809333949,0.0158023809333949,0.0158023809333949,0.00912127239490617,0.00912127239490617,0.00912127239490617,0.796198294334983,8.80707234091809e-23,8.56322376551,8.56322376551,8.80707234091809e-23,0.796198294334983,0.796198294334983,"VERNIER/AIRE","A"
2022-08-03,0.00643674955389796,0.00643674955389796,0.00643674955389796,0.0133064815242384,0.0133064815242384,0.0133064815242384,0.0128629424002731,0.0128629424002731,0.0128629424002731,0.885354737311404,2.55609492990608e-22,9.48301999530945,9.48301999530945,2.55609492990608e-22,0.885354737311404,0.885354737311404,"VERNIER/AIRE","A"
2022-08-04,0,0,0,0.0108461808455808,0.0108461808455808,0.0108461808455808,0.0206614357322626,0.0206614357322626,0.0206614357322626,1.09049298631086,3.26159080885935e-19,11.2675220341551,11.2675220341551,3.26159080885935e-19,1.09049298631086,1.09049298631086,"VERNIER/AIRE","A"
2022-08-05,0,0,0,0.0103428723224081,0.0103428723224081,0.0103428723224081,0.0321553334253139,0.0321553334253139,0.0321553334253139,1.38662495308299,5.54165190773234e-15,13.3242519898029,13.3242519898029,5.54165190773234e-15,1.38662495308299,1.38662495308299,"VERNIER/AIRE","A"
2022-08-06,0,0,0,0.0137858506418979,0.0137858506418979,0.0137858506418979,0.0498460643311924,0.0498460643311924,0.0498460643311924,1.68781239926992,4.36879645545741e-11,14.5946308816126,14.5946308816126,4.36879645545741e-11,1.68781239926992,1.68781239926992,"VERNIER/AIRE","A"
2022-08-07,0,0,0,0.0206671172461206,0.0206671172461206,0.0206671172461206,0.0758316126274864,0.0758316126274864,0.0758316126274864,1.91908805795005,5.04333374827039e-08,14.5659218490059,14.5659218490059,5.04333374827039e-08,1.91908805795005,1.91908805795005,"VERNIER/AIRE","A"
2022-08-08,0,0,0,0.0304786735771465,0.0304786735771465,0.0304786735771465,0.108087935230319,0.108087935230319,0.108087935230319,2.03297705052257,7.15936279711555e-06,13.4125963935679,13.4125963935679,7.15936279711555e-06,2.03297705052257,2.03297705052257,"VERNIER/AIRE","A"
2022-08-09,0,0,0,0.0456760331729238,0.0456760331729238,0.0456760331729238,0.140121394268455,0.140121394268455,0.140121394268455,1.99677025548712,0.000158181493472082,11.5914768255873,11.5914768255873,0.000158181493472082,1.99677025548712,1.99677025548712,"VERNIER/AIRE","A"
2022-08-10,0,0,0,0.0679127462851966,0.0679127462851966,0.0679127462851966,0.168602399170112,0.168602399170112,0.168602399170112,1.85097215932612,0.000966495745584484,9.69001350197924,9.69001350197924,0.000966495745584484,1.85097215932612,1.85097215932612,"VERNIER/AIRE","A"
2022-08-11,0,0,0,0.0954778694267292,0.0954778694267292,0.0954778694267292,0.196379604947757,0.196379604947757,0.196379604947757,1.68120066162938,0.00285909454719376,8.12066426501153,8.12066426501153,0.00285909454719376,1.68120066162938,1.68120066162938,"VERNIER/AIRE","A"
2022-08-12,0.0612244897959184,0.0612244897959184,0.0612244897959184,0.123570893109121,0.123570893109121,0.123570893109121,0.226474672417207,0.226474672417207,0.226474672417207,1.54730759019654,0.0060031440179549,6.99245304492854,6.99245304492854,0.0060031440179549,1.54730759019654,1.54730759019654,"VERNIER/AIRE","A"
2022-08-13,0.122448979591837,0.122448979591837,0.122448979591837,0.149954032285461,0.149954032285461,0.149954032285461,0.249167435742617,0.249167435742617,0.249167435742617,1.44196415334847,0.0100190485049533,6.17438114439445,6.17438114439445,0.0100190485049533,1.44196415334847,1.44196415334847,"VERNIER/AIRE","A"
2022-08-14,0.183673469387755,0.183673469387755,0.183673469387755,0.176760430130746,0.176760430130746,0.176760430130746,0.256886018925715,0.256886018925715,0.256886018925715,1.33535945245201,0.0132301175953509,5.51402609430457,5.51402609430457,0.0132301175953509,1.33535945245201,1.33535945245201,"VERNIER/AIRE","A"
2022-08-15,0.244897959183673,0.244897959183673,0.244897959183673,0.206123229819975,0.206123229819975,0.206123229819975,0.256101801878047,0.256101801878047,0.256101801878047,1.22159080233768,0.0141108051502388,4.96092757254408,4.96092757254408,0.0141108051502388,1.22159080233768,1.22159080233768,"VERNIER/AIRE","A"
2022-08-16,0.306122448979592,0.306122448979592,0.306122448979592,0.229555941060084,0.229555941060084,0.229555941060084,0.251065923082889,0.251065923082889,0.251065923082889,1.11782013019691,0.0130345407908174,4.53477394554734,4.53477394554734,0.0130345407908174,1.11782013019691,1.11782013019691,"VERNIER/AIRE","A"
2022-08-17,0.36734693877551,0.36734693877551,0.36734693877551,0.24075345586955,0.24075345586955,0.24075345586955,0.2395926140541,0.2395926140541,0.2395926140541,1.03537284925557,0.0110594925112218,4.24087119253034,4.24087119253034,0.0110594925112218,1.03537284925557,1.03537284925557,"VERNIER/AIRE","A"
2022-08-18,0.428571428571429,0.428571428571429,0.428571428571429,0.245120990890679,0.245120990890679,0.245120990890679,0.219007017121309,0.219007017121309,0.219007017121309,0.964130604651407,0.00841230218669042,4.03459924857711,4.03459924857711,0.00841230218669042,0.964130604651407,0.964130604651407,"VERNIER/AIRE","A"
2022-08-19,0.373031436576388,0.373031436576388,0.373031436576388,0.245489815547482,0.245489815547482,0.245489815547482,0.187597130042699,0.187597130042699,0.187597130042699,0.88674565269944,0.00519133655327481,3.86027667805005,3.86027667805005,0.00519133655327481,0.88674565269944,0.88674565269944,"VERNIER/AIRE","A"
2022-08-20,0.317491444581347,0.317491444581347,0.317491444581347,0.239513240422755,0.239513240422755,0.239513240422755,0.154382662887283,0.154382662887283,0.154382662887283,0.803508099210051,0.00239675223336031,3.71316031154396,3.71316031154396,0.00239675223336031,0.803508099210051,0.803508099210051,"VERNIER/AIRE","A"
2022-08-21,0.261951452586306,0.261951452586306,0.261951452586306,0.224829543896987,0.224829543896987,0.224829543896987,0.12598264429364,0.12598264429364,0.12598264429364,0.726664386879714,0.000792091196719465,3.62450212890475,3.62450212890475,0.000792091196719465,0.726664386879714,0.726664386879714,"VERNIER/AIRE","A"
2022-08-22,0.206411460591265,0.206411460591265,0.206411460591265,0.199077004350668,0.199077004350668,0.199077004350668,0.0980530557751971,0.0980530557751971,0.0980530557751971,0.663217459323489,0.000176232731446022,3.61380266765463,3.61380266765463,0.000176232731446022,0.663217459323489,0.663217459323489,"VERNIER/AIRE","A"
2022-08-23,0.150871468596224,0.150871468596224,0.150871468596224,0.170210074690296,0.170210074690296,0.170210074690296,0.0715552613693133,0.0715552613693133,0.0715552613693133,0.608502774031058,2.17642349603716e-05,3.66496325879354,3.66496325879354,2.17642349603716e-05,0.608502774031058,0.608502774031058,"VERNIER/AIRE","A"
2022-08-24,0.0953314766011837,0.0953314766011837,0.0953314766011837,0.144559528892097,0.144559528892097,0.144559528892097,0.0506021721641466,0.0506021721641466,0.0506021721641466,0.555274922977801,1.01066994505702e-06,3.74644536629877,3.74644536629877,1.01066994505702e-06,0.555274922977801,0.555274922977801,"VERNIER/AIRE","A"
2022-08-25,0.0397914846061429,0.0397914846061429,0.0397914846061429,0.117328126941146,0.117328126941146,0.117328126941146,0.0354701072467404,0.0354701072467404,0.0354701072467404,0.510225077426464,1.31630008841604e-08,3.87430115669774,3.87430115669774,1.31630008841604e-08,0.510225077426464,0.510225077426464,"VERNIER/AIRE","A"
2022-08-26,0.0341069868052653,0.0341069868052653,0.0341069868052653,0.089643069028659,0.089643069028659,0.089643069028659,0.0259404681983241,0.0259404681983241,0.0259404681983241,0.487592348331743,5.85002227633968e-11,4.11530638055946,4.11530638055946,5.85002227633968e-11,0.487592348331743,0.487592348331743,"VERNIER/AIRE","A"
2022-08-27,0.0284224890043878,0.0284224890043878,0.0284224890043878,0.066305904250804,0.066305904250804,0.066305904250804,0.0200400753987108,0.0200400753987108,0.0200400753987108,0.493169354872938,1.61393182037128e-13,4.52186237240359,4.52186237240359,1.61393182037128e-13,0.493169354872938,0.493169354872938,"VERNIER/AIRE","A"
2022-08-28,0.0227379912035102,0.0227379912035102,0.0227379912035102,0.0480309159500802,0.0480309159500802,0.0480309159500802,0.0162086816455446,0.0162086816455446,0.0162086816455446,0.527552717391858,6.60074550160341e-16,5.12403611378506,5.12403611378506,6.60074550160341e-16,0.527552717391858,0.527552717391858,"VERNIER/AIRE","A"
2022-08-29,0.0170534934026327,0.0170534934026327,0.0170534934026327,0.0355323874689873,0.0355323874689873,0.0355323874689873,0.0151083022043892,0.0151083022043892,0.0151083022043892,0.592172610419461,1.1377340138862e-17,5.95061000206486,5.95061000206486,1.1377340138862e-17,0.592172610419461,0.592172610419461,"VERNIER/AIRE","A"
2022-08-30,0.0113689956017551,0.0113689956017551,0.0113689956017551,0.027062674413177,0.027062674413177,0.027062674413177,0.0158450365203443,0.0158450365203443,0.0158450365203443,0.689104593715909,1.98110641203289e-18,7.01791957847721,7.01791957847721,1.98110641203289e-18,0.689104593715909,0.689104593715909,"VERNIER/AIRE","A"
2022-08-31,0.00568449780087756,0.00568449780087756,0.00568449780087756,0.0210616146106408,0.0210616146106408,0.0210616146106408,0.0168681301292914,0.0168681301292914,0.0168681301292914,0.810089254310611,3.17772223899311e-18,8.23266765041889,8.23266765041889,3.17772223899311e-18,0.810089254310611,0.810089254310611,"VERNIER/AIRE","A"
2022-09-01,0,0,0,0.0185247147373882,0.0185247147373882,0.0185247147373882,0.0183157781538835,0.0183157781538835,0.0183157781538835,0.927342349057863,1.54553175832735e-17,9.32838213697359,9.32838213697359,1.54553175832735e-17,0.927342349057863,0.927342349057863,"VERNIER/AIRE","A"
2022-09-02,0.00568449780087755,0.00568449780087755,0.00568449780087755,0.0181490455508141,0.0181490455508141,0.0181490455508141,0.0205010633227543,0.0205010633227543,0.0205010633227543,1.02033406187786,1.16635226352831e-16,10.1136422162795,10.1136422162795,1.16635226352831e-16,1.02033406187786,1.02033406187786,"VERNIER/AIRE","A"
2022-09-03,0.0113689956017551,0.0113689956017551,0.0113689956017551,0.0181511378841468,0.0181511378841468,0.0181511378841468,0.0222808516596964,0.0222808516596964,0.0222808516596964,1.0822005884068,9.26143288789482e-16,10.546847062195,10.546847062195,9.26143288789482e-16,1.0822005884068,1.0822005884068,"VERNIER/AIRE","A"
2022-09-04,0.0170534934026326,0.0170534934026326,0.0170534934026326,0.0188056885271462,0.0188056885271462,0.0188056885271462,0.0226589251783654,0.0226589251783654,0.0226589251783654,1.10202038667284,4.07785607512129e-15,10.5971931332622,10.5971931332622,4.07785607512129e-15,1.10202038667284,1.10202038667284,"VERNIER/AIRE","A"
2022-09-05,0.0227379912035102,0.0227379912035102,0.0227379912035102,0.0203873942695723,0.0203873942695723,0.0203873942695723,0.0223774154767096,0.0223774154767096,0.0223774154767096,1.08147559226266,7.25870577509852e-15,10.3402643550119,10.3402643550119,7.25870577509852e-15,1.08147559226266,1.08147559226266,"VERNIER/AIRE","A"
2022-09-06,0.0284224890043878,0.0284224890043878,0.0284224890043878,0.0217684926036659,0.0217684926036659,0.0217684926036659,0.0218131941448731,0.0218131941448731,0.0218131941448731,1.04118669631723,6.03640806788047e-15,9.96923264791944,9.96923264791944,6.03640806788047e-15,1.04118669631723,1.04118669631723,"VERNIER/AIRE","A"
2022-09-07,0.0341069868052653,0.0341069868052653,0.0341069868052653,0.0220864211345802,0.0220864211345802,0.0220864211345802,0.0206119789737753,0.0206119789737753,0.0206119789737753,1.00025933578633,3.00783017401901e-15,9.6374719586946,9.6374719586946,3.00783017401901e-15,1.00025933578633,1.00025933578633,"VERNIER/AIRE","A"
2022-09-08,0.0397914846061429,0.0397914846061429,0.0397914846061429,0.0220136768214437,0.0220136768214437,0.0220136768214437,0.0185174087243326,0.0185174087243326,0.0185174087243326,0.958398503955153,7.76573382832129e-16,9.34480174014207,9.34480174014207,7.76573382832129e-16,0.958398503955153,0.958398503955153,"VERNIER/AIRE","A"
2022-09-09,0.0341069868052653,0.0341069868052653,0.0341069868052653,0.0217706375197812,0.0217706375197812,0.0217706375197812,0.0153847772227357,0.0153847772227357,0.0153847772227357,0.906953293547424,6.50473016373547e-17,9.02305567864813,9.02305567864813,6.50473016373547e-17,0.906953293547424,0.906953293547424,"VERNIER/AIRE","A"
2022-09-10,0.0284224890043878,0.0284224890043878,0.0284224890043878,0.0209691647574183,0.0209691647574183,0.0209691647574183,0.0121380566956019,0.0121380566956019,0.0121380566956019,0.850326035949961,1.42503538164385e-18,8.69095521558521,8.69095521558521,1.42503538164385e-18,0.850326035949961,0.850326035949961,"VERNIER/AIRE","A"
2022-09-11,0.0227379912035102,0.0227379912035102,0.0227379912035102,0.0193689810019347,0.0193689810019347,0.0193689810019347,0.00943078692595847,0.00943078692595847,0.00943078692595847,0.801099198947185,9.43560105553406e-21,8.42945222995504,8.42945222995504,9.43560105553406e-21,0.801099198947185,0.801099198947185,"VERNIER/AIRE","A"
2022-09-12,0.0170534934026327,0.0170534934026327,0.0170534934026327,0.01672980872091,0.01672980872091,0.01672980872091,0.006834599659783,0.006834599659783,0.006834599659783,0.766955491093413,2.5229850312614e-23,8.28955353686532,8.28955353686532,2.5229850312614e-23,0.766955491093413,0.766955491093413,"VERNIER/AIRE","A"
2022-09-13,0.0113689956017551,0.0113689956017551,0.0113689956017551,0.0138594170331783,0.0138594170331783,0.0138594170331783,0.00442553152263865,0.00442553152263865,0.00442553152263865,0.745888576736047,2.90336131865109e-26,8.2469221279278,8.2469221279278,2.90336131865109e-26,0.745888576736047,0.745888576736047,"VERNIER/AIRE","A"
2022-09-14,0.00568449780087756,0.00568449780087756,0.00568449780087756,0.0113970497640731,0.0113970497640731,0.0113970497640731,0.00258729073580856,0.00258729073580856,0.00258729073580856,0.733892287338186,1.41478602110756e-29,8.25813456575536,8.25813456575536,1.41478602110756e-29,0.733892287338186,0.733892287338186,"VERNIER/AIRE","A"
2022-09-15,0,0,0,0.00884964144092255,0.00884964144092255,0.00884964144092255,0.00135706650303036,0.00135706650303036,0.00135706650303036,0.736227590645032,6.72387712860399e-33,8.37517877566576,8.37517877566576,6.72387712860399e-33,0.736227590645032,0.736227590645032,"VERNIER/AIRE","A"
2022-09-16,0,0,0,0.00627756448300272,0.00627756448300272,0.00627756448300272,0.0006784828417764,0.0006784828417764,0.0006784828417764,0.759757150652348,1.24107159851514e-35,8.68493539468468,8.68493539468468,1.24107159851514e-35,0.759757150652348,0.759757150652348,"VERNIER/AIRE","A"
2022-09-17,0,0,0,0.00413238642945559,0.00413238642945559,0.00413238642945559,0.000303462395273094,0.000303462395273094,0.000303462395273094,0.800758283656773,1.59234722186081e-37,9.16741680588055,9.16741680588055,1.59234722186081e-37,0.800758283656773,0.800758283656773,"VERNIER/AIRE","A"
2022-09-18,0,0,0,0.00250783448740865,0.00250783448740865,0.00250783448740865,8.40894295521326e-05,8.40894295521326e-05,8.40894295521326e-05,0.84920192951199,1.16796030723633e-38,9.72436247102329,9.72436247102329,1.16796030723633e-38,0.84920192951199,0.84920192951199,"VERNIER/AIRE","A"
2022-09-19,0,0,0,0.00149763586398941,0.00149763586398941,0.00149763586398941,1.42072004100907e-05,1.42072004100907e-05,1.42072004100907e-05,0.894936418749376,2.85523101329405e-39,10.2473758213901,10.2473758213901,2.85523101329405e-39,0.894936418749376,0.894936418749376,"VERNIER/AIRE","A"
2022-09-20,0,0,0,0.000840419405986839,0.000840419405986839,0.000840419405986839,5.6987002603505e-06,5.6987002603505e-06,5.6987002603505e-06,0.932525668772709,1.52125961495521e-39,10.6769650493536,10.6769650493536,1.52125961495521e-39,0.932525668772709,0.932525668772709,"VERNIER/AIRE","A"
2022-09-21,0,0,0,0.000315278842533215,0.000315278842533215,0.000315278842533215,2.38417877293044e-06,2.38417877293044e-06,2.38417877293044e-06,0.960577918188819,1.30130740632169e-39,10.9978600465559,10.9978600465559,1.30130740632169e-39,0.960577918188819,0.960577918188819,"VERNIER/AIRE","A"
2022-09-22,0,0,0,7.66387042709526e-05,7.66387042709526e-05,7.66387042709526e-05,7.03423595034463e-07,7.03423595034463e-07,7.03423595034463e-07,0.978680171706758,1.28563990291298e-39,11.2050653712956,11.2050653712956,1.28563990291298e-39,0.978680171706758,0.978680171706758,"VERNIER/AIRE","A"
2022-09-23,0,0,0,3.99616730366173e-05,3.99616730366173e-05,3.99616730366173e-05,0,0,0,0.988857125526467,1.28223510162253e-39,11.3215608920473,11.3215608920473,1.28223510162253e-39,0.988857125526467,0.988857125526467,"VERNIER/AIRE","A"
2022-09-24,0,0,0,1.63618110759217e-05,1.63618110759217e-05,1.63618110759217e-05,4.34455584809564e-06,4.34455584809564e-06,4.34455584809564e-06,0.994367792045984,1.29515890745537e-39,11.3846609096386,11.3846609096386,1.29515890745537e-39,0.994367792045984,0.994367792045984,"VERNIER/AIRE","A"
2022-09-25,0,0,0,3.74071964500337e-06,3.74071964500337e-06,3.74071964500337e-06,2.25038819905134e-05,2.25038819905134e-05,2.25038819905134e-05,0.997721436693308,1.36573782426793e-39,11.4231415202779,11.4231415202779,1.36573782426793e-39,0.997721436693308,0.997721436693308,"VERNIER/AIRE","A"
2022-09-26,0,0,0,0,0,0,5.73273657937943e-05,5.73273657937943e-05,5.73273657937943e-05,1.00043608112407,1.56022682175402e-39,11.4544354306108,11.4544354306108,1.56022682175402e-39,1.00043608112407,1.00043608112407,"VERNIER/AIRE","A"
2022-09-27,0,0,0,1.01103865622968e-05,1.01103865622968e-05,1.01103865622968e-05,0.000260017784318538,0.000260017784318538,0.000260017784318538,1.00699758166497,2.79682957437411e-39,11.5303636722886,11.5303636722886,2.79682957437411e-39,1.00699758166497,1.00699758166497,"VERNIER/AIRE","A"
2022-09-28,0,0,0,3.72515962959163e-05,3.72515962959163e-05,3.72515962959163e-05,0.0008374423584052,0.0008374423584052,0.0008374423584052,1.0255404078321,1.70841799375096e-38,11.7436301493751,11.7436301493751,1.70841799375096e-38,1.0255404078321,1.0255404078321,"VERNIER/AIRE","A"
2022-09-29,0,0,0,7.66387042709525e-05,7.66387042709525e-05,7.66387042709525e-05,0.00179009064813403,0.00179009064813403,0.00179009064813403,1.06109758335794,6.35118439568501e-37,12.1449389203182,12.1449389203182,6.35118439568501e-37,1.06109758335794,1.06109758335794,"VERNIER/AIRE","A"
2022-09-30,0,0,0,0.00030031976823723,0.00030031976823723,0.00030031976823723,0.00298260582307402,0.00298260582307402,0.00298260582307402,1.10788741477585,1.06073844038871e-34,12.6515623099626,12.6515623099626,1.06073844038871e-34,1.10788741477585,1.10788741477585,"VERNIER/AIRE","A"
2022-10-01,0,0,0,0.000845519518795794,0.000845519518795794,0.000845519518795794,0.00467207134649889,0.00467207134649889,0.00467207134649889,1.16028110076658,5.44514531222742e-32,13.1749485277118,13.1749485277118,5.44514531222742e-32,1.16028110076658,1.16028110076658,"VERNIER/AIRE","A"
2022-10-02,0,0,0,0.00165521804029357,0.00165521804029357,0.00165521804029357,0.00710844569388557,0.00710844569388557,0.00710844569388557,1.218939646954,7.26962910353403e-29,13.6867587944979,13.6867587944979,7.26962910353403e-29,1.218939646954,1.218939646954,"VERNIER/AIRE","A"
2022-10-03,0,0,0,0.00267239541707747,0.00267239541707747,0.00267239541707747,0.0100959900711253,0.0100959900711253,0.0100959900711253,1.28079883003394,1.56851156812312e-25,14.1139671761229,14.1139671761229,1.56851156812312e-25,1.28079883003394,1.28079883003394,"VERNIER/AIRE","A"
2022-10-04,0,0,0,0.0041515783841532,0.0041515783841532,0.0041515783841532,0.0130177105921185,0.0130177105921185,0.0130177105921185,1.32407570195587,1.71731680400922e-22,14.23108531049,14.23108531049,1.71731680400922e-22,1.32407570195587,1.32407570195587,"VERNIER/AIRE","A"
2022-10-05,0,0,0,0.00626887591261055,0.00626887591261055,0.00626887591261055,0.0155704536217828,0.0155704536217828,0.0155704536217828,1.32946513572983,4.40095518059911e-20,13.9120601318326,13.9120601318326,4.40095518059911e-20,1.32946513572983,1.32946513572983,"VERNIER/AIRE","A"
2022-10-06,0,0,0,0.00884964144092254,0.00884964144092254,0.00884964144092254,0.0180238003396117,0.0180238003396117,0.0180238003396117,1.30410000704907,2.88252006609537e-18,13.3044915315008,13.3044915315008,2.88252006609537e-18,1.30410000704907,1.30410000704907,"VERNIER/AIRE","A"
2022-10-07,0.00568449780087755,0.00568449780087755,0.00568449780087755,0.0114410766365386,0.0114410766365386,0.0114410766365386,0.0206580664496005,0.0206580664496005,0.0206580664496005,1.2715758672742,8.20380471169257e-17,12.6610640561279,12.6610640561279,8.20380471169257e-17,1.2715758672742,1.2715758672742,"VERNIER/AIRE","A"
2022-10-08,0.0113689956017551,0.0113689956017551,0.0113689956017551,0.0138425277018901,0.0138425277018901,0.0138425277018901,0.0226414565417439,0.0226414565417439,0.0226414565417439,1.23742541348014,1.14625835308145e-15,12.051190431055,12.051190431055,1.14625835308145e-15,1.23742541348014,1.23742541348014,"VERNIER/AIRE","A"
2022-10-09,0.0170534934026326,0.0170534934026326,0.0170534934026326,0.0162575648779228,0.0162575648779228,0.0162575648779228,0.0233477249921811,0.0233477249921811,0.0233477249921811,1.19213453534051,6.48474826606123e-15,11.4215777659989,11.4215777659989,6.48474826606123e-15,1.19213453534051,1.19213453534051,"VERNIER/AIRE","A"
