"date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type"
2021-08-25,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-08-26,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-08-27,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-08-28,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-08-29,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-08-30,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-08-31,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-02,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-03,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-04,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-05,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-06,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-07,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-08,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-09,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-10,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-14,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-15,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-17,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-18,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-19,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-20,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-23,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-24,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-25,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-26,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-27,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-28,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-29,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-09-30,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-02,0,0,0,0,0,0,3.37867985288202e-05,3.37867985288202e-05,3.37867985288202e-05,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-03,0,0,0,0,0,0,0.000188418775023545,0.000188418775023545,0.000188418775023545,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-04,0,0,0,0,0,0,0.000500775387925639,0.000500775387925639,0.000500775387925639,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-05,0,0,0,5.80119472482242e-05,5.80119472482242e-05,5.80119472482242e-05,0.000958869546366273,0.000958869546366273,0.000958869546366273,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-06,0,0,0,0.000239227381834221,0.000239227381834221,0.000239227381834221,0.00257087998380441,0.00257087998380441,0.00257087998380441,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-07,0,0,0,0.000554415693019978,0.000554415693019978,0.000554415693019978,0.00607147540295019,0.00607147540295019,0.00607147540295019,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-08,0,0,0,0.00101434627006748,0.00101434627006748,0.00101434627006748,0.0106579917903511,0.0106579917903511,0.0106579917903511,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-09,0,0,0,0.00259630179023171,0.00259630179023171,0.00259630179023171,0.0165090896482453,0.0165090896482453,0.0165090896482453,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-10,0,0,0,0.0057256180609796,0.0057256180609796,0.0057256180609796,0.0246320552609947,0.0246320552609947,0.0246320552609947,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-11,0,0,0,0.00958514416689111,0.00958514416689111,0.00958514416689111,0.034949224941576,0.034949224941576,0.034949224941576,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-12,0,0,0,0.0146388662414821,0.0146388662414821,0.0146388662414821,0.0470699062746159,0.0470699062746159,0.0470699062746159,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-13,0,0,0,0.0217554846018322,0.0217554846018322,0.0217554846018322,0.0576863746898877,0.0576863746898877,0.0576863746898877,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-14,0,0,0,0.0307249196078669,0.0307249196078669,0.0307249196078669,0.0657752609293022,0.0657752609293022,0.0657752609293022,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-15,0.0203923370406531,0.0203923370406531,0.0203923370406531,0.0413370916195117,0.0413370916195117,0.0413370916195117,0.0744459277958029,0.0744459277958029,0.0744459277958029,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-16,0.0407846740813061,0.0407846740813061,0.0407846740813061,0.0509973248854532,0.0509973248854532,0.0509973248854532,0.0819808755556896,0.0819808755556896,0.0819808755556896,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-17,0.0611770111219592,0.0611770111219592,0.0611770111219592,0.0589519385895117,0.0589519385895117,0.0589519385895117,0.0847553317257986,0.0847553317257986,0.0847553317257986,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-18,0.0815693481626122,0.0815693481626122,0.0815693481626122,0.0677523454943144,0.0677523454943144,0.0677523454943144,0.0832408432870439,0.0832408432870439,0.0832408432870439,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-19,0.101961685203265,0.101961685203265,0.101961685203265,0.0756735583901541,0.0756735583901541,0.0756735583901541,0.0784081430524872,0.0784081430524872,0.0784081430524872,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-20,0.122354022243918,0.122354022243918,0.122354022243918,0.0796074348698591,0.0796074348698591,0.0796074348698591,0.0726212169451086,0.0726212169451086,0.0726212169451086,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-21,0.142746359284571,0.142746359284571,0.142746359284571,0.0800306548998593,0.0800306548998593,0.0800306548998593,0.0657446487978936,0.0657446487978936,0.0657446487978936,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-22,0.122354022243918,0.122354022243918,0.122354022243918,0.0774198984465849,0.0774198984465849,0.0774198984465849,0.0551983897122288,0.0551983897122288,0.0551983897122288,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-23,0.101961685203265,0.101961685203265,0.101961685203265,0.0737224953817709,0.0737224953817709,0.0737224953817709,0.0430634302498229,0.0430634302498229,0.0430634302498229,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-24,0.0815693481626123,0.0815693481626123,0.0815693481626123,0.0688010608255579,0.0688010608255579,0.0688010608255579,0.0327643366327072,0.0327643366327072,0.0327643366327072,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-25,0.0611770111219592,0.0611770111219592,0.0611770111219592,0.0600052026169845,0.0600052026169845,0.0600052026169845,0.024006615291494,0.024006615291494,0.024006615291494,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-26,0.0407846740813061,0.0407846740813061,0.0407846740813061,0.0491573197312925,0.0491573197312925,0.0491573197312925,0.0163580990450948,0.0163580990450948,0.0163580990450948,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-27,0.0203923370406531,0.0203923370406531,0.0203923370406531,0.0396026068712418,0.0396026068712418,0.0396026068712418,0.00984865045516143,0.00984865045516143,0.00984865045516143,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-28,0,0,0,0.0309748654671475,0.0309748654671475,0.0309748654671475,0.00513247183905562,0.00513247183905562,0.00513247183905562,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-29,0,0,0,0.0229078969493249,0.0229078969493249,0.0229078969493249,0.00251190872133224,0.00251190872133224,0.00251190872133224,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-30,0,0,0,0.0153819381192252,0.0153819381192252,0.0153819381192252,0.00120436877109343,0.00120436877109343,0.00120436877109343,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-10-31,0,0,0,0.00923145795523726,0.00923145795523726,0.00923145795523726,0.000428114162472697,0.000428114162472697,0.000428114162472697,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-01,0,0,0,0.00537160615308332,0.00537160615308332,0.00537160615308332,8.18353087740088e-05,8.18353087740088e-05,8.18353087740088e-05,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-02,0,0,0,0.00318654212109635,0.00318654212109635,0.00318654212109635,4.48050615545796e-06,4.48050615545796e-06,4.48050615545796e-06,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-03,0,0,0,0.00150954470650608,0.00150954470650608,0.00150954470650608,2.09629633978221e-06,2.09629633978221e-06,2.09629633978221e-06,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-04,0,0,0,0.000429442763379656,0.000429442763379656,0.000429442763379656,8.74721962143271e-07,8.74721962143271e-07,8.74721962143271e-07,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-05,0,0,0,3.50651457842293e-05,3.50651457842293e-05,3.50651457842293e-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-06,0,0,0,1.62382545923738e-05,1.62382545923738e-05,1.62382545923738e-05,9.75257988707523e-05,9.75257988707523e-05,9.75257988707523e-05,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-07,0,0,0,4.22299998682808e-06,4.22299998682808e-06,4.22299998682808e-06,0.000550313674870406,0.000550313674870406,0.000550313674870406,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-08,0,0,0,0,0,0,0.0014860274134684,0.0014860274134684,0.0014860274134684,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-09,0,0,0,0.000174125974549833,0.000174125974549833,0.000174125974549833,0.00287111927646442,0.00287111927646442,0.00287111927646442,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-10,0,0,0,0.000718053831612486,0.000718053831612486,0.000718053831612486,0.00771402822344144,0.00771402822344144,0.00771402822344144,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-11,0,0,0,0.00166410847130769,0.00166410847130769,0.00166410847130769,0.0182231802916834,0.0182231802916834,0.0182231802916834,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-12,0,0,0,0.00304461479375518,0.00304461479375518,0.00304461479375518,0.0319902562128023,0.0319902562128023,0.0319902562128023,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-13,0,0,0,0.0077929392287967,0.0077929392287967,0.0077929392287967,0.0495523238859951,0.0495523238859951,0.0495523238859951,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-14,0,0,0,0.0171857500404576,0.0171857500404576,0.0171857500404576,0.0739322784905794,0.0739322784905794,0.0739322784905794,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-15,0,0,0,0.0287703248801332,0.0287703248801332,0.0287703248801332,0.104895130925206,0.104895130925206,0.104895130925206,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-16,0,0,0,0.043939343040769,0.043939343040769,0.043939343040769,0.141264439755803,0.141264439755803,0.141264439755803,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-17,0,0,0,0.0653002551679364,0.0653002551679364,0.0653002551679364,0.173107234493577,0.173107234493577,0.173107234493577,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-18,0,0,0,0.0922224959419691,0.0922224959419691,0.0922224959419691,0.197350543725421,0.197350543725421,0.197350543725421,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-19,0.0612086945704286,0.0612086945704286,0.0612086945704286,0.124075500043201,0.124075500043201,0.124075500043201,0.2233362597611,0.2233362597611,0.2233362597611,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-20,0.122417389140857,0.122417389140857,0.122417389140857,0.153071208885956,0.153071208885956,0.153071208885956,0.246209570591563,0.246209570591563,0.246209570591563,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-21,0.183626083711286,0.183626083711286,0.183626083711286,0.176947409032453,0.176947409032453,0.176947409032453,0.255467342428288,0.255467342428288,0.255467342428288,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-22,0.244834778281714,0.244834778281714,0.244834778281714,0.20336230288487,0.20336230288487,0.20336230288487,0.252705783474798,0.252705783474798,0.252705783474798,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-23,0.306043472852143,0.306043472852143,0.306043472852143,0.227369008916922,0.227369008916922,0.227369008916922,0.241131516353488,0.241131516353488,0.241131516353488,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-24,0.367252167422571,0.367252167422571,0.367252167422571,0.239897590029411,0.239897590029411,0.239897590029411,0.23216359720794,0.23216359720794,0.23216359720794,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-25,0.428460861993,0.428460861993,0.428460861993,0.242421665265139,0.242421665265139,0.242421665265139,0.227226091309286,0.227226091309286,0.227226091309286,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-26,0.367252167422571,0.367252167422571,0.367252167422571,0.236414853666912,0.236414853666912,0.236414853666912,0.214543810907633,0.214543810907633,0.214543810907633,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-27,0.306043472852143,0.306043472852143,0.306043472852143,0.231609610173041,0.231609610173041,0.231609610173041,0.201383693638701,0.199662178143606,0.203105209133797,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-28,0.244834778281714,0.244834778281714,0.244834778281714,0.22928546952567,0.22928546952567,0.22928546952567,0.202096842188517,0.193172971771001,0.211020712606033,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-29,0.183626083711286,0.183626083711286,0.183626083711286,0.218236670473351,0.218236670473351,0.218236670473351,0.215339305604218,0.193256945018616,0.237421666189819,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-11-30,0.122417389140857,0.122417389140857,0.122417389140857,0.205870207775624,0.203380489386721,0.208359926164527,0.238341512612808,0.199692336457371,0.276990688768246,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-01,0.0612086945704286,0.0612086945704286,0.0612086945704286,0.20578500520193,0.196396704320659,0.215173306083201,0.260743455196722,0.207494646201469,0.313992264191974,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-02,0,0,0,0.216063195015674,0.196220994912209,0.235905395119139,0.28196457477698,0.2167428246364,0.34718632491756,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-03,0.0811167370845102,0.0811167370845102,0.0811167370845102,0.234786909480258,0.201785107526075,0.267788711434441,0.314707476674141,0.235282494525013,0.394132458823269,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-04,0.16223347416902,0.16223347416902,0.16223347416902,0.253114113934044,0.207767097136538,0.29846113073155,0.351205390032635,0.260587167189259,0.44182361287601,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-05,0.243350211253531,0.243350211253531,0.243350211253531,0.271221063284349,0.214753070447776,0.327689056120923,0.374841415580986,0.280662853961706,0.469019977200266,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-06,0.324466948338041,0.324466948338041,0.324466948338041,0.300717324148012,0.230620549006951,0.370814099289073,0.386685047498809,0.287333253707597,0.486036841290022,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-07,0.405583685422551,0.405583685422551,0.405583685422551,0.333911801738265,0.252526838154324,0.415296765322206,0.39030395472435,0.276221939369955,0.504385970078745,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-08,0.486700422507061,0.486700422507061,0.486700422507061,0.356630791629833,0.269819410879375,0.443442172380291,0.393628839694629,0.258557363950088,0.52870031543917,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-09,0.567817159591571,0,1.21119635354292,0.370759945981797,0.277894547549749,0.463625344413844,0.399195296498875,0.241850750675288,0.556539842322463,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-10,0.518801226202272,0.130828974519013,0.906773477885531,0.378184916953236,0.273235853720013,0.483133980186459,0.402300260462054,0.217112161907446,0.587488359016662,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-11,0.469785292812973,0.469785292812973,0.469785292812973,0.384870095400703,0.262740684957322,0.506999505844084,0.398258518445768,0.175030961304064,0.621486075587472,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-12,0.420769359423673,0.420769359423673,0.420769359423673,0.392760445856959,0.250893857233135,0.534627034480782,0.394560604002597,0.134626970396951,0.654494237608242,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-13,0.371753426034374,0.371753426034374,0.371753426034374,0.397712480995393,0.230855895616818,0.564569066373969,0.402040891837847,0.119080483897121,0.685001299778574,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-14,0.322737492645074,0.045556727775139,0.59991825751501,0.395582713489398,0.195772752069873,0.595392674908923,0.421069767900374,0.12312883178637,0.719010704014377,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-15,0.273721559255775,0,0.743912876686123,0.393207794866426,0.16170681104974,0.624708778683112,0.450728188420983,0.135110573827908,0.766345803014057,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-16,0.224705625866476,0,0.950535246553468,0.400168312580889,0.146508148428482,0.653828476733296,0.480423585615209,0.151262295084426,0.809584876145993,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-17,0.294073709700714,0,0.888032491564861,0.416436683196615,0.144802620085529,0.688070746307702,0.506552480267431,0.183714770705669,0.829390189829193,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-18,0.363441793534952,0,1.0068209874863,0.441985323277432,0.150522475655697,0.733448170899166,0.539434929759869,0.239035122796517,0.839834736723221,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-19,0.43280987736919,0,1.07618907132054,0.467778745603875,0.160487410018739,0.775070081189012,0.575763050294512,0.295676437597261,0.855849662991764,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-20,0.502177961203428,0,1.4257366504223,0.491218358194098,0.184080049996212,0.798356666391985,0.60419538708631,0.336851274345448,0.871539499827171,NA,NA,NA,NA,NA,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-21,0.571546045037667,0,1.47883307089641,0.521931920468354,0.228689831499786,0.815174009436921,0.624020009088135,0.373121717713071,0.8749183004632,1.14408375202141,NA,NA,3.28734310353767,0.121335375626933,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-22,0.640914128871905,0,1.46106489502129,0.556218325161324,0.277138803898002,0.835297846424647,0.636081552094664,0.415055896028189,0.85710720816114,1.11879831854269,NA,NA,3.17530787629137,0.125214403412809,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-23,0.710282212706143,0.0669030187547925,1.35366140665749,0.583985101909808,0.315579087856175,0.85239111596344,0.647548302359323,0.459007210393087,0.836089394325558,1.0916143875145,NA,NA,3.07172555653974,0.126735057593767,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-24,0.694233726236449,0.30626147455319,1.08220597791971,0.605272965487233,0.352098612296692,0.858447318677774,0.660454874232465,0.495873137343466,0.825036611121464,1.07125063746901,NA,NA,2.99333203079624,0.12810846232292,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-25,0.678185239766755,0.678185239766755,0.678185239766755,0.620122630667027,0.394067418820048,0.846177842514006,0.66794285531614,0.520829331875005,0.815056378757275,1.05727608961795,NA,NA,2.93657783145795,0.129643160057447,NA,NA,"ZUERICH(WERDHOELZLI)","A"
2021-12-26,0.662136753297061,0.662136753297061,0.662136753297061,0.634331482548559,0.438578726460913,0.830084238636204,0.673004630374472,0.53680486498343,0.809204395765514,1.04605937140973,0.130788349640118,2.89174374851016,2.89174374851016,0.130788349640118,1.04571184735386,1.0464068954656,"ZUERICH(WERDHOELZLI)","A"
2021-12-27,0.646088266827367,0.646088266827367,0.646088266827367,0.649329977343301,0.47727229094071,0.821387663745893,0.683797394521518,0.555625996595022,0.811968792448015,1.038320565623,0.132104107483314,2.85813663137785,2.85813663137785,0.132104107483314,1.03683133327685,1.03980979796916,"ZUERICH(WERDHOELZLI)","A"
2021-12-28,0.630039780357673,0.242067528674415,1.01801203204093,0.658608436492841,0.505434118776179,0.811782754209503,0.700755412216527,0.582595186332182,0.818915638100872,1.03865110302293,0.135338932518556,2.84224285888312,2.84224285888312,0.135338932518556,1.01474647891772,1.06255572712814,"ZUERICH(WERDHOELZLI)","A"
2021-12-29,0.61399129388798,0.336810529018044,0.891172058757915,0.665254426879182,0.525677270587301,0.804831583171064,0.723456118473072,0.621052613335747,0.825859623610397,1.04833843634851,0.141513818949695,2.8434908395988,2.8434908395988,0.141513818949695,1.03891854700945,1.05775832568757,"ZUERICH(WERDHOELZLI)","A"
2021-12-30,0.597942807418286,0.127751489987938,1.06813412484863,0.676649405699307,0.547441184528476,0.805857626870138,0.751293846266213,0.663121113369708,0.839466579162717,1.06309832261811,0.150087553996408,2.85073008542228,2.85073008542228,0.150087553996408,1.04895868637303,1.07723795886319,"ZUERICH(WERDHOELZLI)","A"
2021-12-31,0.63427474545,0.164083428019652,1.10446606288035,0.692724529867271,0.573845284761064,0.811603774973477,0.784827944759664,0.707256892455947,0.86239899706338,1.07949158948699,0.160586436131945,2.85542577598259,2.85542577598259,0.160586436131945,1.06021424780676,1.09876893116723,"ZUERICH(WERDHOELZLI)","A"
2022-01-01,0.670606683481714,0.670606683481714,0.670606683481714,0.713410956297127,0.608252860591539,0.818569052002715,0.825235367451457,0.765292979398791,0.885177755504123,1.09629611047184,0.172933900939648,2.85463625562797,2.85463625562797,0.172933900939648,1.07733951700338,1.1152527039403,"ZUERICH(WERDHOELZLI)","A"
