"","sample_date","wwtp","n_measurements","is_observation","influenza_type","genome_copies_per_day"
"992",2022-01-29,"ARA Werdhölzli",NA,NA,"IBV",1862974094359.28
"993",2022-01-30,"ARA Werdhölzli",NA,NA,"IAV",541764780990.794
"994",2022-01-30,"ARA Werdhölzli",NA,NA,"IBV",2089218110866.3
"995",2022-01-31,"ARA Werdhölzli",2,TRUE,"IAV",575970444636.081
"996",2022-01-31,"ARA Werdhölzli",2,TRUE,"IBV",2315462127373.31
"997",2022-02-01,"ARA Werdhölzli",NA,NA,"IAV",594664809542.977
"998",2022-02-01,"ARA Werdhölzli",NA,NA,"IBV",2116266013682.75
"999",2022-02-02,"ARA Werdhölzli",NA,NA,"IAV",613359174449.873
"1000",2022-02-02,"ARA Werdhölzli",NA,NA,"IBV",1917069899992.2
"1001",2022-02-03,"ARA Werdhölzli",NA,NA,"IAV",632053539356.769
"1002",2022-02-03,"ARA Werdhölzli",NA,NA,"IBV",1717873786301.64
"1003",2022-02-04,"ARA Werdhölzli",2,TRUE,"IAV",650747904263.665
"1004",2022-02-04,"ARA Werdhölzli",2,TRUE,"IBV",1518677672611.08
"1005",2022-02-05,"ARA Werdhölzli",NA,NA,"IAV",564617544665.836
"1006",2022-02-05,"ARA Werdhölzli",NA,NA,"IBV",1679200972743.85
"1007",2022-02-06,"ARA Werdhölzli",NA,NA,"IAV",478487185068.006
"1008",2022-02-06,"ARA Werdhölzli",NA,NA,"IBV",1839724272876.61
"1009",2022-02-07,"ARA Werdhölzli",2,TRUE,"IAV",392356825470.177
"1010",2022-02-07,"ARA Werdhölzli",2,TRUE,"IBV",2000247573009.38
"1011",2022-02-08,"ARA Werdhölzli",NA,NA,"IAV",294267619102.633
"1012",2022-02-08,"ARA Werdhölzli",NA,NA,"IBV",2194951840585.62
"1013",2022-02-09,"ARA Werdhölzli",NA,NA,"IAV",196178412735.089
"1014",2022-02-09,"ARA Werdhölzli",NA,NA,"IBV",2389656108161.85
"1015",2022-02-10,"ARA Werdhölzli",NA,NA,"IAV",98089206367.5443
"1016",2022-02-10,"ARA Werdhölzli",NA,NA,"IBV",2584360375738.09
"1017",2022-02-11,"ARA Werdhölzli",2,TRUE,"IAV",0
"1018",2022-02-11,"ARA Werdhölzli",2,TRUE,"IBV",2779064643314.33
"1019",2022-02-12,"ARA Werdhölzli",NA,NA,"IAV",0
"1020",2022-02-12,"ARA Werdhölzli",NA,NA,"IBV",1852709762209.55
"1021",2022-02-13,"ARA Werdhölzli",NA,NA,"IAV",0
"1022",2022-02-13,"ARA Werdhölzli",NA,NA,"IBV",926354881104.777
"1023",2022-02-14,"ARA Werdhölzli",2,TRUE,"IAV",0
"1024",2022-02-14,"ARA Werdhölzli",2,TRUE,"IBV",0
"1025",2022-02-15,"ARA Werdhölzli",NA,NA,"IAV",45681427921.4488
"1026",2022-02-15,"ARA Werdhölzli",NA,NA,"IBV",341154604982.057
"1027",2022-02-16,"ARA Werdhölzli",NA,NA,"IAV",91362855842.8975
"1028",2022-02-16,"ARA Werdhölzli",NA,NA,"IBV",682309209964.115
"1029",2022-02-17,"ARA Werdhölzli",NA,NA,"IAV",137044283764.346
"1030",2022-02-17,"ARA Werdhölzli",NA,NA,"IBV",1023463814946.17
"1031",2022-02-18,"ARA Werdhölzli",2,TRUE,"IAV",182725711685.795
"1032",2022-02-18,"ARA Werdhölzli",2,TRUE,"IBV",1364618419928.23
"1033",2022-02-19,"ARA Werdhölzli",NA,NA,"IAV",440926646526.572
"1034",2022-02-19,"ARA Werdhölzli",NA,NA,"IBV",1544134473856.09
"1035",2022-02-20,"ARA Werdhölzli",NA,NA,"IAV",699127581367.35
"1036",2022-02-20,"ARA Werdhölzli",NA,NA,"IBV",1723650527783.95
"1037",2022-02-21,"ARA Werdhölzli",2,TRUE,"IAV",957328516208.127
"1038",2022-02-21,"ARA Werdhölzli",2,TRUE,"IBV",1903166581711.81
"1039",2022-02-22,"ARA Werdhölzli",NA,NA,"IAV",1028128117600.77
"1040",2022-02-22,"ARA Werdhölzli",NA,NA,"IBV",1530747915544.81
"1041",2022-02-23,"ARA Werdhölzli",NA,NA,"IAV",1098927718993.4
"1042",2022-02-23,"ARA Werdhölzli",NA,NA,"IBV",1158329249377.81
"1043",2022-02-24,"ARA Werdhölzli",NA,NA,"IAV",1169727320386.04
"1044",2022-02-24,"ARA Werdhölzli",NA,NA,"IBV",785910583210.809
"1045",2022-02-25,"ARA Werdhölzli",2,TRUE,"IAV",1240526921778.68
"1046",2022-02-25,"ARA Werdhölzli",2,TRUE,"IBV",413491917043.808
"1047",2022-02-26,"ARA Werdhölzli",NA,NA,"IAV",1569625418921.72
"1048",2022-02-26,"ARA Werdhölzli",NA,NA,"IBV",390334933960.971
"1049",2022-02-27,"ARA Werdhölzli",NA,NA,"IAV",1898723916064.77
"1050",2022-02-27,"ARA Werdhölzli",NA,NA,"IBV",367177950878.133
"1051",2022-02-28,"ARA Werdhölzli",2,TRUE,"IAV",2227822413207.81
"1052",2022-02-28,"ARA Werdhölzli",2,TRUE,"IBV",344020967795.296
"1053",2022-03-01,"ARA Werdhölzli",NA,NA,"IAV",2076716272648.08
"1054",2022-03-01,"ARA Werdhölzli",NA,NA,"IBV",339218646573.685
"1055",2022-03-02,"ARA Werdhölzli",NA,NA,"IAV",1925610132088.36
"1056",2022-03-02,"ARA Werdhölzli",NA,NA,"IBV",334416325352.074
"1057",2022-03-03,"ARA Werdhölzli",NA,NA,"IAV",1774503991528.64
"1058",2022-03-03,"ARA Werdhölzli",NA,NA,"IBV",329614004130.463
"1059",2022-03-04,"ARA Werdhölzli",2,TRUE,"IAV",1623397850968.91
"1060",2022-03-04,"ARA Werdhölzli",2,TRUE,"IBV",324811682908.852
"1061",2022-03-05,"ARA Werdhölzli",NA,NA,"IAV",2475224186452.92
"1062",2022-03-05,"ARA Werdhölzli",NA,NA,"IBV",370263221413.956
"1063",2022-03-06,"ARA Werdhölzli",NA,NA,"IAV",3327050521936.94
"1064",2022-03-06,"ARA Werdhölzli",NA,NA,"IBV",415714759919.06
"1065",2022-03-07,"ARA Werdhölzli",2,TRUE,"IAV",4178876857420.95
"1066",2022-03-07,"ARA Werdhölzli",2,TRUE,"IBV",461166298424.164
"1067",2022-03-08,"ARA Werdhölzli",NA,NA,"IAV",4570387480056.75
"1068",2022-03-08,"ARA Werdhölzli",NA,NA,"IBV",464236056068.437
"1069",2022-03-09,"ARA Werdhölzli",NA,NA,"IAV",4961898102692.56
"1070",2022-03-09,"ARA Werdhölzli",NA,NA,"IBV",467305813712.711
"1071",2022-03-10,"ARA Werdhölzli",NA,NA,"IAV",5353408725328.37
"1072",2022-03-10,"ARA Werdhölzli",NA,NA,"IBV",470375571356.984
"1073",2022-03-11,"ARA Werdhölzli",2,TRUE,"IAV",5744919347964.17
"1074",2022-03-11,"ARA Werdhölzli",2,TRUE,"IBV",473445329001.257
"1075",2022-03-12,"ARA Werdhölzli",NA,NA,"IAV",7738356503865.78
"1076",2022-03-12,"ARA Werdhölzli",NA,NA,"IBV",366456343188.747
"1077",2022-03-13,"ARA Werdhölzli",NA,NA,"IAV",9731793659767.39
"1078",2022-03-13,"ARA Werdhölzli",NA,NA,"IBV",259467357376.236
"1079",2022-03-14,"ARA Werdhölzli",2,TRUE,"IAV",11725230815669
"1080",2022-03-14,"ARA Werdhölzli",2,TRUE,"IBV",152478371563.726
"1081",2022-03-15,"ARA Werdhölzli",NA,NA,"IAV",9715747367631.58
"1082",2022-03-15,"ARA Werdhölzli",NA,NA,"IBV",324642317973.993
"1083",2022-03-16,"ARA Werdhölzli",NA,NA,"IAV",7706263919594.16
"1084",2022-03-16,"ARA Werdhölzli",NA,NA,"IBV",496806264384.261
"1085",2022-03-17,"ARA Werdhölzli",NA,NA,"IAV",5696780471556.74
"1086",2022-03-17,"ARA Werdhölzli",NA,NA,"IBV",668970210794.528
"1087",2022-03-18,"ARA Werdhölzli",2,TRUE,"IAV",3687297023519.32
"1088",2022-03-18,"ARA Werdhölzli",2,TRUE,"IBV",841134157204.795
"1089",2022-03-19,"ARA Werdhölzli",NA,NA,"IAV",5501445886675.24
"1090",2022-03-19,"ARA Werdhölzli",NA,NA,"IBV",709528453835.048
"1091",2022-03-20,"ARA Werdhölzli",NA,NA,"IAV",7315594749831.17
"1092",2022-03-20,"ARA Werdhölzli",NA,NA,"IBV",577922750465.302
"1093",2022-03-21,"ARA Werdhölzli",2,TRUE,"IAV",9129743612987.09
"1094",2022-03-21,"ARA Werdhölzli",2,TRUE,"IBV",446317047095.555
"1095",2022-03-22,"ARA Werdhölzli",NA,NA,"IAV",7875909201856.37
"1096",2022-03-22,"ARA Werdhölzli",NA,NA,"IBV",409497200309.604
"1097",2022-03-23,"ARA Werdhölzli",NA,NA,"IAV",6622074790725.66
"1098",2022-03-23,"ARA Werdhölzli",NA,NA,"IBV",372677353523.652
"1099",2022-03-24,"ARA Werdhölzli",NA,NA,"IAV",5368240379594.94
"1100",2022-03-24,"ARA Werdhölzli",NA,NA,"IBV",335857506737.701
"1101",2022-03-25,"ARA Werdhölzli",2,TRUE,"IAV",4114405968464.22
"1102",2022-03-25,"ARA Werdhölzli",2,TRUE,"IBV",299037659951.75
"1103",2022-03-26,"ARA Werdhölzli",NA,NA,"IAV",4233733764070.12
"1104",2022-03-26,"ARA Werdhölzli",NA,NA,"IBV",252840482831.46
"1105",2022-03-27,"ARA Werdhölzli",NA,NA,"IAV",4353061559676.03
"1106",2022-03-27,"ARA Werdhölzli",NA,NA,"IBV",206643305711.171
"1107",2022-03-28,"ARA Werdhölzli",2,TRUE,"IAV",4472389355281.93
"1108",2022-03-28,"ARA Werdhölzli",2,TRUE,"IBV",160446128590.881
"1109",2022-03-29,"ARA Werdhölzli",NA,NA,"IAV",4785145448634
"1110",2022-03-29,"ARA Werdhölzli",NA,NA,"IBV",338849071949.799
"1111",2022-03-30,"ARA Werdhölzli",NA,NA,"IAV",5097901541986.07
"1112",2022-03-30,"ARA Werdhölzli",NA,NA,"IBV",517252015308.717
"1113",2022-03-31,"ARA Werdhölzli",NA,NA,"IAV",5410657635338.14
"1114",2022-03-31,"ARA Werdhölzli",NA,NA,"IBV",695654958667.635
"1115",2022-04-01,"ARA Werdhölzli",2,TRUE,"IAV",5723413728690.21
"1116",2022-04-01,"ARA Werdhölzli",2,TRUE,"IBV",874057902026.553
"1117",2022-04-02,"ARA Werdhölzli",NA,NA,"IAV",6228156708930.48
"1118",2022-04-02,"ARA Werdhölzli",NA,NA,"IBV",1536342906217.19
"1119",2022-04-03,"ARA Werdhölzli",NA,NA,"IAV",6732899689170.75
"1120",2022-04-03,"ARA Werdhölzli",NA,NA,"IBV",2198627910407.83
"1121",2022-04-04,"ARA Werdhölzli",2,TRUE,"IAV",7237642669411.02
"1122",2022-04-04,"ARA Werdhölzli",2,TRUE,"IBV",2860912914598.47
"1123",2022-04-05,"ARA Werdhölzli",NA,NA,"IAV",6483236844013.62
"1124",2022-04-05,"ARA Werdhölzli",NA,NA,"IBV",4051750207150.92
"1125",2022-04-06,"ARA Werdhölzli",NA,NA,"IAV",5728831018616.21
"1126",2022-04-06,"ARA Werdhölzli",NA,NA,"IBV",5242587499703.38
"1127",2022-04-07,"ARA Werdhölzli",NA,NA,"IAV",4974425193218.81
"1128",2022-04-07,"ARA Werdhölzli",NA,NA,"IBV",6433424792255.83
"1129",2022-04-08,"ARA Werdhölzli",2,TRUE,"IAV",4220019367821.41
"1130",2022-04-08,"ARA Werdhölzli",2,TRUE,"IBV",7624262084808.28
"1131",2022-04-09,"ARA Werdhölzli",NA,NA,"IAV",4375174781051.47
"1132",2022-04-09,"ARA Werdhölzli",NA,NA,"IBV",5992278322823.4
"1133",2022-04-10,"ARA Werdhölzli",NA,NA,"IAV",4530330194281.53
"1134",2022-04-10,"ARA Werdhölzli",NA,NA,"IBV",4360294560838.51
"1135",2022-04-11,"ARA Werdhölzli",2,TRUE,"IAV",4685485607511.59
"1136",2022-04-11,"ARA Werdhölzli",2,TRUE,"IBV",2728310798853.63
"1137",2022-04-12,"ARA Werdhölzli",NA,NA,"IAV",4063679804455.2
"1138",2022-04-12,"ARA Werdhölzli",NA,NA,"IBV",2676562098318.49
"1139",2022-04-13,"ARA Werdhölzli",NA,NA,"IAV",3441874001398.81
"1140",2022-04-13,"ARA Werdhölzli",NA,NA,"IBV",2624813397783.34
"1141",2022-04-14,"ARA Werdhölzli",NA,NA,"IAV",2820068198342.42
"1142",2022-04-14,"ARA Werdhölzli",NA,NA,"IBV",2573064697248.2
"1143",2022-04-15,"ARA Werdhölzli",2,TRUE,"IAV",2198262395286.03
"1144",2022-04-15,"ARA Werdhölzli",2,TRUE,"IBV",2521315996713.06
"1145",2022-04-16,"ARA Werdhölzli",NA,NA,"IAV",2408653425849.71
"1146",2022-04-16,"ARA Werdhölzli",NA,NA,"IBV",1978080840026.49
"1147",2022-04-17,"ARA Werdhölzli",NA,NA,"IAV",2619044456413.39
"1148",2022-04-17,"ARA Werdhölzli",NA,NA,"IBV",1434845683339.93
"1149",2022-04-18,"ARA Werdhölzli",2,TRUE,"IAV",2829435486977.07
"1150",2022-04-18,"ARA Werdhölzli",2,TRUE,"IBV",891610526653.364
"1151",2022-04-19,"ARA Werdhölzli",NA,NA,"IAV",2961884178718
"1152",2022-04-19,"ARA Werdhölzli",NA,NA,"IBV",748728065560.542
"1153",2022-04-20,"ARA Werdhölzli",NA,NA,"IAV",3094332870458.92
"1154",2022-04-20,"ARA Werdhölzli",NA,NA,"IBV",605845604467.719
"1155",2022-04-21,"ARA Werdhölzli",NA,NA,"IAV",3226781562199.84
"1156",2022-04-21,"ARA Werdhölzli",NA,NA,"IBV",462963143374.897
"1157",2022-04-22,"ARA Werdhölzli",2,TRUE,"IAV",3359230253940.77
"1158",2022-04-22,"ARA Werdhölzli",2,TRUE,"IBV",320080682282.075
"1159",2022-04-23,"ARA Werdhölzli",NA,NA,"IAV",3713546411175.96
"1160",2022-04-23,"ARA Werdhölzli",NA,NA,"IBV",1809079358753.48
"1161",2022-04-24,"ARA Werdhölzli",NA,NA,"IAV",4067862568411.16
"1162",2022-04-24,"ARA Werdhölzli",NA,NA,"IBV",3298078035224.88
"1163",2022-04-25,"ARA Werdhölzli",2,TRUE,"IAV",4422178725646.35
"1164",2022-04-25,"ARA Werdhölzli",2,TRUE,"IBV",4787076711696.28
