"","sample_date","wwtp","n_measurements","is_observation","influenza_type","genome_copies_per_day"
"617",2021-12-20,"STEP Aire",2,TRUE,"IAV",710574602325.174
"618",2021-12-20,"STEP Aire",2,TRUE,"IBV",710574602325.174
"619",2021-12-21,"STEP Aire",NA,NA,"IAV",1132992937328.88
"620",2021-12-21,"STEP Aire",NA,NA,"IBV",532930951743.88
"621",2021-12-22,"STEP Aire",NA,NA,"IAV",1555411272332.59
"622",2021-12-22,"STEP Aire",NA,NA,"IBV",355287301162.587
"623",2021-12-23,"STEP Aire",NA,NA,"IAV",1977829607336.29
"624",2021-12-23,"STEP Aire",NA,NA,"IBV",177643650581.293
"625",2021-12-24,"STEP Aire",2,TRUE,"IAV",2400247942340
"626",2021-12-24,"STEP Aire",2,TRUE,"IBV",0
"627",2021-12-25,"STEP Aire",NA,NA,"IAV",2584919261856.97
"628",2021-12-25,"STEP Aire",NA,NA,"IBV",0
"629",2021-12-26,"STEP Aire",NA,NA,"IAV",2769590581373.94
"630",2021-12-26,"STEP Aire",NA,NA,"IBV",0
"631",2021-12-27,"STEP Aire",3,TRUE,"IAV",2954261900890.91
"632",2021-12-27,"STEP Aire",3,TRUE,"IBV",0
"633",2021-12-28,"STEP Aire",NA,NA,"IAV",2215696425668.18
"634",2021-12-28,"STEP Aire",NA,NA,"IBV",0
"635",2021-12-29,"STEP Aire",NA,NA,"IAV",1477130950445.46
"636",2021-12-29,"STEP Aire",NA,NA,"IBV",0
"637",2021-12-30,"STEP Aire",NA,NA,"IAV",738565475222.728
"638",2021-12-30,"STEP Aire",NA,NA,"IBV",0
"639",2021-12-31,"STEP Aire",1,TRUE,"IAV",0
"640",2021-12-31,"STEP Aire",1,TRUE,"IBV",0
"641",2022-01-01,"STEP Aire",NA,NA,"IAV",187769256259.892
"642",2022-01-01,"STEP Aire",NA,NA,"IBV",0
"643",2022-01-02,"STEP Aire",NA,NA,"IAV",375538512519.783
"644",2022-01-02,"STEP Aire",NA,NA,"IBV",0
"645",2022-01-03,"STEP Aire",2,TRUE,"IAV",563307768779.675
"646",2022-01-03,"STEP Aire",2,TRUE,"IBV",0
"647",2022-01-04,"STEP Aire",NA,NA,"IAV",560616210434.598
"648",2022-01-04,"STEP Aire",NA,NA,"IBV",0
"649",2022-01-05,"STEP Aire",NA,NA,"IAV",557924652089.521
"650",2022-01-05,"STEP Aire",NA,NA,"IBV",0
"651",2022-01-06,"STEP Aire",NA,NA,"IAV",555233093744.443
"652",2022-01-06,"STEP Aire",NA,NA,"IBV",0
"653",2022-01-07,"STEP Aire",2,TRUE,"IAV",552541535399.366
"654",2022-01-07,"STEP Aire",2,TRUE,"IBV",0
"655",2022-01-08,"STEP Aire",NA,NA,"IAV",427527696023.711
"656",2022-01-08,"STEP Aire",NA,NA,"IBV",60525139134.408
"657",2022-01-09,"STEP Aire",NA,NA,"IAV",302513856648.057
"658",2022-01-09,"STEP Aire",NA,NA,"IBV",121050278268.816
"659",2022-01-10,"STEP Aire",2,TRUE,"IAV",177500017272.402
"660",2022-01-10,"STEP Aire",2,TRUE,"IBV",181575417403.224
"661",2022-01-11,"STEP Aire",NA,NA,"IAV",294155498278.837
"662",2022-01-11,"STEP Aire",NA,NA,"IBV",176192793901.323
"663",2022-01-12,"STEP Aire",NA,NA,"IAV",410810979285.271
"664",2022-01-12,"STEP Aire",NA,NA,"IBV",170810170399.422
"665",2022-01-13,"STEP Aire",NA,NA,"IAV",527466460291.706
"666",2022-01-13,"STEP Aire",NA,NA,"IBV",165427546897.52
"667",2022-01-14,"STEP Aire",2,TRUE,"IAV",644121941298.14
"668",2022-01-14,"STEP Aire",2,TRUE,"IBV",160044923395.619
"669",2022-01-15,"STEP Aire",NA,NA,"IAV",711588858357.491
"670",2022-01-15,"STEP Aire",NA,NA,"IBV",106696615597.079
"671",2022-01-16,"STEP Aire",NA,NA,"IAV",779055775416.842
"672",2022-01-16,"STEP Aire",NA,NA,"IBV",53348307798.5397
"673",2022-01-17,"STEP Aire",2,TRUE,"IAV",846522692476.193
"674",2022-01-17,"STEP Aire",2,TRUE,"IBV",0
"675",2022-01-18,"STEP Aire",NA,NA,"IAV",768552734759.266
"676",2022-01-18,"STEP Aire",NA,NA,"IBV",44202633674.295
"677",2022-01-19,"STEP Aire",NA,NA,"IAV",690582777042.339
"678",2022-01-19,"STEP Aire",NA,NA,"IBV",88405267348.59
"679",2022-01-20,"STEP Aire",NA,NA,"IAV",612612819325.411
"680",2022-01-20,"STEP Aire",NA,NA,"IBV",132607901022.885
"681",2022-01-21,"STEP Aire",2,TRUE,"IAV",534642861608.484
"682",2022-01-21,"STEP Aire",2,TRUE,"IBV",176810534697.18
"683",2022-01-22,"STEP Aire",NA,NA,"IAV",754026080596.756
"684",2022-01-22,"STEP Aire",NA,NA,"IBV",117873689798.12
"685",2022-01-23,"STEP Aire",NA,NA,"IAV",973409299585.028
"686",2022-01-23,"STEP Aire",NA,NA,"IBV",58936844899.06
"687",2022-01-24,"STEP Aire",2,TRUE,"IAV",1192792518573.3
"688",2022-01-24,"STEP Aire",2,TRUE,"IBV",0
"689",2022-01-25,"STEP Aire",NA,NA,"IAV",1104150903289.92
"690",2022-01-25,"STEP Aire",NA,NA,"IBV",169282723457.828
"691",2022-01-26,"STEP Aire",NA,NA,"IAV",1015509288006.54
"692",2022-01-26,"STEP Aire",NA,NA,"IBV",338565446915.655
"693",2022-01-27,"STEP Aire",NA,NA,"IAV",926867672723.158
"694",2022-01-27,"STEP Aire",NA,NA,"IBV",507848170373.483
"695",2022-01-28,"STEP Aire",2,TRUE,"IAV",838226057439.778
"696",2022-01-28,"STEP Aire",2,TRUE,"IBV",677130893831.31
"697",2022-01-29,"STEP Aire",NA,NA,"IAV",879327560969.449
"698",2022-01-29,"STEP Aire",NA,NA,"IBV",451420595887.54
"699",2022-01-30,"STEP Aire",NA,NA,"IAV",920429064499.12
"700",2022-01-30,"STEP Aire",NA,NA,"IBV",225710297943.77
"701",2022-01-31,"STEP Aire",1,TRUE,"IAV",961530568028.791
"702",2022-01-31,"STEP Aire",1,TRUE,"IBV",0
"703",2022-02-01,"STEP Aire",NA,NA,"IAV",996238736788.791
"704",2022-02-01,"STEP Aire",NA,NA,"IBV",0
"705",2022-02-02,"STEP Aire",NA,NA,"IAV",1030946905548.79
"706",2022-02-02,"STEP Aire",NA,NA,"IBV",0
"707",2022-02-03,"STEP Aire",NA,NA,"IAV",1065655074308.79
"708",2022-02-03,"STEP Aire",NA,NA,"IBV",0
"709",2022-02-04,"STEP Aire",2,TRUE,"IAV",1100363243068.79
"710",2022-02-04,"STEP Aire",2,TRUE,"IBV",0
"711",2022-02-05,"STEP Aire",NA,NA,"IAV",733575495379.193
"712",2022-02-05,"STEP Aire",NA,NA,"IBV",0
"713",2022-02-06,"STEP Aire",NA,NA,"IAV",366787747689.597
"714",2022-02-06,"STEP Aire",NA,NA,"IBV",0
"715",2022-02-07,"STEP Aire",1,TRUE,"IAV",0
"716",2022-02-07,"STEP Aire",1,TRUE,"IBV",0
"717",2022-02-08,"STEP Aire",NA,NA,"IAV",429116398187.02
"718",2022-02-08,"STEP Aire",NA,NA,"IBV",380386882371.938
"719",2022-02-09,"STEP Aire",NA,NA,"IAV",858232796374.04
"720",2022-02-09,"STEP Aire",NA,NA,"IBV",760773764743.875
"721",2022-02-10,"STEP Aire",NA,NA,"IAV",1287349194561.06
"722",2022-02-10,"STEP Aire",NA,NA,"IBV",1141160647115.81
"723",2022-02-11,"STEP Aire",2,TRUE,"IAV",1716465592748.08
"724",2022-02-11,"STEP Aire",2,TRUE,"IBV",1521547529487.75
"725",2022-02-12,"STEP Aire",NA,NA,"IAV",1561474989752.44
"726",2022-02-12,"STEP Aire",NA,NA,"IBV",1259587715730.53
"727",2022-02-13,"STEP Aire",NA,NA,"IAV",1406484386756.81
"728",2022-02-13,"STEP Aire",NA,NA,"IBV",997627901973.307
"729",2022-02-14,"STEP Aire",2,TRUE,"IAV",1251493783761.17
"730",2022-02-14,"STEP Aire",2,TRUE,"IBV",735668088216.085
"731",2022-02-15,"STEP Aire",NA,NA,"IAV",1629566056005.46
"732",2022-02-15,"STEP Aire",NA,NA,"IBV",551751066162.064
"733",2022-02-16,"STEP Aire",NA,NA,"IAV",2007638328249.75
"734",2022-02-16,"STEP Aire",NA,NA,"IBV",367834044108.042
"735",2022-02-17,"STEP Aire",NA,NA,"IAV",2385710600494.04
"736",2022-02-17,"STEP Aire",NA,NA,"IBV",183917022054.021
"737",2022-02-18,"STEP Aire",2,TRUE,"IAV",2763782872738.33
"738",2022-02-18,"STEP Aire",2,TRUE,"IBV",0
"739",2022-02-19,"STEP Aire",NA,NA,"IAV",2972310672344.87
"740",2022-02-19,"STEP Aire",NA,NA,"IBV",49828485397.985
"741",2022-02-20,"STEP Aire",NA,NA,"IAV",3180838471951.42
"742",2022-02-20,"STEP Aire",NA,NA,"IBV",99656970795.97
"743",2022-02-21,"STEP Aire",NA,NA,"IAV",3389366271557.96
"744",2022-02-21,"STEP Aire",NA,NA,"IBV",149485456193.955
"745",2022-02-22,"STEP Aire",2,TRUE,"IAV",3597894071164.5
"746",2022-02-22,"STEP Aire",2,TRUE,"IBV",199313941591.94
"747",2022-02-23,"STEP Aire",NA,NA,"IAV",2955935919240.73
"748",2022-02-23,"STEP Aire",NA,NA,"IBV",409557739306.077
"749",2022-02-24,"STEP Aire",NA,NA,"IAV",2313977767316.95
"750",2022-02-24,"STEP Aire",NA,NA,"IBV",619801537020.213
"751",2022-02-25,"STEP Aire",2,TRUE,"IAV",1672019615393.18
"752",2022-02-25,"STEP Aire",2,TRUE,"IBV",830045334734.35
"753",2022-02-26,"STEP Aire",NA,NA,"IAV",2408662804000.46
"754",2022-02-26,"STEP Aire",NA,NA,"IBV",757567158244.593
"755",2022-02-27,"STEP Aire",NA,NA,"IAV",3145305992607.74
"756",2022-02-27,"STEP Aire",NA,NA,"IBV",685088981754.835
"757",2022-02-28,"STEP Aire",2,TRUE,"IAV",3881949181215.02
"758",2022-02-28,"STEP Aire",2,TRUE,"IBV",612610805265.078
"759",2022-03-01,"STEP Aire",NA,NA,"IAV",3988794065773.63
"760",2022-03-01,"STEP Aire",NA,NA,"IBV",549214871110.087
"761",2022-03-02,"STEP Aire",NA,NA,"IAV",4095638950332.24
"762",2022-03-02,"STEP Aire",NA,NA,"IBV",485818936955.095
"763",2022-03-03,"STEP Aire",NA,NA,"IAV",4202483834890.85
"764",2022-03-03,"STEP Aire",NA,NA,"IBV",422423002800.104
"765",2022-03-04,"STEP Aire",1,TRUE,"IAV",4309328719449.46
"766",2022-03-04,"STEP Aire",1,TRUE,"IBV",359027068645.113
"767",2022-03-05,"STEP Aire",NA,NA,"IAV",4251870325849.19
"768",2022-03-05,"STEP Aire",NA,NA,"IBV",377097084336.806
"769",2022-03-06,"STEP Aire",NA,NA,"IAV",4194411932248.92
"770",2022-03-06,"STEP Aire",NA,NA,"IBV",395167100028.499
"771",2022-03-07,"STEP Aire",NA,NA,"IAV",4136953538648.65
"772",2022-03-07,"STEP Aire",NA,NA,"IBV",413237115720.193
"773",2022-03-08,"STEP Aire",NA,NA,"IAV",4079495145048.37
"774",2022-03-08,"STEP Aire",NA,NA,"IBV",431307131411.886
"775",2022-03-09,"STEP Aire",NA,NA,"IAV",4022036751448.1
"776",2022-03-09,"STEP Aire",NA,NA,"IBV",449377147103.579
"777",2022-03-10,"STEP Aire",NA,NA,"IAV",3964578357847.83
"778",2022-03-10,"STEP Aire",NA,NA,"IBV",467447162795.272
"779",2022-03-11,"STEP Aire",NA,NA,"IAV",3907119964247.56
"780",2022-03-11,"STEP Aire",NA,NA,"IBV",485517178486.965
"781",2022-03-12,"STEP Aire",NA,NA,"IAV",3849661570647.29
"782",2022-03-12,"STEP Aire",NA,NA,"IBV",503587194178.659
"783",2022-03-13,"STEP Aire",NA,NA,"IAV",3792203177047.02
"784",2022-03-13,"STEP Aire",NA,NA,"IBV",521657209870.352
"785",2022-03-14,"STEP Aire",NA,NA,"IAV",3734744783446.75
"786",2022-03-14,"STEP Aire",NA,NA,"IBV",539727225562.045
"787",2022-03-15,"STEP Aire",NA,NA,"IAV",3677286389846.47
"788",2022-03-15,"STEP Aire",NA,NA,"IBV",557797241253.738
"789",2022-03-16,"STEP Aire",NA,NA,"IAV",3619827996246.2
"790",2022-03-16,"STEP Aire",NA,NA,"IBV",575867256945.432
"791",2022-03-17,"STEP Aire",NA,NA,"IAV",3562369602645.93
"792",2022-03-17,"STEP Aire",NA,NA,"IBV",593937272637.125
"793",2022-03-18,"STEP Aire",2,TRUE,"IAV",3504911209045.66
"794",2022-03-18,"STEP Aire",2,TRUE,"IBV",612007288328.818
"795",2022-03-19,"STEP Aire",NA,NA,"IAV",3833166562212.17
"796",2022-03-19,"STEP Aire",NA,NA,"IBV",664512439332.432
"797",2022-03-20,"STEP Aire",NA,NA,"IAV",4161421915378.69
"798",2022-03-20,"STEP Aire",NA,NA,"IBV",717017590336.046
"799",2022-03-21,"STEP Aire",2,TRUE,"IAV",4489677268545.2
"800",2022-03-21,"STEP Aire",2,TRUE,"IBV",769522741339.66
"801",2022-03-22,"STEP Aire",NA,NA,"IAV",4277408918862.98
"802",2022-03-22,"STEP Aire",NA,NA,"IBV",659590921148.28
"803",2022-03-23,"STEP Aire",NA,NA,"IAV",4065140569180.76
"804",2022-03-23,"STEP Aire",NA,NA,"IBV",549659100956.9
"805",2022-03-24,"STEP Aire",NA,NA,"IAV",3852872219498.54
"806",2022-03-24,"STEP Aire",NA,NA,"IBV",439727280765.52
"807",2022-03-25,"STEP Aire",NA,NA,"IAV",3640603869816.31
"808",2022-03-25,"STEP Aire",NA,NA,"IBV",329795460574.14
"809",2022-03-26,"STEP Aire",NA,NA,"IAV",3428335520134.09
"810",2022-03-26,"STEP Aire",NA,NA,"IBV",219863640382.76
"811",2022-03-27,"STEP Aire",NA,NA,"IAV",3216067170451.87
"812",2022-03-27,"STEP Aire",NA,NA,"IBV",109931820191.38
"813",2022-03-28,"STEP Aire",1,TRUE,"IAV",3003798820769.65
"814",2022-03-28,"STEP Aire",1,TRUE,"IBV",0
"815",2022-03-29,"STEP Aire",NA,NA,"IAV",2932776856784.84
"816",2022-03-29,"STEP Aire",NA,NA,"IBV",135967765981.271
"817",2022-03-30,"STEP Aire",NA,NA,"IAV",2861754892800.04
"818",2022-03-30,"STEP Aire",NA,NA,"IBV",271935531962.542
"819",2022-03-31,"STEP Aire",NA,NA,"IAV",2790732928815.24
"820",2022-03-31,"STEP Aire",NA,NA,"IBV",407903297943.812
"821",2022-04-01,"STEP Aire",2,TRUE,"IAV",2719710964830.43
"822",2022-04-01,"STEP Aire",2,TRUE,"IBV",543871063925.083
"823",2022-04-02,"STEP Aire",NA,NA,"IAV",2425071420967.35
"824",2022-04-02,"STEP Aire",NA,NA,"IBV",437270918871.223
"825",2022-04-03,"STEP Aire",NA,NA,"IAV",2130431877104.28
"826",2022-04-03,"STEP Aire",NA,NA,"IBV",330670773817.362
"827",2022-04-04,"STEP Aire",2,TRUE,"IAV",1835792333241.2
"828",2022-04-04,"STEP Aire",2,TRUE,"IBV",224070628763.502
"829",2022-04-05,"STEP Aire",NA,NA,"IAV",2608339215278.14
"830",2022-04-05,"STEP Aire",NA,NA,"IBV",298952196870.989
"831",2022-04-06,"STEP Aire",NA,NA,"IAV",3380886097315.08
"832",2022-04-06,"STEP Aire",NA,NA,"IBV",373833764978.476
"833",2022-04-07,"STEP Aire",NA,NA,"IAV",4153432979352.01
"834",2022-04-07,"STEP Aire",NA,NA,"IBV",448715333085.963
"835",2022-04-08,"STEP Aire",2,TRUE,"IAV",4925979861388.95
"836",2022-04-08,"STEP Aire",2,TRUE,"IBV",523596901193.45
"837",2022-04-09,"STEP Aire",NA,NA,"IAV",3923061072610.49
"838",2022-04-09,"STEP Aire",NA,NA,"IBV",668583162125.05
"839",2022-04-10,"STEP Aire",NA,NA,"IAV",2920142283832.02
"840",2022-04-10,"STEP Aire",NA,NA,"IBV",813569423056.65
"841",2022-04-11,"STEP Aire",1,TRUE,"IAV",1917223495053.56
"842",2022-04-11,"STEP Aire",1,TRUE,"IBV",958555683988.25
"843",2022-04-12,"STEP Aire",NA,NA,"IAV",1828464001736.83
"844",2022-04-12,"STEP Aire",NA,NA,"IBV",945794297627.342
"845",2022-04-13,"STEP Aire",NA,NA,"IAV",1739704508420.09
"846",2022-04-13,"STEP Aire",NA,NA,"IBV",933032911266.434
"847",2022-04-14,"STEP Aire",NA,NA,"IAV",1650945015103.36
"848",2022-04-14,"STEP Aire",NA,NA,"IBV",920271524905.526
"849",2022-04-15,"STEP Aire",2,TRUE,"IAV",1562185521786.63
"850",2022-04-15,"STEP Aire",2,TRUE,"IBV",907510138544.618
"851",2022-04-16,"STEP Aire",NA,NA,"IAV",1547679693698.06
"852",2022-04-16,"STEP Aire",NA,NA,"IBV",1229031626229.56
"853",2022-04-17,"STEP Aire",NA,NA,"IAV",1533173865609.49
"854",2022-04-17,"STEP Aire",NA,NA,"IBV",1550553113914.51
"855",2022-04-18,"STEP Aire",2,TRUE,"IAV",1518668037520.92
"856",2022-04-18,"STEP Aire",2,TRUE,"IBV",1872074601599.45
"857",2022-04-19,"STEP Aire",NA,NA,"IAV",1331103136999.44
"858",2022-04-19,"STEP Aire",NA,NA,"IBV",2076610692876.49
"859",2022-04-20,"STEP Aire",NA,NA,"IAV",1143538236477.96
"860",2022-04-20,"STEP Aire",NA,NA,"IBV",2281146784153.53
"861",2022-04-21,"STEP Aire",NA,NA,"IAV",955973335956.482
"862",2022-04-21,"STEP Aire",NA,NA,"IBV",2485682875430.57
"863",2022-04-22,"STEP Aire",2,TRUE,"IAV",768408435435.003
"864",2022-04-22,"STEP Aire",2,TRUE,"IBV",2690218966707.61
"865",2022-04-23,"STEP Aire",NA,NA,"IAV",697105182371.485
"866",2022-04-23,"STEP Aire",NA,NA,"IBV",2537564862336.13
"867",2022-04-24,"STEP Aire",NA,NA,"IAV",625801929307.968
"868",2022-04-24,"STEP Aire",NA,NA,"IBV",2384910757964.66
"869",2022-04-25,"STEP Aire",2,TRUE,"IAV",554498676244.45
"870",2022-04-25,"STEP Aire",2,TRUE,"IBV",2232256653593.18
"871",2022-04-26,"STEP Aire",NA,NA,"IAV",756936015413.703
"872",2022-04-26,"STEP Aire",NA,NA,"IBV",2189134325248.31
"873",2022-04-27,"STEP Aire",NA,NA,"IAV",959373354582.957
"874",2022-04-27,"STEP Aire",NA,NA,"IBV",2146011996903.43
"875",2022-04-28,"STEP Aire",3,TRUE,"IAV",1161810693752.21
"876",2022-04-28,"STEP Aire",3,TRUE,"IBV",2102889668558.56
"877",2021-12-03,"ARA Werdhölzli",2,TRUE,"IAV",1689503289775.83
"878",2021-12-03,"ARA Werdhölzli",2,TRUE,"IBV",153924321312.254
"879",2021-12-04,"ARA Werdhölzli",NA,NA,"IAV",1879824372457.78
"880",2021-12-04,"ARA Werdhölzli",NA,NA,"IBV",102616214208.169
"881",2021-12-05,"ARA Werdhölzli",NA,NA,"IAV",2070145455139.73
"882",2021-12-05,"ARA Werdhölzli",NA,NA,"IBV",51308107104.0847
"883",2021-12-06,"ARA Werdhölzli",2,TRUE,"IAV",2260466537821.68
"884",2021-12-06,"ARA Werdhölzli",2,TRUE,"IBV",0
"885",2021-12-07,"ARA Werdhölzli",NA,NA,"IAV",3102928039338.08
"886",2021-12-07,"ARA Werdhölzli",NA,NA,"IBV",0
"887",2021-12-08,"ARA Werdhölzli",NA,NA,"IAV",3945389540854.48
"888",2021-12-08,"ARA Werdhölzli",NA,NA,"IBV",0
"889",2021-12-09,"ARA Werdhölzli",NA,NA,"IAV",4787851042370.88
"890",2021-12-09,"ARA Werdhölzli",NA,NA,"IBV",0
"891",2021-12-10,"ARA Werdhölzli",1,TRUE,"IAV",5630312543887.28
"892",2021-12-10,"ARA Werdhölzli",1,TRUE,"IBV",0
"893",2021-12-11,"ARA Werdhölzli",NA,NA,"IAV",4869435133795.12
"894",2021-12-11,"ARA Werdhölzli",NA,NA,"IBV",0
"895",2021-12-12,"ARA Werdhölzli",NA,NA,"IAV",4108557723702.95
"896",2021-12-12,"ARA Werdhölzli",NA,NA,"IBV",0
"897",2021-12-13,"ARA Werdhölzli",2,TRUE,"IAV",3347680313610.79
"898",2021-12-13,"ARA Werdhölzli",2,TRUE,"IBV",0
"899",2021-12-14,"ARA Werdhölzli",NA,NA,"IAV",3046389040101.05
"900",2021-12-14,"ARA Werdhölzli",NA,NA,"IBV",0
"901",2021-12-15,"ARA Werdhölzli",NA,NA,"IAV",2745097766591.31
"902",2021-12-15,"ARA Werdhölzli",NA,NA,"IBV",0
"903",2021-12-16,"ARA Werdhölzli",NA,NA,"IAV",2443806493081.58
"904",2021-12-16,"ARA Werdhölzli",NA,NA,"IBV",0
"905",2021-12-17,"ARA Werdhölzli",2,TRUE,"IAV",2142515219571.84
"906",2021-12-17,"ARA Werdhölzli",2,TRUE,"IBV",0
"907",2021-12-18,"ARA Werdhölzli",NA,NA,"IAV",1906814027197.62
"908",2021-12-18,"ARA Werdhölzli",NA,NA,"IBV",0
"909",2021-12-19,"ARA Werdhölzli",NA,NA,"IAV",1671112834823.41
"910",2021-12-19,"ARA Werdhölzli",NA,NA,"IBV",0
"911",2021-12-20,"ARA Werdhölzli",2,TRUE,"IAV",1435411642449.19
"912",2021-12-20,"ARA Werdhölzli",2,TRUE,"IBV",0
"913",2021-12-21,"ARA Werdhölzli",NA,NA,"IAV",1399994068130.27
"914",2021-12-21,"ARA Werdhölzli",NA,NA,"IBV",0
"915",2021-12-22,"ARA Werdhölzli",NA,NA,"IAV",1364576493811.36
"916",2021-12-22,"ARA Werdhölzli",NA,NA,"IBV",0
"917",2021-12-23,"ARA Werdhölzli",NA,NA,"IAV",1329158919492.45
"918",2021-12-23,"ARA Werdhölzli",NA,NA,"IBV",0
"919",2021-12-24,"ARA Werdhölzli",2,TRUE,"IAV",1293741345173.53
"920",2021-12-24,"ARA Werdhölzli",2,TRUE,"IBV",0
"921",2021-12-25,"ARA Werdhölzli",NA,NA,"IAV",1243424957483.95
"922",2021-12-25,"ARA Werdhölzli",NA,NA,"IBV",0
"923",2021-12-26,"ARA Werdhölzli",NA,NA,"IAV",1193108569794.38
"924",2021-12-26,"ARA Werdhölzli",NA,NA,"IBV",0
"925",2021-12-27,"ARA Werdhölzli",2,TRUE,"IAV",1142792182104.8
"926",2021-12-27,"ARA Werdhölzli",2,TRUE,"IBV",0
"927",2021-12-28,"ARA Werdhölzli",NA,NA,"IAV",1081341960554.68
"928",2021-12-28,"ARA Werdhölzli",NA,NA,"IBV",33617482268.5236
"929",2021-12-29,"ARA Werdhölzli",NA,NA,"IAV",1019891739004.55
"930",2021-12-29,"ARA Werdhölzli",NA,NA,"IBV",67234964537.0472
"931",2021-12-30,"ARA Werdhölzli",NA,NA,"IAV",958441517454.426
"932",2021-12-30,"ARA Werdhölzli",NA,NA,"IBV",100852446805.571
"933",2021-12-31,"ARA Werdhölzli",NA,NA,"IAV",896991295904.302
"934",2021-12-31,"ARA Werdhölzli",NA,NA,"IBV",134469929074.094
"935",2022-01-01,"ARA Werdhölzli",2,TRUE,"IAV",835541074354.177
"936",2022-01-01,"ARA Werdhölzli",2,TRUE,"IBV",168087411342.618
"937",2022-01-02,"ARA Werdhölzli",NA,NA,"IAV",1160540136216.05
"938",2022-01-02,"ARA Werdhölzli",NA,NA,"IBV",84043705671.309
"939",2022-01-03,"ARA Werdhölzli",2,TRUE,"IAV",1485539198077.92
"940",2022-01-03,"ARA Werdhölzli",2,TRUE,"IBV",0
"941",2022-01-04,"ARA Werdhölzli",NA,NA,"IAV",1334092344465.86
"942",2022-01-04,"ARA Werdhölzli",NA,NA,"IBV",52940010182.1264
"943",2022-01-05,"ARA Werdhölzli",NA,NA,"IAV",1182645490853.79
"944",2022-01-05,"ARA Werdhölzli",NA,NA,"IBV",105880020364.253
"945",2022-01-06,"ARA Werdhölzli",NA,NA,"IAV",1031198637241.73
"946",2022-01-06,"ARA Werdhölzli",NA,NA,"IBV",158820030546.379
"947",2022-01-07,"ARA Werdhölzli",NA,NA,"IAV",879751783629.668
"948",2022-01-07,"ARA Werdhölzli",NA,NA,"IBV",211760040728.506
"949",2022-01-08,"ARA Werdhölzli",4,TRUE,"IAV",728304930017.605
"950",2022-01-08,"ARA Werdhölzli",4,TRUE,"IBV",264700050910.632
"951",2022-01-09,"ARA Werdhölzli",NA,NA,"IAV",637699783272.149
"952",2022-01-09,"ARA Werdhölzli",NA,NA,"IBV",347936486673.16
"953",2022-01-10,"ARA Werdhölzli",4,TRUE,"IAV",547094636526.694
"954",2022-01-10,"ARA Werdhölzli",4,TRUE,"IBV",431172922435.688
"955",2022-01-11,"ARA Werdhölzli",NA,NA,"IAV",565089806287.867
"956",2022-01-11,"ARA Werdhölzli",NA,NA,"IBV",351204067031.169
"957",2022-01-12,"ARA Werdhölzli",NA,NA,"IAV",583084976049.04
"958",2022-01-12,"ARA Werdhölzli",NA,NA,"IBV",271235211626.649
"959",2022-01-13,"ARA Werdhölzli",NA,NA,"IAV",601080145810.213
"960",2022-01-13,"ARA Werdhölzli",NA,NA,"IBV",191266356222.13
"961",2022-01-14,"ARA Werdhölzli",4,TRUE,"IAV",619075315571.386
"962",2022-01-14,"ARA Werdhölzli",4,TRUE,"IBV",111297500817.611
"963",2022-01-15,"ARA Werdhölzli",NA,NA,"IAV",692360138870.509
"964",2022-01-15,"ARA Werdhölzli",NA,NA,"IBV",277448832443.275
"965",2022-01-16,"ARA Werdhölzli",NA,NA,"IAV",765644962169.633
"966",2022-01-16,"ARA Werdhölzli",NA,NA,"IBV",443600164068.939
"967",2022-01-17,"ARA Werdhölzli",4,TRUE,"IAV",838929785468.756
"968",2022-01-17,"ARA Werdhölzli",4,TRUE,"IBV",609751495694.603
"969",2022-01-18,"ARA Werdhölzli",NA,NA,"IAV",767024714855.119
"970",2022-01-18,"ARA Werdhölzli",NA,NA,"IBV",507345286978.132
"971",2022-01-19,"ARA Werdhölzli",NA,NA,"IAV",695119644241.482
"972",2022-01-19,"ARA Werdhölzli",NA,NA,"IBV",404939078261.661
"973",2022-01-20,"ARA Werdhölzli",NA,NA,"IAV",623214573627.846
"974",2022-01-20,"ARA Werdhölzli",NA,NA,"IBV",302532869545.189
"975",2022-01-21,"ARA Werdhölzli",4,TRUE,"IAV",551309503014.209
"976",2022-01-21,"ARA Werdhölzli",4,TRUE,"IBV",200126660828.718
"977",2022-01-22,"ARA Werdhölzli",NA,NA,"IAV",435207302112.524
"978",2022-01-22,"ARA Werdhölzli",NA,NA,"IBV",429995229640.765
"979",2022-01-23,"ARA Werdhölzli",NA,NA,"IAV",319105101210.839
"980",2022-01-23,"ARA Werdhölzli",NA,NA,"IBV",659863798452.811
"981",2022-01-24,"ARA Werdhölzli",2,TRUE,"IAV",203002900309.154
"982",2022-01-24,"ARA Werdhölzli",2,TRUE,"IBV",889732367264.858
"983",2022-01-25,"ARA Werdhölzli",NA,NA,"IAV",270590538656.921
"984",2022-01-25,"ARA Werdhölzli",NA,NA,"IBV",1076481794911.71
"985",2022-01-26,"ARA Werdhölzli",NA,NA,"IAV",338178177004.688
"986",2022-01-26,"ARA Werdhölzli",NA,NA,"IBV",1263231222558.56
"987",2022-01-27,"ARA Werdhölzli",NA,NA,"IAV",405765815352.454
"988",2022-01-27,"ARA Werdhölzli",NA,NA,"IBV",1449980650205.42
"989",2022-01-28,"ARA Werdhölzli",2,TRUE,"IAV",473353453700.221
"990",2022-01-28,"ARA Werdhölzli",2,TRUE,"IBV",1636730077852.27
"991",2022-01-29,"ARA Werdhölzli",NA,NA,"IAV",507559117345.508
