"date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","pathogen","measuring_period"
2022-05-06,6.4230568266091e-08,0,0.387972315913827,8.04147173197078e-08,0,0.202567406259652,9.19227120403711e-08,0,0.258861783362327,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-05-13,1.37103001237867e-07,0,0.277180901972936,8.35955908562023e-08,0,0.217985038793443,8.93518452349681e-08,0,0.252404785213497,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-05-20,2.00586066438698e-07,0,0.277180965456002,8.64073010538046e-08,0,0.233561074101075,8.06931671165911e-08,0,0.246832589453778,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-05-27,2.36648531391956e-07,0,0.277181001518467,9.03220516260108e-08,0,0.242865377372505,9.10482591287835e-08,0,0.254025837522704,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-06-03,2.27259163621012e-07,0,0.725829847946155,9.02977405524108e-08,0,0.240894430666435,1.33633042284774e-07,0,0.264734739396383,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-06-10,1.54386730649236e-07,0,0.643379348338081,8.38716219545045e-08,0,0.238968593791826,1.89556077003566e-07,0,0.269288707289554,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-06-17,0,0,0.593958781864147,9.59315399777405e-08,0,0.246217295154608,3.38514217641854e-07,0,0.265888154257705,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-06-24,0,0,0.537123260663703,1.38895003484503e-07,0,0.256157973900668,6.45426235491649e-07,0,0.254376970477889,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-07-01,0,0,0.277180764869935,1.91593763671693e-07,0,0.259438854662113,1.0481882398064e-06,0,0.245910607534585,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-07-08,0,0,0,3.3144428352609e-07,0,0.256395929410098,1.59289173751341e-06,0,0.242903574119226,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-07-15,0,0,0,6.0710391511454e-07,0,0.249181686104748,2.35863771414472e-06,0,0.23551167367532,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-07-22,0,0,0.643379193951351,9.54265743254049e-07,0,0.242280064355243,3.30041157055146e-06,0,0.227892668165064,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-07-29,0,0,0.593958781864147,1.43010949094522e-06,0,0.237640370438822,4.35299738481855e-06,0,0.226057159390657,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-08-05,0,0,0.686986648424734,2.10502215733897e-06,0,0.230464143554792,5.53316226337423e-06,0,0.220380075430303,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-08-12,9.25924686699173e-07,0,0.593959707788834,2.93450774147778e-06,0,0.223464177503691,6.91095599150342e-06,0,0.205539151460585,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
2022-08-19,2.1600718297273e-06,0,0.387974411755089,3.87389952377269e-06,0,0.222621296950671,8.34703598263958e-06,0,0.190622069236962,NA,NA,NA,NA,NA,NA,NA,4,"IVA","2021/22"
