"","date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type"
"138",2021-12-23,0,0,14.7536300726138,10.336884874211,0,25.6195026091245,1.22236166452767e-43,0,3.71215912804874,0.105446057887272,0,7.90817580407479,1.20726510363102,1.35770552064237e-40,0,7.90817580407479,"ARA Basel","IAV"
"139",2021-12-24,0,0,2.83224172601133,0.185539526442329,0,11.8961213756344,1.35260053095508e-37,0,8.59990817159087,0.192089595178372,0,4.17742989412738,2.19925779754969,2.47331298160473e-40,0,4.17742989412738,"ARA Basel","IAV"
"140",2021-12-25,0,0,2.74594881328677,0.183790009050134,0,9.30666602949169,7.27480485090008e-32,0,14.1008728617827,0.324265284523032,0,3.7650398376802,3.71255379449226,4.17518469415186e-40,0,3.7650398376802,"ARA Basel","IAV"
"141",2021-12-26,0,0,3.2941962878473,0.197295562684548,0,7.62569391456978,1.63163639687917e-26,0,21.5874069873345,0.492138398413496,0,7.42575428255585,5.63455406931046,6.33669037832044e-40,0,7.42575428255585,"ARA Basel","IAV"
"142",2021-12-27,0,0,2.87209763745067,0.202056264381168,0,6.47207850313764,1.81423225896264e-21,0,28.3881777434605,0.661909984625239,0,9.25456007744095,7.57829019115427,8.52264046944963e-40,0,9.25456007744095,"ARA Basel","IAV"
"143",2021-12-28,0,0,1.94631672137839,0.216808095538588,0,6.85378450971703,1.055785779074e-16,0,29.6642837426236,0.798268697078583,0,10.8890145196342,9.13947814278892,1.02783720766356e-39,0,10.8890145196342,"ARA Basel","IAV"
"144",2021-12-29,0,0,8.67929856051881,0.258208078328229,0,8.52515634709903,2.91818349458382e-12,0,26.8511978715828,0.88890264599699,0,33.377910455533,10.177157558472,1.14453594757312e-39,0,33.377910455533,"ARA Basel","IAV"
"145",2021-12-30,0.26088850174216,0,18.0190531121818,0.298713843631922,0,9.87346499092254,3.18225002399783e-08,0,26.7449802418095,0.941805631942306,0,25.5166347029584,10.7828505784516,1.21274097292007e-39,0,25.5166347029584,"ARA Basel","IAV"
"146",2021-12-31,0.521777003484321,0,18.2434828432573,0.336386545145306,0,11.1964284846754,0.000103344667837673,0,31.7795377920996,0.972872873099459,0,35.2336575341801,11.1389187749695,1.58485191924554e-39,0,35.2336575341801,"ARA Basel","IAV"
"147",2022-01-01,0.782665505226481,0,9.13533956526908,1.97040510242935,0,14.2309952634611,0.0715115231412426,0,37.795165465295,2.74726051060156,0,35.0286862869548,25.9287031060324,6.68169910371529e-14,0,35.0286862869548,"ARA Basel","IAV"
"148",2022-01-02,1.04355400696864,0,8.32654258520484,6.49790382744456,0,19.5790459781775,7.02443552702267,0,52.2589305960902,125.119600399667,50.8453197768661,232.255892234227,232.255892234227,50.8453197768661,84.1320872312167,166.107113568117,"ARA Basel","IAV"
"149",2022-01-03,0,0,38.1928582698092,13.5208781151824,0,27.3992990803633,89.5353340753284,16.9466506538682,162.124017496788,56.1895810632692,17.3955031939993,94.9836589325391,67.9305096669473,45.5488840274251,17.3955031939993,94.9836589325391,"ARA Basel","IAV"
"150",2022-01-04,0,0,77.8347020208147,22.6413233606342,7.29863348055891,37.9840132407094,253.151392880732,0,558.865858747309,13.9174033478892,0,34.3836525070709,15.4132874411547,12.4968825317253,0,34.3836525070709,"ARA Basel","IAV"
"151",2022-01-05,1.95121951219512,0,5.96990169304412,35.283794291137,8.78512416911841,61.7824644131556,337.295841637781,0,1039.9252394335,5.78023754026357,0,12.5465224455937,6.22267382638841,5.35390127810454,0,12.5465224455937,"ARA Basel","IAV"
"152",2022-01-06,0,0,33.0438772412753,52.5559811284122,0,115.230820500841,345.04277927909,0,1196.31903821514,3.07868715026374,0.490661894806551,5.66671240572094,3.27906613440647,2.88454155971043,0.490661894806551,5.66671240572094,"ARA Basel","IAV"
"153",2022-01-07,0,0,36.3648539079185,73.5845825090279,0,183.56883507446,339.846351300006,0,1365.70841141054,1.88726706994218,0,3.79906588007376,2.00469898572186,1.7733322410682,0,3.79906588007376,"ARA Basel","IAV"
"154",2022-01-08,0,0,45.0358646810943,93.8527800648876,0,260.077100279477,351.962646237561,0,1634.06419310132,1.38254435120404,0,3.43336876139674,1.4679512612136,1.29966304732679,0,3.43336876139674,"ARA Basel","IAV"
"155",2022-01-09,0,0,11.2334131209636,116.485577038264,0,357.816198097426,353.489304926904,0,2317.66942173171,1.1809983614988,0,3.18709140768957,1.25365508606141,1.11048163143224,0,3.18709140768957,"ARA Basel","IAV"
"156",2022-01-10,325.348432055749,236.928902966136,413.767961145363,139.786072666302,0,458.021000035475,337.076269116927,0,3872.77944431728,1.08436069802195,0,2.9427327508343,1.15116199182127,1.0195295094871,0,2.9427327508343,"ARA Basel","IAV"
"157",2022-01-11,260.210801393728,169.598228100246,350.823374687211,158.282530246711,0,585.783171157222,307.65849552309,0,3462.82243088318,0.996137625417211,0,2.63260082784765,1.05887103605152,0.93529434932882,0,2.63260082784765,"ARA Basel","IAV"
"158",2022-01-12,195.073170731707,0,632.415353927744,176.902126922455,0,762.339035512036,250.817401921145,0,1794.99760965457,0.885028208456925,0,2.79112071363922,0.943921330984282,0.828006897180108,0,2.79112071363922,"ARA Basel","IAV"
"159",2022-01-13,209.132404181185,0,1504.16130917365,192.030225849797,0,889.982821467065,186.989167956333,0,1667.17381389724,0.758980417488286,0,2.55101227818755,0.814420227658436,0.705468967576355,0,2.55101227818755,"ARA Basel","IAV"
"160",2022-01-14,223.191637630662,0,1726.82784036434,199.924894278721,0,1008.60338617616,132.908241520138,0,1639.42957419605,0.629455512209741,0,2.03328689843082,0.682132260997428,0.57886763057367,0,2.03328689843082,"ARA Basel","IAV"
"161",2022-01-15,281.770034843206,0,1357.19117471032,204.496429329566,0,1112.54759536278,91.4277092126209,0,1455.09970502011,0.520843308969289,0,1.6326887462795,0.572363274473963,0.47172136872654,0,1.6326887462795,"ARA Basel","IAV"
"162",2022-01-16,340.348432055749,0,1154.83435896453,204.493577695702,0,1128.65925637987,64.4798832123645,0,1116.09095525581,0.445378880747771,0,1.38969996018997,0.498184749983189,0.395493061833425,0,1.38969996018997,"ARA Basel","IAV"
"163",2022-01-17,254.820557491289,0,4185.89172789706,196.910247020238,0,1135.52469968732,51.3461056451284,0,747.238336139834,0.409084677539261,0,1.32550564706652,0.46661849440425,0.355287888234732,0,1.32550564706652,"ARA Basel","IAV"
"164",2022-01-18,169.292682926829,0,6900.12177383616,187.406852328709,0,1150.14305586734,47.4820581877353,0,570.13880831422,0.42631283681485,0,1.46943339304838,0.494124773790006,0.363442560850302,0,1.46943339304838,"ARA Basel","IAV"
"165",2022-01-19,139.740418118467,0,1012.13865850986,176.546870598908,0,1108.57808181175,49.5785369625565,0,638.161062004677,0.51521282795758,0,1.67845831510183,0.601329540343736,0.435667476454554,0,1.67845831510183,"ARA Basel","IAV"
"166",2022-01-20,110.188153310105,0,2843.84390486551,162.912959697615,0,1054.14689255911,59.8366043261382,0,922.242212076839,0.700117399989593,0,1.94584957175624,0.813815456393738,0.594866209734438,0,1.94584957175624,"ARA Basel","IAV"
"167",2022-01-21,114.458768873403,0,2592.61736186616,151.972532372853,0,1011.81089611567,79.5083974392013,0,1278.93522884227,0.999075330260396,0,2.23525079429083,1.14646339109014,0.861698898219702,0,2.23525079429083,"ARA Basel","IAV"
"168",2022-01-22,118.729384436702,0,1013.5652116,143.401221517976,0,946.237808562598,106.872795811844,0,1603.20718575448,1.36419856817424,0.188548605127207,2.53984853122127,1.53976807358864,1.19911991337522,0.188548605127207,2.53984853122127,"ARA Basel","IAV"
"169",2022-01-23,123,0,801.789074273592,136.874660026339,0,832.038045030211,141.584308442478,0,2221.20765536489,1.66241054801027,0,3.41033143773142,1.8470678681096,1.48735191761822,0,3.41033143773142,"ARA Basel","IAV"
"170",2022-01-24,104.469337979094,0,913.22897396,133.395578214003,0,733.712368916774,183.852108497143,0,3034.90774344577,1.80730583874324,0,5.26602491346714,1.98158786320151,1.64094107229309,0,5.26602491346714,"ARA Basel","IAV"
"171",2022-01-25,85.9386759581882,0,460.625202617003,134.316987333084,0,742.542282070737,213.57137729257,0,3036.56618519684,1.7644290192733,0,15.7652271212198,1.91645398489092,1.61860373055809,0,15.7652271212198,"ARA Basel","IAV"
"172",2022-01-26,117.020731707317,0,805.561463358534,139.839941681012,0,836.006233273335,213.873601004153,0,2294.70142293245,1.56509934824602,0,8.9150052769691,1.69157119322542,1.44347659237292,0,8.9150052769691,"ARA Basel","IAV"
"173",2022-01-27,148.102787456446,0,1955.74590226466,144.001906540204,0,932.604026824062,206.716937117433,0,1653.50910353203,1.32614586680838,0,5.99335865740898,1.43132282051184,1.2249295459779,0,5.99335865740898,"ARA Basel","IAV"
"174",2022-01-28,139.571428571429,0,1499.65541207198,147.69062515192,0,1048.3565778492,202.67263334423,0,1390.98511744041,1.13856113582006,0,6.73219016381366,1.22966145141394,1.05092066805232,0,6.73219016381366,"ARA Basel","IAV"
"175",2022-01-29,131.040069686411,0,750.032670231805,152.118150264674,0,1157.02614169285,199.95400217669,0,1402.97661014269,1.03807229599378,0,5.55252332699601,1.1220932637737,0.957277858094535,0,5.55252332699601,"ARA Basel","IAV"
"176",2022-01-30,122.508710801394,0,515.281285773169,153.544657215121,0,1197.85685845924,208.808979545368,0,1381.10225861875,1.01596874366328,0,4.09689652568987,1.09805721377751,0.9370272986965,0,4.09689652568987,"ARA Basel","IAV"
"177",2022-01-31,235.12543554007,0,2595.66689186075,155.018801121157,0,1219.78843108425,234.216308996864,0,1229.09781897795,1.0603282890807,0,7.93227382663864,1.14383396073001,0.979945947364116,0,7.93227382663864,"ARA Basel","IAV"
"178",2022-02-01,347.742160278746,0,6109.930442466,163.268406079474,0,1235.2839692017,249.867227458525,0,1123.88618859339,1.12426903407869,0,27.8551064849771,1.2095041530599,1.04210706911866,0,27.8551064849771,"ARA Basel","IAV"
"179",2022-02-02,267.142857142857,0,1195.6792040374,173.080024806775,0,1204.57714752265,243.542066473782,0,1642.86572779854,1.13600071380991,0,21.9962086763201,1.22000857162196,1.05494987374171,0,21.9962086763201,"ARA Basel","IAV"
"180",2022-02-03,1.20905923344948,0,2132.27558034211,180.084216620543,0,1167.68361538548,229.961284650896,0,2821.34111373737,1.07423697897636,0,11.6536643716021,1.1539147246894,0.997371925164618,0,11.6536643716021,"ARA Basel","IAV"
"181",2022-02-04,37.7921022067364,0,1970.62860872223,188.468366380013,0,1143.28639805909,218.526945671994,0,3050.35304191558,0.991027819558792,0,10.2009884767677,1.06620903480969,0.918558922262068,0,10.2009884767677,"ARA Basel","IAV"
"182",2022-02-05,74.3751451800232,0,815.040449541351,196.204460445717,0,1093.85135792783,230.83958856653,0,2364.76974288988,0.965885982293934,0,9.10481915622034,1.03985397716309,0.894610917091336,0,9.10481915622034,"ARA Basel","IAV"
"183",2022-02-06,110.95818815331,0,510.075942458095,197.975282873068,0,1052.69946511308,310.717441377931,0,2842.65083627864,1.09296323903104,0,20.0327161315817,1.17201431626801,1.0166356790461,0,20.0327161315817,"ARA Basel","IAV"
"184",2022-02-07,356.707317073171,0,2468.10263687005,199.55538968041,0,1053.88709851205,476.806028322582,0,4293.64633374157,1.44099252558441,0,11.4062346428459,1.53082635037685,1.35383886539836,0,11.4062346428459,"ARA Basel","IAV"
"185",2022-02-08,343.064459930314,92.1875043178405,593.941415542787,216.919818180773,0,1098.46609951926,739.132719213081,0,4585.04981426774,1.92819114137571,0,6.02004868427932,2.02610300700386,1.83267163893469,0,6.02004868427932,"ARA Basel","IAV"
"186",2022-02-09,329.421602787456,23.6432507844353,635.199954790477,254.067946038387,0,1190.65198971009,1078.15060558822,0,2629.33378378777,2.25634086164307,0.146475774419739,4.36620594886641,2.34959906862332,2.16494569947334,0.146475774419739,4.36620594886641,"ARA Basel","IAV"
"187",2022-02-10,243.369337979094,0,3239.02060754469,307.645928084993,0,1343.44594584079,1353.45581889366,833.017545010695,1873.89409277662,2.20750784077199,0.744824332423423,3.67019134912056,2.28500157139085,2.13133290280989,0.744824332423423,3.67019134912056,"ARA Basel","IAV"
"188",2022-02-11,157.317073170732,0,4067.70646313645,374.29991915233,0,1559.63677209323,1496.07190916933,1020.46612429493,1971.67769404373,1.91871405382231,0,5.25558878846374,1.97918049712793,1.85917297340328,0,5.25558878846374,"ARA Basel","IAV"
"189",2022-02-12,155.843205574913,0,1581.86426906836,447.737519136781,0,1742.26993224135,1522.44994498137,1186.27398310951,1858.62590685322,1.58520418287885,0,7.19636939768167,1.63253523534744,1.53855995568017,0,7.19636939768167,"ARA Basel","IAV"
"190",2022-02-13,154.369337979094,0,1078.58963631424,527.303652627803,0,1832.71709140775,1232.73487329746,1024.12672162768,1441.34302496724,1.24278328227634,0,4.53723302629988,1.28041731655586,1.20570300183057,0,4.53723302629988,"ARA Basel","IAV"
"191",2022-02-14,224.441347270616,0,4321.91234327455,618.100461496748,0,1898.64817735571,720.843326870512,549.185115153366,892.501538587657,0.902708435887841,0,2.72564133503255,0.932962636810092,0.872946161606131,0,2.72564133503255,"ARA Basel","IAV"
"192",2022-02-15,294.513356562137,0,8962.45987457727,654.571858859839,0,1925.67494426973,369.115480354351,200.568969540215,537.661991168488,0.600386869088979,0,2.01417727159121,0.625047046105839,0.576216322534555,0,2.01417727159121,"ARA Basel","IAV"
"193",2022-02-16,364.585365853659,0,752.396705007101,668.387537478327,0,1862.74710596338,148.308921205109,0,326.300457399931,0.361845898185858,0,1.77346980095608,0.382275045561378,0.341970253777953,0,1.77346980095608,"ARA Basel","IAV"
"194",2022-02-17,1712.71080139373,950.847403499719,2474.57419928774,700.279408049003,0,1797.24075652496,39.0872795195493,0,224.187982115403,0.209797444503874,0,1.52478151490514,0.227581615593956,0.19272725770626,0,1.52478151490514,"ARA Basel","IAV"
"195",2022-02-18,3060.8362369338,2327.19969474515,3794.47277912245,695.631289711324,0,1725.0748682439,8.682687477472,0,192.727046080467,0.10765086855661,0,1.23237299958696,0.123230118399533,0.0931110330100208,0,1.23237299958696,"ARA Basel","IAV"
"196",2022-02-19,1530.93728222997,925.557453105593,2136.31711135434,662.361856468185,0,1529.82507562964,2.01424011948496,0,152.982527952719,0.0440536079963768,0,0.981797019347894,0.0571007274978754,0.0326789629952879,0,0.981797019347894,"ARA Basel","IAV"
"197",2022-02-20,1.0383275261324,0,302.18818617228,646.442475442604,0,1306.43755847288,0.459172840486511,0,102.675683897328,0.0173568379320044,0,0.854375668314878,0.0289040673371751,0.00872680157752321,0,0.854375668314878,"ARA Basel","IAV"
"198",2022-02-21,1.07142857142857,0,130.147198148579,600.688325652695,117.579185350293,1083.7974659551,0.141148273615576,0,63.3887357373753,0.00766956304817322,0,1.33630550236673,0.0192694895451863,0.00137398716228203,0,1.33630550236673,"ARA Basel","IAV"
"199",2022-02-22,1.10452961672474,0,129.833661580804,513.285580238563,220.869656358429,805.701504118697,0.0846926218156211,0,73.7500491260489,0.0040363698085466,0,4.87942357185352,0.0171444578893226,3.04232685946405e-05,0,4.87942357185352,"ARA Basel","IAV"
"200",2022-02-23,200.277003484321,5.43396140770417,395.120045560937,442.770106104494,285.991687048569,599.548525160418,0.101793040188352,0,189.594308347085,0.00401106570484838,0,34.3708166538232,0.0231811467173818,3.48162710859029e-07,0,34.3708166538232,"ARA Basel","IAV"
"201",2022-02-24,399.449477351916,13.432722704185,785.466231999648,362.850835742295,246.532509547317,479.169161937273,0.261323283476053,0,405.160131289406,0.0105178488761168,0,17.4946820337048,0.0534381690163971,8.74448004682961e-06,0,17.4946820337048,"ARA Basel","IAV"
"202",2022-02-25,200.311846689895,0,605.819124010132,269.61299550126,166.093845286189,373.132145716331,1.39827213662152,0,543.147590810427,0.0768062105205747,0,8.12416159837436,0.222686494769626,0.00782528217453195,0,8.12416159837436,"ARA Basel","IAV"
"203",2022-02-26,1.17421602787456,0,140.986550937224,212.755422116385,104.362660060668,321.148184172102,9.64420474996716,0,464.611333852538,0.924756948809361,0,9.19253575802712,1.53552021631224,0.467409201810865,0,9.19253575802712,"ARA Basel","IAV"
"204",2022-02-27,0.587108013937282,0,84.4979363963123,195.634325210825,74.5434042661854,316.725246155465,44.0825842492863,0,471.734397660771,5.98956724502765,0,15.4252949962404,7.67032703102188,4.51421262113566,0,15.4252949962404,"ARA Basel","IAV"
"205",2022-02-28,0,0,99.0993207021277,185.599819459379,51.9181425344891,319.281496384268,100.0634184568,0,665.084546173027,7.60126337643268,1.77838035020188,13.4241464026635,8.84855296315196,6.44753390650895,1.77838035020188,13.4241464026635,"ARA Basel","IAV"
"206",2022-03-01,138.501742160279,36.0947273030126,240.908757017545,182.772110509871,34.2150560661245,331.329164953618,100.528051006049,0,641.003871430514,4.10930134141035,0,8.54166319104464,4.6398740614211,3.61052893338732,0,8.54166319104464,"ARA Basel","IAV"
"207",2022-03-02,277.003484320558,181.274590580784,372.732378060331,187.27140401013,17.2285941059527,357.314213914307,36.0689663736696,0,351.290361948127,1.89138451050812,0,7.7715838020577,2.13981212522499,1.65808897961685,0,7.7715838020577,"ARA Basel","IAV"
"208",2022-03-03,300.358885017422,0,1136.63131203691,187.5736472379,0,376.886834954024,4.64610316578512,0,153.097201635559,0.784347273637277,0,5.43203048147272,0.918856195231392,0.660349413841156,0,5.43203048147272,"ARA Basel","IAV"
"209",2022-03-04,323.714285714286,0,1080.05687410361,177.662683056687,0,376.012896505946,0.270160866107624,0,75.7991019987961,0.221012941318608,0,4.44261723165278,0.293592682583693,0.158620247017965,0,4.44261723165278,"ARA Basel","IAV"
"210",2022-03-05,347.06968641115,133.174713181895,560.964659640405,165.920560492956,0,371.792043132297,0.00722766489542372,0,50.3176246423494,0.0348848690356896,0,4.06000623907889,0.0716091055068854,0.0112673087997413,0,4.06000623907889,"ARA Basel","IAV"
"211",2022-03-06,370.425087108014,314.290077862792,426.560096353236,160.240181156886,0,371.411123054037,8.38452402748507e-05,0,40.4828199598538,0.00368022032621932,0,4.60821248254471,0.0227269645075842,7.34655284315651e-08,0,4.60821248254471,"ARA Basel","IAV"
"212",2022-03-07,185.740418118467,0,849.047566405076,146.772688493552,0,350.635920772924,9.94992205671592e-07,0,32.3006219545273,0.0010244124014499,0,3.26271154000461,0.0116724983156925,1.73820737101883e-36,0,3.26271154000461,"ARA Basel","IAV"
"213",2022-03-08,1.05574912891986,0,1132.67060384285,125.936247152136,0,320.59530521122,1.62244430176522e-07,0,24.1351123523745,0.00168842850039009,0,2.47913970641309,0.0193315701405888,2.63813273610526e-42,0,2.47913970641309,"ARA Basel","IAV"
"214",2022-03-09,1.07229965156794,0,108.91376379359,108.52789839242,0,293.586804389467,3.67532651019358e-08,0,17.8230775929974,0.00331887636369431,0,2.46125538648735,0.0379982461260049,4.28498443245344e-42,0,2.46125538648735,"ARA Basel","IAV"
"215",2022-03-10,1.08885017421603,0,142.625205244098,85.885368909115,0,248.640473431898,3.6194542437189e-08,0,19.1172963863951,0.00656839370939765,0,2.02067210280329,0.0752023670884042,8.46189112432844e-42,0,2.02067210280329,"ARA Basel","IAV"
"216",2022-03-11,1.06213704994193,0,90.7727769546399,59.7320238490386,0,201.889781820023,3.17710157644876e-07,0,26.0980002455398,0.0130105992584477,0,7.36767303338347,0.148959997989144,1.67671629853173e-41,0,7.36767303338347,"ARA Basel","IAV"
"217",2022-03-12,1.03542392566783,0,30.9791424598638,39.4695644401458,0,160.801299009217,1.75992461735602e-05,0,35.6030733596664,0.0256918033631253,0,11.7690338351986,0.294150468753008,3.44627014887312e-41,0,11.7690338351986,"ARA Basel","IAV"
"218",2022-03-13,1.00871080139373,0,8.18543283185034,23.5291664921014,0,111.646870838638,0.00325586559507696,0,47.4646826222691,0.0542715006593046,0,9.59697461950812,0.621036579378701,6.93927195447102e-38,0,9.59697461950812,"ARA Basel","IAV"
"219",2022-03-14,1.21428571428571,0,41.681999344477,11.1056604404873,0,72.5899963751067,0.782943521780794,0,68.352580141829,1.97623113935568,0,30.7553474169976,7.92162637282065,0.0256421751819406,0,30.7553474169976,"ARA Basel","IAV"
"220",2022-03-15,1.4198606271777,0,90.5613666334926,6.19975904059905,0,51.2978969228808,69.024505373376,0,263.771103926423,169.452046143052,132.058832930738,211.435934611731,211.435934611731,132.058832930738,137.576267402415,201.327824883688,"ARA Basel","IAV"
"221",2022-03-16,1.26742160278746,0,18.5120589992471,29.4126281251905,0,69.7086091189158,619.330571912586,258.596773110995,980.064370714178,41.2835558800168,0,85.791906858583,44.4220851229929,38.2584886416146,0,85.791906858583,"ARA Basel","IAV"
"222",2022-03-17,1.11498257839721,0,50.7232601466907,70.6443202835093,17.9711091486074,123.317531418411,1223.85106135423,697.857278829239,1749.84484387923,10.2829460260961,0,74.770472582609,10.7489041766369,9.82717396624483,0,74.770472582609,"ARA Basel","IAV"
"223",2022-03-18,1.06533101045296,0,63.0312352049384,127.649301628955,52.8512524745274,202.447350783382,1659.74698951424,514.028124700425,2805.46585432806,4.95498464143879,0,58.3949453592798,5.12040654591735,4.79224219683554,0,58.3949453592798,"ARA Basel","IAV"
"224",2022-03-19,1.01567944250871,0,25.5691688786888,220.433099409362,96.4203602175202,344.445838601204,1914.44601928358,134.896352051618,3693.99568651554,2.91447185801076,0,44.1093245611101,2.99751149427227,2.8325828515343,0,44.1093245611101,"ARA Basel","IAV"
"225",2022-03-20,1.0609756097561,0,29.2777063038286,340.32134821642,119.28415977823,561.35853665461,1957.63562663953,0,4938.21018801951,1.95565377050807,0,18.3664462105043,2.0075230107026,1.90445420606488,0,18.3664462105043,"ARA Basel","IAV"
"226",2022-03-21,1.10627177700348,0,180.192014116729,478.639682641818,104.904771156108,852.374594127528,1910.49952631401,0,8210.69584223958,1.46755361685636,0,8.95260955571144,1.50561848124082,1.42996949654898,0,8.95260955571144,"ARA Basel","IAV"
"227",2022-03-22,1.11062717770035,0,694.272713451993,607.810852733196,0,1303.82284252254,1998.64861560103,0,12475.2239427913,1.23120102218508,0,5.03339709615366,1.26290403009925,1.19989554500374,0,5.03339709615366,"ARA Basel","IAV"
"228",2022-03-23,1.11498257839721,0,266.565584067165,727.872703201161,0,1979.27265300738,2280.56772298352,0,12466.8315125994,1.17237211055006,0,2.93820351494009,1.20175740820865,1.14334560015759,0,2.93820351494009,"ARA Basel","IAV"
"229",2022-03-24,1500.34843205575,909.52513108649,2091.17173302501,871.573510631853,0,2784.29241960103,2547.4982299416,0,11195.7858359605,1.20980893342523,0.0513711754534392,2.36824669139702,1.23867481654811,1.18127874774334,0.0513711754534392,2.36824669139702,"ARA Basel","IAV"
"230",2022-03-25,2999.5818815331,2117.36118599344,3881.80257707276,1021.96769931851,0,3362.07864023977,2696.18894803063,0,11704.3336009412,1.24258964069264,0.32015939531407,2.1650198860712,1.27082222472933,1.21466988628329,0.32015939531407,2.1650198860712,"ARA Basel","IAV"
"231",2022-03-26,1500.29094076655,589.119924682009,2411.46195685109,1164.01056640538,0,3947.91020384837,2737.62142941217,0,9951.1955801206,1.21194392331022,0.1608387185724,2.26304912804804,1.2386758687745,1.18549961993894,0.1608387185724,2.26304912804804,"ARA Basel","IAV"
"232",2022-03-27,1,0,1099.27135507176,1321.00571520522,0,4505.38870630157,2638.63631796877,0,9165.91585927318,1.13064018547011,0,2.56416032444766,1.15543687792874,1.10610880893652,0,2.56416032444766,"ARA Basel","IAV"
"233",2022-03-28,1239.5243902439,0,3628.48262923143,1475.58548319013,0,4766.41497407409,2380.05460292065,0,9507.86573331518,1.02529190706496,0,2.44131563036854,1.0482342862358,1.00259992890692,0,2.44131563036854,"ARA Basel","IAV"
"234",2022-03-29,2478.0487804878,0,35960.1417184545,1602.34255746187,0,5040.47814188817,2111.42519478522,0,12406.651502329,0.921387493242011,0,2.81265236209758,0.942896181307241,0.900123592544299,0,2.81265236209758,"ARA Basel","IAV"
"235",2022-03-30,1816.62020905923,0,3760.00643436969,1698.91044072816,0,5311.38717706996,1984.07745261754,0,17277.8311298441,0.851209797985533,0,2.89568254837409,0.872066189246729,0.830602408285011,0,2.89568254837409,"ARA Basel","IAV"
"236",2022-03-31,1155.19163763066,0,14162.2550030051,1779.94129882332,0,5467.6614508546,2020.78567838578,0,18240.336085521,0.845590626353103,0,2.39318764438099,0.866912822478466,0.824530317487521,0,2.39318764438099,"ARA Basel","IAV"
"237",2022-04-01,1635.63298490128,0,14244.5468130836,1827.37724951451,0,5687.59486615129,2310.92013244085,0,16875.3634129365,0.930015119841964,0,2.05552515210379,0.953090556521289,0.907218619570495,0,2.05552515210379,"ARA Basel","IAV"
"238",2022-04-02,2116.07433217189,0,8199.54729467457,1843.05326062257,0,6009.95879697882,2883.3344552928,0,9938.89397621796,1.1075717078812,0.194929073682194,2.0202143420802,1.13327317252416,1.08216103122856,0.194929073682194,2.0202143420802,"ARA Basel","IAV"
"239",2022-04-03,2596.51567944251,0,6114.48198761711,1856.9292890197,0,6407.03676920397,3602.770673151,910.500807107444,6295.04053919455,1.32816851486457,0.468079810982399,2.18825721874674,1.35606567005664,1.30055735696698,0.468079810982399,2.18825721874674,"ARA Basel","IAV"
"240",2022-04-04,2391.35888501742,0,13818.483835177,1919.6323429517,0,6693.25654476899,3977.32860936853,1447.75631691807,6506.90090181899,1.44012875637982,0.537006466733561,2.34325104602608,1.46785268173448,1.41266554995025,0.537006466733561,2.34325104602608,"ARA Basel","IAV"
"241",2022-04-05,2186.20209059233,0,8559.13471936192,1987.29924581512,0,6925.81448976855,3265.64215824942,667.227515156545,5864.05680134229,1.29499458955361,0.310093689578607,2.27989548952861,1.31947917105216,1.27073618812486,0.310093689578607,2.27989548952861,"ARA Basel","IAV"
"242",2022-04-06,1978.1968641115,0,15431.2589180576,2044.75357341671,0,7282.64515551499,1563.01529416413,0,3885.51050190529,0.93126678425725,0,1.89172133609083,0.950817319237748,0.911916576839857,0,1.89172133609083,"ARA Basel","IAV"
"243",2022-04-07,1770.19163763066,0,30178.9578626509,2137.66514705052,0,7436.67446411748,337.054628397685,0,1656.16839778052,0.535170098819523,0,1.23610529062114,0.549861934311662,0.520674510018714,0,1.23610529062114,"ARA Basel","IAV"
"244",2022-04-08,1506.85714285714,0,22062.6037687652,2245.52801454585,0,7353.93918534993,24.6434556255068,0,319.893065955101,0.228456074601052,0,0.619008418510825,0.238774207056172,0.218362775894228,0,0.619008418510825,"ARA Basel","IAV"
"245",2022-04-09,1243.52264808362,0,9133.66725554021,2347.83622373198,0,7030.06293009494,0.456238138549383,0,26.158872073898,0.0589829797275778,0,0.229602118878977,0.0652101296461617,0.0530642543112074,0,0.229602118878977,"ARA Basel","IAV"
"246",2022-04-10,980.188153310105,0,7354.21429485412,2358.11770143152,0,6722.07568616542,0.00193246237351649,0,1.20881912447231,0.00666208146575282,0,0.0634091859880813,0.00950744015292715,0.00431722392909667,0,0.0634091859880813,"ARA Basel","IAV"
"247",2022-04-11,2917.48083623693,0,6573.27050853074,2272.24752527639,0,6412.21470210992,1.60816328024854e-06,0,0.0184099217703545,0.000242425590569545,0,0.0118757160470108,0.00121995229978416,2.32332336916342e-07,0,0.0118757160470108,"ARA Basel","IAV"
"248",2022-04-12,4854.77351916376,2109.96637943149,7599.58065889603,2193.24046930984,0,5719.51109541237,1.66375141599232e-10,0,6.12144961289438e-05,3.95704935794108e-05,0,0.0071104458057104,0.000453077189378396,3.42410725002385e-42,0,0.0071104458057104,"ARA Basel","IAV"
